Date,Site_WE12,Site_WE13,Site_WE14,Site_WE15,Site_WE16,Site_WE2,Site_WE4,Site_WE6,Site_WE8,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,CTD Temperature (°C),CTD Dissolved Oxygen (mg/L),Particulate Microcystin (µg/L),Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),N:P Mass Ratio,Distance from Maumee Inlet (km),Shore Distance (euc dis),CTD Temperature (°C)_1wk,CTD Temperature (°C)_2wks,CTD Temperature (°C)_4wks,CTD Temperature (°C)_6wks,CTD Dissolved Oxygen (mg/L)_1wk,CTD Dissolved Oxygen (mg/L)_2wks,CTD Dissolved Oxygen (mg/L)_4wks,CTD Dissolved Oxygen (mg/L)_6wks,Total Dissolved Phosphorus (µg P/L)_1wk,Total Dissolved Phosphorus (µg P/L)_2wks,Total Dissolved Phosphorus (µg P/L)_4wks,Total Dissolved Phosphorus (µg P/L)_6wks,Ammonia (µg N/L)_1wk,Ammonia (µg N/L)_2wks,Ammonia (µg N/L)_4wks,Ammonia (µg N/L)_6wks,Nitrate + Nitrite (mg N/L)_1wk,Nitrate + Nitrite (mg N/L)_2wks,Nitrate + Nitrite (mg N/L)_4wks,Nitrate + Nitrite (mg N/L)_6wks,N:P Mass Ratio_1wk,N:P Mass Ratio_2wks,N:P Mass Ratio_4wks,N:P Mass Ratio_6wks
2012-06-10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,32.519090909090906,8.262727272727274,13.97090909090909,0.45236363636363636,13.995430896168815,13.554647572073874,0.055340825726005835,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,11.081818181818182,12.29,12.29,12.29,14.467272727272727,14.68,14.68,14.68,0.46190909090909094,0.466,0.466,0.466,11.963447169350525,11.092597000714116,11.092597000714116,11.092597000714116
2012-06-11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,31.57,7.86,13.9,0.451,14.285714285714285,13.552580781390427,0.055353728554761714,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,10.67909090909091,12.29,12.29,12.29,14.396363636363636,14.68,14.68,14.68,0.4605454545454546,0.466,0.466,0.466,12.253730558895995,11.092597000714116,11.092597000714116,11.092597000714116
2012-06-12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,30.80090909090909,7.874545454545455,14.767272727272728,0.44063636363636366,14.312688609529802,13.54959722699635,0.055398964583069664,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,10.276363636363637,12.29,12.29,12.29,14.325454545454546,14.68,14.68,14.68,0.4591818181818182,0.466,0.466,0.466,12.544013948441465,11.092597000714116,11.092597000714116,11.092597000714116
2012-06-13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,30.03181818181818,7.88909090909091,15.634545454545455,0.4302727272727273,14.339662933345322,13.54661367260227,0.05544420061137761,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,9.873636363636363,12.29,12.29,12.29,14.254545454545454,14.68,14.68,14.68,0.45781818181818185,0.466,0.466,0.466,12.834297337986936,11.092597000714116,11.092597000714116,11.092597000714116
2012-06-14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,29.262727272727272,7.903636363636363,16.501818181818184,0.4199090909090909,14.36663725716084,13.543630118208192,0.05548943663968556,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,9.47090909090909,12.29,12.29,12.29,14.183636363636364,14.68,14.68,14.68,0.45645454545454545,0.466,0.466,0.466,13.124580727532406,11.092597000714116,11.092597000714116,11.092597000714116
2012-06-15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,28.493636363636362,7.918181818181818,17.36909090909091,0.40954545454545455,14.393611580976357,13.540646563814114,0.05553467266799351,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,9.068181818181818,11.887272727272727,12.29,12.29,14.112727272727273,14.60909090909091,14.68,14.68,0.4550909090909091,0.4646363636363637,0.466,0.466,13.414864117077876,11.382880390259587,11.092597000714116,11.092597000714116
2012-06-16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,27.724545454545456,7.932727272727273,18.236363636363638,0.3991818181818182,14.420585904791876,13.537663009420035,0.05557990869630146,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,8.665454545454546,11.484545454545454,12.29,12.29,14.041818181818183,14.538181818181817,14.68,14.68,0.45372727272727276,0.4632727272727273,0.466,0.466,13.705147506623344,11.673163779805057,11.092597000714116,11.092597000714116
2012-06-17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,26.955454545454543,7.947272727272727,19.103636363636365,0.38881818181818184,14.447560228607394,13.534679455025957,0.0556251447246094,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,8.262727272727274,11.081818181818182,12.29,12.29,13.97090909090909,14.467272727272727,14.68,14.68,0.45236363636363636,0.46190909090909094,0.466,0.466,13.995430896168815,11.963447169350525,11.092597000714116,11.092597000714116
2012-06-18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,26.186363636363637,7.961818181818182,19.970909090909092,0.3784545454545455,14.474534552422913,13.531695900631878,0.05567038075291735,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,7.86,10.67909090909091,12.29,12.29,13.9,14.396363636363636,14.68,14.68,0.451,0.4605454545454546,0.466,0.466,14.285714285714285,12.253730558895995,11.092597000714116,11.092597000714116
2012-06-19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,25.417272727272728,7.9763636363636365,20.83818181818182,0.36809090909090914,14.50150887623843,13.5287123462378,0.0557156167812253,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,7.874545454545455,10.276363636363637,12.29,12.29,14.767272727272728,14.325454545454546,14.68,14.68,0.44063636363636366,0.4591818181818182,0.466,0.466,14.312688609529802,12.544013948441465,11.092597000714116,11.092597000714116
2012-06-20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22.5,7.651666666666666,0.1,24.64818181818182,7.99090909090909,21.705454545454547,0.3577272727272727,14.528483200053948,13.525728791843722,0.05576085280953325,22.52857142857143,22.571428571428573,22.52857142857143,22.2,7.678750000000001,7.6979999999999995,7.7299999999999995,7.828571428571428,7.88909090909091,9.873636363636363,12.29,12.29,15.634545454545455,14.254545454545454,14.68,14.68,0.4302727272727273,0.45781818181818185,0.466,0.466,14.339662933345322,12.834297337986936,11.092597000714116,11.092597000714116
