,Particulate Microcystin (µg/L)
163,0.2049032439408533
164,1.7429892592705394
165,-0.9659121816670956
166,-0.10562945805881206
167,-0.9659121816670956
168,-0.37324149553141095
169,0.0533841992641066
170,-0.37324149553141095
171,-0.9659121816670956
172,0.2596022750022751
173,1.4241258544113826
174,1.2869127730843024
175,-0.9659121816670956
176,-0.9659121816670956
177,-0.9659121816670956
178,-0.9659121816670956
179,1.263678835631602
180,-0.9659121816670956
181,1.587274305158015
182,-0.9659121816670956
183,-0.9659121816670956
184,-0.9659121816670956
185,-0.9497780789835901
186,-0.9659121816670956
187,-0.9471038620871056
188,1.5052414125196825
189,-0.4255613415608948
190,1.1680908431999164
191,-0.4838898266818455
192,0.09055681114045065
193,1.7307607640116636
194,-0.3352786489838038
195,0.1254901478855075
196,-0.17745476605454152
197,1.5880144196851034
198,-0.9659121816670956
199,-0.1357514085858694
200,-0.9659121816670956
201,0.8033076231994798
202,-0.10191648134502129
203,1.381840273917487
204,-0.9659121816670956
205,0.8415787152431147
206,0.018048469714091568
207,-0.507909617621729
208,1.8997509683565992
209,-0.16524631792995195
210,-0.37324149553141095
211,0.08174965944904602
212,-0.7448520786358045
213,-0.9659121816670956
214,-0.9659121816670956
215,-0.9659121816670956
216,-0.9659121816670956
217,-0.9659121816670956
218,-0.37324149553141095
219,1.5988297344179712
220,-0.9659121816670956
221,0.2603117209197042
222,1.4385586022876737
223,0.8229347485664259
224,0.2015251373503002
225,-0.9659121816670956
226,1.7344830964589795
227,0.057911750077341645
228,-0.9285015255017187
229,0.6247713281592602
230,-0.28628358633422685
231,0.31545978648137335
232,-0.9659121816670956
233,-0.9659121816670956
234,1.2568458239257316
235,0.317467773124749
236,0.8648964389831568
237,1.580146266902316
238,1.55115386132062
239,-0.3478145177241815
240,-0.9659121816670956
241,-0.9659121816670956
242,1.1266675714140084
243,0.9228241663935861
244,1.6958692869100518
245,-0.37324149553141095
246,-0.7642584144227873
247,-0.49185174005270044
248,-0.9659121816670956
249,0.4534133027628464
250,-0.9659121816670956
251,0.78780650262419
252,-0.9659121816670956
253,1.8731618361136255
254,-0.37324149553141095
255,-0.37324149553141095
256,-0.37324149553141095
257,-0.9659121816670956
258,0.9157167852205856
259,-0.507909617621729
260,-0.9659121816670956
261,-0.7905070455858852
262,-0.1175884887365761
263,-0.9659121816670956
264,-0.9659121816670956
265,0.5528239219716231
266,-0.11159415457547694
267,-0.6800798461644043
268,-0.37324149553141095
269,-0.9659121816670956
270,-0.9659121816670956
271,-0.2340967763544956
272,-0.6409332519838805
273,-0.37324149553141095
274,-0.9659121816670956
275,-0.9659121816670956
276,-0.9659121816670956
277,-0.9659121816670956
278,0.3274446675455011
279,1.5385442359890926
280,1.790928802061804
281,1.7051344400576567
282,-0.9659121816670956
283,-0.9659121816670956
284,-0.9337956460811991
285,-0.3228591265237084
286,1.1370706932223187
287,-0.8919021897866225
288,-0.9659121816670956
289,-0.9659121816670956
290,-0.9659121816670956
291,1.2770000853716381
292,-0.1175884887365761
293,1.2451922938125337
294,1.5259016404730226
295,0.9508343976785278
296,-0.9659121816670956
297,-0.9659121816670956
298,-0.37324149553141095
299,1.3116155423779026
300,-0.9659121816670956
301,-0.9659121816670956
302,1.2014725523832277
303,-0.9659121816670956
304,1.261414174735195
305,1.1831853561326375
306,-0.9659121816670956
307,-0.8867384966226908
308,1.934583905222874
309,-0.8919021897866225
310,1.4602793003881815
311,-0.9659121816670956
312,0.45686322077285874
313,0.8856821547099216
314,-0.9659121816670956
315,-0.5509306922734899
316,-0.2507020246096671
317,0.0669116083426188
318,1.568676767765053
319,1.6765332373937492
320,0.14472461360659444
321,-0.9659121816670956
322,1.5196728147398473
323,1.595787577464675
324,-0.6255521053646733
325,-0.37324149553141095
326,-0.9659121816670956
327,1.7628304925554625
328,0.41814894728245683
329,0.4551399668688514
330,-0.9659121816670956
331,-0.9659121816670956
332,-0.28628358633422646
333,-0.37324149553141095
334,1.3328912463203662
335,-0.47684970142576544
336,-0.9659121816670956
337,-0.9659121816670956
338,-0.9659121816670956
339,-0.9326177403344383
340,-0.9659121816670956
341,1.5833822944637959
342,1.6756741582853363
343,-0.5130567850222687
344,-0.9659121816670956
345,0.010442118501558179
346,-0.9659121816670956
347,-0.87134304087641
348,1.5811150039547492
349,-0.9659121816670956
350,-0.9659121816670956
351,-0.35905643296203854
352,1.9025017212672006
353,0.8259030961315608
354,-0.9659121816670956
355,1.7887907040131188
356,1.2508279854320774
357,0.41814894728245683
358,0.3134475680904832
359,-0.9659121816670956
360,-0.9659121816670956
361,-0.9659121816670956
362,-0.9659121816670956
363,-0.8384708498584884
364,1.3108179439471797
365,1.018212790117822
366,-0.9659121816670956
367,0.1682845786848043
368,-0.9659121816670956
369,0.19359922756515743
370,-0.010398594353203205
371,0.5710533290162381
372,1.334390514248491
373,-0.9659121816670956
374,-0.9659121816670956
375,-0.03193557909279669
376,-0.19911144497155972
377,0.644852475848624
378,-0.9659121816670956
379,-0.4104090236742931
380,-0.9659121816670956
381,-0.9659121816670956
382,0.05991806642722509
383,1.8861479237808085
384,-0.37324149553141095
385,-0.9659121816670956
386,-0.9659121816670956
387,-0.7626652965492141
388,0.9282344106066147
389,1.9309260765372553
390,-0.9659121816670956
391,0.9667362630123102
392,-0.5782114449311054
393,-0.6426519443099914
394,-0.9127182077014854
395,-0.9659121816670956
396,-0.7698469179767075
397,0.4199458632807484
398,1.4505349777820404
399,1.6285951112800898
400,0.15892405658143743
401,-0.014062162942472102
402,1.3762619609506623
403,-0.7915876115715105
404,1.119882709976781
405,0.5680434984837428
406,-0.9659121816670956
407,-0.9659121816670956
408,1.0813045302143167
409,-0.9659121816670956
410,-0.9659121816670956
411,-0.9659121816670956
412,-0.9659121816670956
413,-0.7578955022292636
414,0.7739452580597694
415,-0.9659121816670956
416,-0.8297321232130909
417,1.4867692909792882
418,1.504816650252506
419,1.55115386132062
420,-0.5655575338446769
421,-0.9659121816670956
422,-0.821040012675393
423,0.4806359600218056
424,1.3749355583738008
425,-0.9127182077014854
426,-0.9659121816670956
427,-0.6704178834695754
428,0.6091809720027334
429,-0.9659121816670956
430,-0.9659121816670956
431,-0.9659121816670956
432,1.3515438947124714
433,0.28844955225373475
434,1.6232493098609164
435,0.0884663190357744
436,0.16127206152924256
437,0.9647724290973396
438,-0.37324149553141095
439,-0.37324149553141095
440,-0.8428578045585812
441,-0.9659121816670956
442,-0.9659121816670956
443,-0.9659121816670956
444,0.2402527690246015
445,1.8057134199306746
446,-0.9659121816670956
447,-0.7531399997116666
448,1.5585673953254944
449,1.3031537027777735
450,-0.9659121816670956
451,1.6476492376511982
452,-0.5837612953907892
453,-0.37324149553141095
454,-0.9659121816670956
455,1.7205280136084697
456,-0.7746527079859622
457,-0.9659121816670956
458,1.6918859545188119
459,1.0840119990070898
460,0.6327975548539686
461,0.8548628964857775
462,-0.00310640484550794
463,-0.5488529926957296
464,-0.16039641197498122
465,1.1090238670981531
466,-0.9659121816670956
467,0.21081352998733327
468,-0.9659121816670956
469,1.440986559630466
470,1.0751590526136012
471,-0.9659121816670956
472,0.6523333458803886
473,1.6059567116820088
474,-0.9659121816670956
475,1.277436402193181
476,-0.05277310607415739
477,0.7318244652574367
478,-0.37324149553141095
479,1.7831136187759957
480,-0.34153194420139854
481,1.7235075512335847
482,-0.6880303994193304
483,1.3670907601703057
484,-0.923223960812395
485,1.300100146768859
486,-0.6117039644619178
487,-0.5655575338446769
488,0.990323985112476
489,-0.37324149553141095
490,1.5052414125196825
491,-0.37324149553141095
492,-0.9659121816670956
493,1.613765583552191
494,0.15853220979814117
495,1.5279428700444968
496,-0.9659121816670956
497,-0.9659121816670956
498,1.8024095586516589
499,-0.6834822127011443
500,-0.9659121816670956
501,-0.9659121816670956
502,-0.9659121816670956
503,-0.9659121816670956
504,-0.8384708498584884
505,-0.9659121816670956
506,1.7419992835430873
507,1.2385172220335885
508,-0.37324149553141095
509,-0.9659121816670956
510,-0.9659121816670956
511,0.4648602599502627
512,0.24932945433489365
513,-0.9659121816670956
514,1.1663898694885575
515,1.3908249178709935
516,-0.507909617621729
517,-0.6654225591634648
518,-0.9659121816670956
519,-0.9659121816670956
520,-0.9659121816670956
521,-0.9659121816670956
522,-0.4661366630758307
523,-0.4122940274874446
524,-0.9659121816670956
525,-0.9659121816670956
526,0.12549014788550697
527,-0.9659121816670956
528,-0.9659121816670956
529,-0.9659121816670956
530,1.6700912415891993
531,-0.9659121816670956
532,-0.9659121816670956
533,1.8852768335888077
534,-0.9659121816670956
535,-0.9659121816670956
536,0.4359569869882107
537,0.04492657777879208
538,-0.9659121816670956
539,-0.9659121816670956
540,-0.9659121816670956
541,1.3908249178709935
542,-0.9659121816670956
543,-0.3622856712008476
544,-0.9659121816670956
545,1.1460629230426147
546,1.0208867512430868
547,1.0366566238755224
548,0.20265241516251797
549,0.841578715243115
550,-0.9659121816670956
551,-0.9659121816670956
552,-0.9659121816670956
553,1.4283613668929547
554,-0.9659121816670956
555,-0.9659121816670956
556,0.6710472935114891
557,1.462960391159945
558,1.228174009946566
559,-0.9659121816670956
560,-0.6564718208343052
561,-0.9659121816670956
562,-0.661284941826617
563,0.9781046324539501
564,1.2440240949528392
565,-0.9659121816670956
566,0.4613706067134709
567,-0.1683425464176592
568,1.4341920215173178
569,1.733582576442768
570,-0.37324149553141095
571,0.6821846884555622
572,-0.6144634125537782
573,-0.9659121816670956
574,0.2402527690246015
575,-0.5852884221816693
576,-0.5200717181965675
577,-0.9659121816670956
578,-0.37324149553141095
579,-0.9659121816670956
580,-0.07624338295114118
581,-0.9659121816670956
582,-0.9659121816670956
583,0.17986810376325246
584,1.1826191609493966
585,0.9986416765939552
586,-0.2822816998062006
587,-0.9659121816670956
588,0.0559017893422217
589,-0.9659121816670956
590,-0.9659121816670956
591,0.9622375591178255
592,-0.821040012675393
593,-0.9659121816670956
594,-0.3842862597601642
595,-0.9659121816670956
596,-0.9551391610606044
597,-0.9659121816670956
598,0.60199012088091
599,-4.3907798129509685e-05
600,-0.9659121816670956
601,0.2827478021199767
602,-0.9659121816670956
603,-0.3991527318103934
604,-0.9659121816670956
605,-0.3334973439258953
606,0.09347676308125552
607,-0.3228591265237084
608,-0.9659121816670956
609,-0.3247623105410179
610,0.039689777418947955
611,0.9090806891213287
612,-0.6880303994193304
613,-0.732501215707032
614,-0.9659121816670956
615,-0.9659121816670956
616,-0.22751450462549425
617,0.11655686277190157
618,-0.5952531564083936
619,0.27019070809045764
620,-0.9659121816670956
621,0.3033225574446688
622,-0.06521207469671901
623,-0.7232086513038546
624,0.5888786959734591
625,1.4814758990152308
626,0.8259030961315608
627,1.6051446172241421
628,1.1759450390464905
629,0.3274446675455011
630,1.9102957522272697
631,-0.9659121816670956
632,-0.7818886103668504
633,-0.8485155006143521
634,0.7153527705293827
635,1.2233408509206425
636,1.5563518133048593
637,-0.9659121816670956
638,1.0178297132273506
639,0.7045976098650906
640,0.8864223916793441
641,0.299242486423431
642,-0.7094336223939413
643,-0.9659121816670956
644,-0.9659121816670956
645,-0.9659121816670956
646,-0.9659121816670956
647,0.09846418785029296
648,1.889933449459956
649,-0.4998582194437226
650,-0.9659121816670956
651,1.8441372884127105
652,0.3682302205994613
653,0.9804437066096338
654,1.6293319532560875
655,-0.9659121816670956
656,-0.9659121816670956
657,-0.13613269994302735
658,1.9013799328695422
659,1.7254133108657406
660,-0.9659121816670956
661,-0.9659121816670956
662,0.0442733208244701
663,0.08762899651600416
664,-0.9659121816670956
665,-0.15841783287436023
666,-0.9377771454406694
667,1.6780524701655493
668,1.7976893766972937
669,-0.041211602344119594
670,-0.9659121816670956
671,1.602756542755
672,-0.9659121816670956
673,0.14750066724548277
674,0.8071274830806703
675,-0.9659121816670956
676,-0.9659121816670956
677,-0.9659121816670956
678,-0.9659121816670956
679,-0.37324149553141095
680,-0.9659121816670956
681,-0.9009773247186179
682,-0.9659121816670956
683,-0.37324149553141095
684,-0.37324149553141095
685,0.623366896658188
686,-0.9659121816670956
687,-0.9659121816670956
688,-0.9659121816670956
689,1.1525486600400838
690,-0.9659121816670956
691,-0.9659121816670956
692,1.3666936390999747
693,1.7786075903998981
694,-0.4524809020599814
695,1.395952491981352
696,1.893282373404869
697,-0.9659121816670956
698,-0.8706466350459645
699,-0.9659121816670956
700,-0.9659121816670956
701,-0.9659121816670956
702,-0.821040012675393
703,1.61311601708775
704,0.9006819571216889
705,0.2041535191387804
706,1.6799084502944104
707,-0.9659121816670956
708,-0.9659121816670956
709,-0.9659121816670956
710,-0.9659121816670956
711,1.6349471849851571
712,1.6397878883573758
713,1.0867049454222883
714,-0.9659121816670956
715,-0.9659121816670956
716,-0.9659121816670956
717,0.7378701523625558
718,0.8856821547099216
719,-0.8694286301913614
720,-0.9659121816670956
721,-0.1531570877526703
722,-0.37324149553141095
723,-0.9659121816670956
724,1.80433212273482
725,-0.8443227398904818
726,1.6699273092830178
727,0.14472461360659444
728,1.3501164974819966
729,-0.9391063959226358
730,0.6563828749174514
731,0.31746777312474816
732,0.07879807675450454
733,-0.9659121816670956
734,1.634136379968851
735,1.6273938312503704
736,-0.319331848225273
737,0.5086430756628293
738,0.7926890926197461
739,1.242820829617856
740,1.2533315166097636
741,-0.1175884887365761
742,1.0586356550089535
743,-0.9659121816670956
744,-0.9659121816670956
745,-0.9659121816670956
746,1.7523425231007588
747,0.5619899331396104
748,-0.4849729307130684
749,1.9138368821402396
750,1.9353184489568565
751,1.4128282236839562
752,0.39075524795773436
753,-0.058954465167915956
754,1.9306593201890703
755,-0.368117771054979
756,0.7654915706926545
757,-0.9659121816670956
758,-0.9659121816670956
759,0.3114311053584046
760,-0.37324149553141095
761,-0.9659121816670956
762,1.4059655676575071
763,-0.9659121816670956
764,-0.9659121816670956
765,-0.05609748407777106
766,-0.6599464432678599
767,-0.4255613415608948
768,-0.9659121816670956
769,0.06049063159765074
770,-0.7202466247471238
771,1.768761474246938
772,1.8886746931350533
773,-0.6520160339285259
774,1.4782017895689787
775,-0.37324149553141095
776,1.5396754032855662
777,-0.9659121816670956
778,1.1112648706843427
779,1.685512030741117
780,-0.9359179463834234
781,-0.9659121816670956
782,1.8961068861047436
783,0.8854599108327603
784,-0.37324149553141095
785,-0.9064461622678994
786,-0.9659121816670956
787,-0.9659121816670956
788,-0.9659121816670956
789,0.3392798848484292
790,-0.2663957948737449
791,0.1488859570683796
792,-0.9659121816670956
793,-0.9659121816670956
794,-0.9659121816670956
795,1.3594642223487972
796,-0.37324149553141095
797,-0.731134859750762
798,-0.9659121816670956
799,-0.9659121816670956
800,-0.35342376346012006
801,1.7257951771993743
802,-0.5739814253189964
803,-0.9659121816670956
804,-0.3228591265237084
805,-0.8359692935230704
806,0.2402527690246015
807,-0.9659121816670956
808,-0.9659121816670956
809,-0.923223960812395
810,-0.8111628040791617
811,1.5031907065013084
812,0.6982637130904641
813,-0.9659121816670956
814,-0.1175884887365761
815,-0.29144690490216957
816,0.623366896658188
817,-0.9659121816670956
818,-0.23519712656545722
819,-0.9659121816670956
820,0.1335469127864521
821,1.4277568533499205
822,0.14233931294295182
823,-0.9659121816670956
824,-0.37324149553141095
825,-0.9659121816670956
826,0.5903463014193995
827,-0.21770442462259795
828,1.2233408509206425
829,-0.6103261401193966
830,1.754935632862359
831,-0.5739814253189964
832,-0.6255521053646733
833,1.899028999105973
834,-0.9659121816670956
835,1.8218776111731128
836,1.7254133108657406
837,-0.6343221874254397
838,-0.9659121816670956
839,1.5794160260656123
840,-0.9659121816670956
841,1.702868626184082
842,-0.1480120779455512
843,-0.37324149553141095
844,-0.9659121816670956
845,-0.8815907871624468
846,0.08997187818510331
847,0.010442118501558179
848,-0.37324149553141095
849,-0.7156033115754845
850,-0.9659121816670956
851,-0.9659121816670956
852,-0.9659121816670956
853,0.78780650262419
854,-0.8867384966226908
855,-0.9659121816670956
856,-0.9659121816670956
857,-0.9659121816670956
858,-0.9659121816670956
859,-0.9659121816670956
860,-0.3228591265237084
861,-0.9659121816670956
862,0.7737913609013044
863,1.1328146891962578
864,-0.5260055261943749
865,-0.9659121816670956
866,-0.9659121816670956
867,0.478959467281903
868,-0.9659121816670956
869,1.4361103711047765
870,0.3999791013767741
871,1.7634200383696932
872,-0.5008621804461464
873,0.996733256523768
874,-0.9659121816670956
875,1.0976621920245215
876,-0.4255613415608948
877,0.7372009556500531
878,0.24889910244438743
879,0.23878102227471149
880,1.240435518110387
881,1.03739605428854
882,-0.7366074205794252
883,1.2392376339259812
884,-0.9659121816670956
885,0.9754029499567454
886,1.6861030874843321
887,-0.9659121816670956
888,-0.9659121816670956
889,-0.9659121816670956
890,-0.9659121816670956
891,-0.8037942429804327
892,1.8042657282629748
893,1.6634220758133758
894,0.4633280746643755
895,1.256386101970008
896,0.3210715250935733
897,-0.636522673946039
898,-0.9346796142572877
899,1.3249150088235735
900,-0.9659121816670956
901,-0.4255613415608948
902,-0.5655575338446769
903,0.6536856027275663
904,-0.38243924615062347
905,-0.9659121816670956
906,-0.9659121816670956
907,-0.9551391610606044
908,-0.9659121816670956
909,1.699743642217214
910,1.6806969499725433
911,-0.16039641197498122
912,-0.9659121816670956
913,0.5961896785997468
914,-0.9659121816670956
915,1.6785168941464852
916,-0.8560895689836832
917,1.7922261659287568
918,-0.40664671156106574
919,1.4303176357666636
920,-0.9659121816670956
921,-0.16767841725206858
922,-0.8560895689836832
923,-0.9659121816670956
924,-0.9659121816670956
925,-0.1175884887365761
926,1.053645046102714
927,1.289457148169932
928,-0.9659121816670956
929,-0.23905582002692138
930,-0.9659121816670956
931,-0.37324149553141095
932,1.568352620942745
933,-0.9659121816670956
934,-0.016817527303040945
935,-0.9659121816670956
936,-0.37324149553141095
937,-0.9659121816670956
938,1.740341669489209
939,-0.8560895689836832
940,-0.9659121816670956
941,-0.9659121816670956
942,-0.9659121816670956
943,-0.9659121816670956
944,-0.18237189839574267
945,0.4602995359209968
946,-0.37324149553141095
947,-0.1531570877526703
948,-0.37324149553141095
949,1.5052414125196825
950,-0.9659121816670956
951,1.4917354206943179
952,-0.9497780789835901
953,-0.8919021897866225
954,-0.37324149553141095
955,-0.9659121816670956
956,0.6776189340421946
957,-0.9659121816670956
958,-0.9659121816670956
959,-0.9659121816670956
960,-0.2507020246096671
961,-0.9659121816670956
962,1.7982132636676484
963,1.5039649908603454
964,-0.9659121816670956
965,1.4254790121724326
966,-0.8964335880446376
967,-0.3123052725400453
968,-0.8919021897866225
969,-0.9659121816670956
970,-0.9659121816670956
971,-0.9517865059063234
972,-0.9659121816670956
973,0.5062990619939212
974,-0.5185458431497809
975,-0.9659121816670956
976,1.0208867512430868
977,-0.9659121816670956
978,1.0500322560552062
979,1.3355108202378068
980,-0.37324149553141095
981,1.363442352091833
982,1.744011130490328
983,0.5755470516976247
984,1.310787232562456
985,-0.9533502566418086
986,1.544514617845887
987,1.812623626535817
988,0.07938903097526034
989,1.2641302200294917
990,-0.9659121816670956
991,-0.7531399997116666
992,-0.9659121816670956
993,-0.7744339487636223
994,-0.9659121816670956
995,1.4308371482038116
996,-0.9659121816670956
997,-0.37324149553141095
998,-0.9659121816670956
999,-0.9659121816670956
1000,1.0778996033189632
1001,-0.9659121816670956
1002,1.4676466511818416
1003,-0.9659121816670956
1004,-0.9659121816670956
1005,1.787213080871059
1006,-0.9659121816670956
1007,1.1680908431999164
1008,1.4214122465646097
1009,0.841578715243115
1010,1.3432548493247995
1011,1.738641078001024
1012,1.5970279934874128
1013,0.40729111720534317
1014,-0.3228591265237084
1015,-0.37324149553141095
1016,0.3548318901197216
1017,-0.7249037560445263
1018,1.1077386496189499
1019,-0.8755276423102708
1020,0.005493033754201973
1021,1.6306191741996672
1022,1.8973424575209463
1023,1.6847486097048587
1024,1.2351385249034479
1025,0.4394760718599434
1026,1.234168078641508
1027,-0.3478145177241815
1028,-0.37324149553141095
1029,1.2188295524455022
1030,-0.5008621804461464
1031,0.7045976098650906
1032,-0.9659121816670956
1033,-0.9022778080714351
1034,-0.3478145177241815
1035,-0.9659121816670956
1036,-0.9659121816670956
1037,0.11083301474604818
1038,-0.9659121816670956
1039,1.8026066336652922
1040,-0.9659121816670956
1041,0.22273273323775725
1042,-0.7586894738284804
1043,-0.04945813313567482
1044,0.7689258357497329
1045,1.2354027969493697
1046,-0.9659121816670956
1047,1.4999886798601305
1048,-0.9659121816670956
1049,-0.9659121816670956
1050,0.25346208275334337
1051,0.24163334696710997
1052,0.27439434244111377
1053,1.3176735390641052
1054,-0.9659121816670956
1055,1.911023832659091
1056,0.8269599660589901
1057,1.5288445576877114
1058,1.1879474780273551
1059,-0.8774840809977551
1060,-0.9659121816670956
1061,-0.9659121816670956
1062,-0.9659121816670956
1063,-0.3088059056297831
1064,-0.9659121816670956
1065,1.884929812102025
1066,-0.4938491681174491
1067,0.6275725525975674
1068,1.4098630923747673
1069,-0.9659121816670956
1070,-0.2507020246096675
1071,1.4351527545902074
1072,1.400180366933426
1073,0.349757327929646
1074,-0.5221087242533481
1075,-0.9659121816670956
1076,-0.9659121816670956
1077,0.5341774320509416
1078,-0.9659121816670956
1079,-0.731134859750762
1080,-0.18237189839574267
1081,0.13994861620711976
1082,0.4412303635471835
1083,-0.507909617621729
1084,1.3624090788779863
1085,0.6619542350784764
1086,1.0976621920245215
1087,1.277436402193181
1088,-0.2845669928243496
1089,-0.6103261401193966
1090,-0.9659121816670956
1091,1.1012614105028808
1092,-0.9659121816670956
1093,-0.5364484250847069
1094,-0.9659121816670956
1095,0.2402527690246015
1096,-0.16976687927491524
1097,-0.8815907871624468
1098,-0.6834822127011443
1099,0.9427166200836461
1100,1.0373960542885396
1101,-0.21987790947031569
1102,-0.9659121816670956
1103,-0.9659121816670956
1104,1.222841976367691
1105,-0.6332231419212128
1106,1.438829372154467
1107,0.35193552016222357
1108,1.933079693859838
1109,1.4143001751110698
1110,-0.9659121816670956
1111,1.485703752798577
1112,1.0379499503177896
1113,-0.9659121816670956
1114,1.7637763193442146
1115,-0.42889806039266404
1116,-0.9659121816670956
1117,-0.9659121816670956
1118,1.6102974028234436
1119,0.07583851087048214
1120,0.7133731282236169
1121,-0.9659121816670956
1122,1.7478053636466424
1123,-0.9659121816670956
1124,1.3055911388360861
1125,1.2898795655237147
1126,-0.9659121816670956
1127,-0.9659121816670956
1128,0.9329282833814206
1129,-0.4104090236742931
1130,0.962801833140387
1131,-0.8694286301913614
1132,-0.9659121816670956
1133,-0.9659121816670956
1134,-0.9659121816670956
1135,-0.9659121816670956
1136,-0.17290617784294743
1137,0.8332654847926508
1138,1.891332862656912
1139,-0.9659121816670956
1140,-0.9659121816670956
1141,-0.7818886103668504
1142,-0.9659121816670956
1143,-0.633922442200468
1144,1.7726090074114216
1145,-0.13880507779457504
1146,-0.9659121816670956
1147,1.6013096261273911
1148,-0.9659121816670956
1149,-0.6118418164947992
1150,-0.9659121816670956
1151,0.3033225574446688
1152,-0.9659121816670956
1153,1.922085657645555
1154,-0.6255521053646733
1155,-0.9659121816670956
1156,-0.9659121816670956
1157,0.5829810169823301
1158,0.5695498202199185
1159,0.7568743946516794
1160,0.5844595395806306
1161,-0.15109649941277015
1162,-0.08986693256114972
1163,0.6745593968608565
1164,-0.9659121816670956
1165,-0.9659121816670956
1166,1.1855728271272732
1167,-0.9659121816670956
1168,-0.9659121816670956
1169,1.4038465606871464
1170,-0.9659121816670956
1171,-0.7040551045572195
1172,1.6179977049975192
1173,-0.39046104630995704
1174,-0.9659121816670956
1175,-0.9659121816670956
1176,1.348323914685202
1177,-0.9659121816670956
1178,1.789158733038658
1179,1.889547507342132
1180,1.4932960538138542
1181,0.7474367329270827
1182,1.739727851994691
1183,1.0208867512430868
1184,1.528394136841917
1185,-0.9659121816670956
1186,-0.9659121816670956
1187,1.7217185399434727
1188,1.532164276424071
1189,-0.9659121816670956
1190,-0.9659121816670956
1191,-0.8838766892089309
1192,1.8040186229233668
1193,-0.07624338295114118
1194,-0.9659121816670956
1195,-0.9659121816670956
1196,-0.9018047879783969
1197,-0.9659121816670956
1198,-0.28494826351072866
