,Distance from Maumee Inlet (km),Shore Distance (euc dis),CTD Temperature (°C)_2wks,CTD Temperature (°C)_4wks,CTD Temperature (°C)_6wks,CTD Dissolved Oxygen (mg/L)_2wks,CTD Dissolved Oxygen (mg/L)_4wks,CTD Dissolved Oxygen (mg/L)_6wks,Total Phosphorus (µg P/L)_2wks,Total Phosphorus (µg P/L)_4wks,Total Phosphorus (µg P/L)_6wks,Total Dissolved Phosphorus (µg P/L)_2wks,Total Dissolved Phosphorus (µg P/L)_4wks,Total Dissolved Phosphorus (µg P/L)_6wks,Soluble Reactive Phosphorus (µg P/L)_2wks,Soluble Reactive Phosphorus (µg P/L)_4wks,Soluble Reactive Phosphorus (µg P/L)_6wks,Ammonia (µg N/L)_2wks,Ammonia (µg N/L)_4wks,Ammonia (µg N/L)_6wks,Nitrate + Nitrite (mg N/L)_2wks,Nitrate + Nitrite (mg N/L)_4wks,Nitrate + Nitrite (mg N/L)_6wks,N:P Mass Ratio_2wks,N:P Mass Ratio_4wks,N:P Mass Ratio_6wks,Month
0,1.5118534748546382,1.4743200331081667,-0.9638565374228852,-0.9267535811236937,-0.8294376920225006,1.3699199471160184,1.2392740395902793,1.1221049320306538,-0.956551621404126,-0.9013792529442892,-0.8576543505642097,0.4375921982582303,0.42263366659447216,0.37561464350878226,-0.3248992204593206,-0.2996648203714545,-0.3502418924797947,-0.804080459507468,-0.8232030374016112,-0.9563676571474614,-0.3528284551975866,-0.533133889616763,-0.7323357944923428,0.22193978593614558,0.02923323906199255,-0.18003169284493964,6
1,1.5277309214166188,1.4706755815675898,-0.7683000612436274,-0.9267535811236937,-0.8294376920225006,1.177331455247537,1.2392740395902793,1.1221049320306538,-0.9463786503170429,-0.9013792529442892,-0.8576543505642097,0.6433749708888782,0.42263366659447216,0.37561464350878226,-0.4027609214518895,-0.2996648203714545,-0.3502418924797947,-0.520270793175028,-0.8232030374016112,-0.9563676571474614,-0.24461090632082205,-0.533133889616763,-0.7323357944923428,0.3384260895114927,0.02923323906199255,-0.18003169284493964,6
2,1.5157283983601872,1.4667702793552895,-0.23219434649976362,-0.9267535811236937,-0.8294376920225006,0.7459700683135432,1.2392740395902793,1.1221049320306538,-0.9455347483240992,-0.9013792529442892,-0.8576543505642097,0.7678514895817422,0.42263366659447216,0.37561464350878226,-0.5686644014092388,-0.2996648203714545,-0.3502418924797947,-0.3230714473533465,-0.8232030374016112,-0.9563676571474614,0.1580246818666992,-0.533133889616763,-0.7323357944923428,0.8153203506140067,0.02923323906199255,-0.18003169284493964,6
3,1.4902805499802327,1.4617715300844838,-0.023848203529087574,-0.7338626925017043,-0.8294376920225006,0.513463911486986,1.0623463379254978,1.1221049320306538,0.36492674517117163,-0.8917108652369384,-0.8576543505642097,0.30907796059243803,0.6238961146663243,0.37561464350878226,0.5908476125270304,-0.3754302491876211,-0.3502418924797947,-1.1072649036275592,-0.5459764595397265,-0.9563676571474614,0.9730297118953072,-0.4314557746222391,-0.7323357944923428,1.105630765693821,0.15195385606535905,-0.18003169284493964,6
4,1.532404294808943,1.4837900134489574,-0.17208636201682978,-0.20875798796768139,-0.8294376920225006,0.2129171982021952,0.6597380083613882,1.1221049320306538,1.1143655131655217,-0.8909087273404672,-0.8576543505642097,1.225629212263137,0.74546692569179,0.37561464350878226,1.1232619636904295,-0.5370290569979677,-0.3502418924797947,-0.6848460695776765,-0.35383540636916166,-0.9563676571474614,1.3005270844549486,-0.04307657497899846,-0.7323357944923428,0.3115885692080624,0.6675577963110272,-0.18003169284493964,7
5,1.5559258358412391,1.505112586735159,-0.092964447893598,-0.005902875995286091,-0.6407486373967789,0.05508066834308025,0.4391227335301298,0.9519336198911067,0.7989574965003866,0.37284609577319144,-0.8482321251362983,1.269999289855999,0.29676972245712485,0.5759961393168812,0.9971322368617135,0.5874266710653044,-0.4240657741481802,-0.12719557108770746,-1.1202577493399446,-0.6694731365098063,1.1933409244291997,0.8058187898494771,-0.6320964226947201,0.5331109406756788,0.9913392291228645,-0.04729427124648388,7
6,1.5293336962151338,1.4926846204697144,0.22392412045988974,-0.15017142283947013,-0.1334505540819,0.5897652134388583,0.1502250461412614,0.5647783162177124,0.0961384257910749,1.113137554470655,-0.847450436038115,0.15876375337950097,1.191370557870644,0.6969549527265143,0.17442308060635922,1.0992913876791635,-0.5810684205779809,0.09288151957838221,-0.7066344674013246,-0.4713396042358201,0.4443472083515004,1.1807016312648124,-0.24257949696040979,0.3978284588888912,0.12356473622704525,0.520553908056797,7
7,1.5434336116422325,1.4996347945987736,0.9567995488929244,-0.07313062425816141,0.060447059835886115,1.1454020426375466,-0.0031674345677634268,0.35267546087177376,-0.08223431390874406,0.7999187384966109,0.3790327714123277,-0.8420063370792799,1.2344847450875656,0.25022099117139474,-0.897697601487496,0.9783233962326775,0.5254335099272347,-1.303057621773182,-0.1633790126403222,-1.2651110088491258,-0.28780139801232457,1.0552043933150772,0.6528875810481334,0.14121633074018694,0.3599245447927547,0.8848957806544724,7
8,1.5539915335756034,1.502567473731816,1.076114539137421,0.23459008961239364,-0.07734407318853331,1.2127090261851334,0.5117993283096743,0.07497094459053136,-0.825171876286562,0.11057100739534598,1.0926139220611475,-0.6216186461463835,0.14939302865677717,1.1400614327173932,-0.8050913820670221,0.18499149483141794,1.0418701259752903,-1.2625105351259271,0.05013686860468919,-0.8355873640794693,-0.4270857350951772,0.2442167385417129,1.0732103447484163,0.4932322055402004,0.21503352621190078,-0.07808724489526829,7
9,1.5573372926173636,1.5012324654306721,0.9444172613271274,0.9418789326831927,-0.0036981911438831593,2.047195658953492,1.0328444677879414,-0.07245775280105829,0.12176163185822488,-0.06257878878633336,0.7911508015728678,-0.4979361572571109,-0.8359022820727807,1.182856350778119,-0.51022280174126,-0.8581506224213981,0.9189658743673474,-1.2795384027664736,-1.3125844921793122,-0.2755194013379435,-0.4313437735100864,-0.47216418469812577,0.9304437596022226,-0.127670552404559,-0.0550402832566247,0.17983045524977606,8
