timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
6/9/2015 23:31,7.5,1 1 1 1,3.117,1 1 1 1,265.5,1 2 1 2,21.49,1 1 1 1,1008.628,1 1 3 1,0.909,1 1 1 1,21.21,1 1 1 1,400.6,1 1 1 1,8.02,1 1 3 1,8.22,1 1 1 1,95.9,1 1 1 1,8.5,1 1 1 1,0.77,1 1 1 1,-2.533,4 1 1 1,23.39,1 1 1 1,9.13,1 1 1 1,335.44,1 1 1 1,27.96,1 1 1 1,651.6,1 1 1 1,1524,1 1 1 1,0.89,1 2 2 2,21.59,1 2 2 2
6/9/2015 23:46,5,1 1 1 1,3.7,1 1 1 1,255.4,1 2 1 2,21.47,1 1 1 1,1008.602,1 1 3 1,0.91,1 1 1 1,21.14,1 1 1 1,397.3,1 1 1 1,8.02,1 1 3 1,8.2,1 1 1 1,95.6,1 1 1 1,8.49,1 1 1 1,0.695,1 1 1 1,-2.543,4 1 1 1,22.55,1 1 1 1,8.32,1 1 1 1,350.16,1 1 1 1,32.64,1 1 1 1,684,1 1 1 1,1522.4,1 1 1 1,0.89,1 2 2 2,21.59,1 2 2 2
6/10/2015 0:01,4.8,1 1 1 1,3.677,1 1 1 1,251.9,1 2 1 2,21.23,1 1 1 1,1008.597,1 1 3 1,0.91,1 1 1 1,21.14,1 1 1 1,394.9,1 1 1 1,8.02,1 1 3 1,8.04,1 1 1 1,95.8,1 1 1 1,8.51,1 1 1 1,0.729,1 1 1 1,-2.544,4 1 1 1,22.01,1 1 1 1,8.18,1 1 1 1,333,1 1 1 1,38.32,1 1 1 1,671.2,1 1 1 1,1452.4,1 1 1 1,0.96,1 2 2 2,21.58,1 2 2 2
6/10/2015 0:16,4.7,1 1 1 1,3.63,1 1 1 1,258.4,1 2 1 2,21.12,1 1 1 1,1008.677,1 1 1 1,0.91,1 1 1 1,21.14,1 1 1 1,389.8,1 1 1 1,8.04,1 1 1 1,7.891,1 1 1 1,96.3,1 1 1 1,8.55,1 1 1 1,0.729,1 1 1 1,-2.584,4 1 1 1,20.88,1 1 1 1,8.3,1 1 1 1,314.52,1 1 1 1,26.96,1 1 1 1,629.6,1 1 1 1,1288.4,1 1 1 1,0.89,1 2 2 2,21.5,1 2 2 2
6/10/2015 0:31,5.1,1 1 1 1,3.928,1 1 1 1,259.8,1 2 1 2,21.08,1 1 1 1,1008.711,1 1 1 1,0.91,1 1 1 1,21.06,1 1 1 1,378.9,1 1 1 1,8.05,1 1 1 1,8.2,1 1 1 1,97,1 1 1 1,8.63,1 1 1 1,0.655,1 1 1 1,-2.57,4 1 1 1,18.1,1 1 1 1,9.39,1 1 1 1,307.6,1 1 1 1,32.92,1 1 1 1,618,1 1 1 1,1163.2,1 1 1 1,0.89,1 2 2 2,21.41,1 2 2 2
6/10/2015 0:46,5,1 1 1 1,4.046,1 1 1 1,262.3,1 2 1 2,21.03,1 1 1 1,1008.733,1 1 1 1,0.91,1 1 1 1,20.97,1 1 1 1,370.9,1 1 1 1,8.06,1 1 1 1,8.41,1 1 1 1,97.5,1 1 1 1,8.69,1 1 1 1,0.625,1 1 1 1,-2.585,4 1 1 1,15.96,1 1 1 1,8.62,1 1 1 1,291.84,1 1 1 1,34.96,1 1 1 1,547.2,1 1 1 1,1060.8,1 1 1 1,0.89,1 2 2 2,21.35,1 2 2 2
6/10/2015 1:01,5.6,1 1 1 1,3.551,1 1 1 1,258.9,1 2 1 2,20.89,1 1 1 1,1008.672,1 1 1 1,0.91,1 1 1 1,20.9,1 1 1 1,364.1,1 1 1 1,8.07,1 1 1 1,8.45,1 1 1 1,97.8,1 1 1 1,8.72,1 1 1 1,0.584,1 1 1 1,-2.61,4 1 1 1,14.1,1 1 1 1,8.56,1 1 1 1,274.16,1 1 1 1,20.88,1 1 1 1,488.68,1 1 1 1,972,1 1 1 1,0.89,1 2 2 2,21.27,1 2 2 2
6/10/2015 1:16,3.9,1 1 1 1,2.789,1 1 1 1,251.2,1 2 1 2,20.69,1 1 1 1,1008.759,1 1 1 1,0.91,1 1 1 1,20.83,1 1 1 1,358.7,1 1 1 1,8.08,1 1 1 1,8.57,1 1 1 1,98.1,1 1 1 1,8.77,1 1 1 1,0.51,1 1 1 1,-2.624,4 1 1 1,12.6,1 1 1 1,9.2,1 1 1 1,267.36,1 1 1 1,28.8,1 1 1 1,476.2,1 1 1 1,910,1 1 1 1,0.89,1 2 2 2,21.2,1 2 2 2
6/10/2015 1:31,3.7,1 1 1 1,3.106,1 1 1 1,252.5,1 2 1 2,20.62,1 1 1 1,1008.887,1 1 1 1,0.91,1 1 1 1,20.77,1 1 1 1,355.4,1 1 1 1,8.09,1 1 1 1,8.54,1 1 1 1,98.3,1 1 1 1,8.79,1 1 1 1,0.504,1 1 1 1,-2.582,4 1 1 1,11.62,1 1 1 1,8.96,1 1 1 1,254.16,1 1 1 1,27.68,1 1 1 1,455.24,1 1 1 1,866.4,1 1 1 1,0.89,1 2 2 2,21.16,1 2 2 2
6/10/2015 1:46,3.1,1 1 1 1,2.399,1 1 1 1,233.6,1 2 1 2,20.49,1 1 1 1,1008.932,1 1 1 1,0.91,1 1 1 1,20.72,1 1 1 1,353.1,1 1 1 1,8.1,1 1 1 1,8.71,1 1 1 1,98.4,1 1 1 1,8.82,1 1 1 1,0.49,1 1 1 1,-2.595,4 1 1 1,10.89,1 1 1 1,8.45,1 1 1 1,259.8,1 1 1 1,16.16,1 1 1 1,517.44,1 1 1 1,832.4,1 1 1 1,0.89,1 2 2 2,21.13,1 2 2 2
6/10/2015 2:01,3,1 1 1 1,2.511,1 1 1 1,224.3,1 2 1 2,20.42,1 1 1 1,1009.047,1 1 1 1,0.91,1 1 1 1,20.69,1 1 1 1,351.4,1 1 1 1,8.1,1 1 1 1,8.77,1 1 1 1,98.6,1 1 1 1,8.83,1 1 1 1,0.492,1 1 1 1,-2.632,4 1 1 1,10.25,1 1 1 1,8.65,1 1 1 1,245.2,1 1 1 1,26.08,1 1 1 1,417.6,1 1 1 1,804,1 1 1 1,0.96,1 2 2 2,21.09,1 2 2 2
6/10/2015 2:16,3.7,1 1 1 1,2.692,1 1 1 1,224.3,1 2 1 2,20.38,1 1 1 1,1009.274,1 1 1 1,0.91,1 1 1 1,20.66,1 1 1 1,350.2,1 1 1 1,8.11,1 1 1 1,8.73,1 1 1 1,98.7,1 1 1 1,8.85,1 1 1 1,0.472,1 1 1 1,-2.626,4 1 1 1,9.83,1 1 1 1,9.83,1 1 1 1,253.28,1 1 1 1,34.92,1 1 1 1,451.2,1 1 1 1,788,1 1 1 1,0.89,1 2 2 2,21.05,1 2 2 2
6/10/2015 2:31,4,1 1 1 1,2.97,1 1 1 1,223.5,1 2 1 2,20.23,1 1 1 1,1009.369,1 1 1 1,0.91,1 1 1 1,20.61,1 1 1 1,349.9,1 1 1 1,8.12,1 1 1 1,8.79,1 1 1 1,98.8,1 1 1 1,8.86,1 1 1 1,0.478,1 1 1 1,-2.612,4 1 1 1,9.57,1 1 1 1,8.93,1 1 1 1,245.04,1 1 1 1,14.32,1 1 1 1,448,1 1 1 1,781.6,1 1 1 1,0.89,1 2 2 2,21.01,1 2 2 2
6/10/2015 2:46,4.1,1 1 1 1,2.96,1 1 1 1,221.6,1 2 1 2,20.17,1 1 1 1,1009.427,1 1 3 1,0.912,1 1 1 1,20.58,1 1 1 1,350.4,1 1 1 1,8.12,1 1 4 1,8.89,1 1 1 1,98.7,1 1 1 1,8.87,1 1 1 1,0.473,1 1 1 1,-2.624,4 1 1 1,9.52,1 1 1 1,8.13,1 1 1 1,246.16,1 1 1 1,30.4,1 1 1 1,496.4,1 1 1 1,784,1 1 1 1,0.89,1 2 2 2,20.99,1 2 2 2
6/10/2015 3:01,4.3,1 1 1 1,3.452,1 1 1 1,231.8,1 2 1 2,20.14,1 1 1 1,1009.392,1 1 3 1,0.918,1 1 1 1,20.55,1 1 1 1,351.1,1 1 1 1,8.12,1 1 4 1,9.07,1 1 1 1,98.8,1 1 1 1,8.88,1 1 1 1,0.456,1 1 1 1,-2.597,4 1 1 1,9.52,1 1 1 1,9.14,1 1 1 1,258.72,1 1 1 1,16.36,1 1 1 1,447.8,1 1 1 1,785.2,1 1 1 1,0.89,1 2 2 2,20.96,1 2 2 2
6/10/2015 3:16,4.1,1 1 1 1,3.4,1 1 1 1,230.1,1 2 1 2,20.03,1 1 1 1,1009.4,1 1 3 1,0.92,1 1 1 1,20.54,1 1 1 1,351.6,1 1 1 1,8.12,1 1 4 1,9.21,1 1 1 1,98.8,1 1 1 1,8.88,1 1 1 1,0.452,1 1 1 1,-2.602,4 1 1 1,9.55,1 1 1 1,9.11,1 1 1 1,248.52,1 1 1 1,25.6,1 1 1 1,422.24,1 1 1 1,787.6,1 1 1 1,0.89,1 2 2 2,20.95,1 2 2 2
6/10/2015 3:31,4.4,1 1 1 1,3.212,1 1 1 1,229.7,1 2 1 2,19.88,1 1 1 1,1009.452,1 1 1 1,0.92,1 1 1 1,20.53,1 1 1 1,352.4,1 1 1 1,8.12,1 1 4 1,9.13,1 1 1 1,98.8,1 1 1 1,8.89,1 1 1 1,0.456,1 1 1 1,-2.578,4 1 1 1,9.65,1 1 1 1,8.84,1 1 1 1,244.16,1 1 1 1,26.2,1 1 1 1,410.72,1 1 1 1,797.2,1 1 1 1,0.89,1 2 2 2,20.97,1 2 2 2
6/10/2015 3:46,4.7,1 1 1 1,3.763,1 1 1 1,233,1 2 1 2,19.8,1 1 1 1,1009.324,1 1 1 1,0.92,1 1 1 1,20.55,1 1 1 1,352.8,1 1 1 1,8.12,1 1 4 1,8.69,1 1 1 1,99,1 1 1 1,8.9,1 1 1 1,0.479,1 1 1 1,-2.614,4 1 1 1,9.84,1 1 1 1,9.1,1 1 1 1,251,1 1 1 1,35.52,1 1 1 1,451.36,1 1 1 1,809.6,1 1 1 1,0.89,1 2 2 2,20.96,1 2 2 2
6/10/2015 4:01,4.9,1 1 1 1,3.84,1 1 1 1,227.2,1 2 1 2,19.68,1 1 1 1,1009.439,1 1 1 1,0.92,1 1 1 1,20.53,1 1 1 1,353.9,1 1 1 1,8.12,1 1 1 1,8.81,1 1 1 1,99,1 1 1 1,8.9,1 1 1 1,0.513,1 1 1 1,-2.583,4 1 1 1,10.08,1 1 1 1,8.43,1 1 1 1,256.16,1 1 1 1,31.04,1 1 1 1,496.12,1 1 1 1,820,1 1 1 1,0.89,1 2 2 2,20.94,1 2 2 2
6/10/2015 4:16,6.5,1 1 1 1,4.374,1 1 1 1,223.9,1 2 1 2,19.58,1 1 1 1,1009.576,1 1 1 1,0.92,1 1 1 1,20.51,1 1 1 1,354.7,1 1 1 1,8.12,1 1 4 1,8.86,1 1 1 1,98.9,1 1 1 1,8.9,1 1 1 1,0.52,1 1 1 1,-2.622,4 1 1 1,10.19,1 1 1 1,9.95,1 1 1 1,263.36,1 1 1 1,18.16,1 1 1 1,442.48,1 1 1 1,827.2,1 1 1 1,0.89,1 2 2 2,20.92,1 2 2 2
6/10/2015 4:31,6,1 1 1 1,4.528,1 1 1 1,223,1 2 1 2,19.51,1 1 1 1,1009.609,1 1 1 1,0.92,1 1 1 1,20.49,1 1 1 1,355.5,1 1 1 1,8.12,1 1 4 1,9.23,1 1 1 1,98.9,1 1 1 1,8.89,1 1 1 1,0.508,1 1 1 1,-2.604,4 1 1 1,10.33,1 1 1 1,9.75,1 1 1 1,266.6,1 1 1 1,36.48,1 1 1 1,491.16,1 1 1 1,833.6,1 1 1 1,0.89,1 2 2 2,20.9,1 2 2 2
6/10/2015 4:46,5,1 1 1 1,3.826,1 1 1 1,212.6,1 2 1 2,19.33,1 1 1 1,1009.73,1 1 1 1,0.92,1 1 1 1,20.47,1 1 1 1,356.1,1 1 1 1,8.12,1 1 4 1,9.31,1 1 1 1,98.8,1 1 1 1,8.89,1 1 1 1,0.51,1 1 1 1,-2.559,4 1 1 1,10.42,1 1 1 1,9.75,1 1 1 1,266.8,1 1 1 1,22.08,1 1 1 1,471.76,1 1 1 1,833.6,1 1 1 1,0.81,1 2 2 2,20.88,1 2 2 2
6/10/2015 5:01,4.9,1 1 3 1,3.823,1 1 1 1,208.8,1 2 1 2,19.29,1 1 1 1,1009.616,1 1 1 1,0.92,1 1 1 1,20.45,1 1 1 1,356.3,1 1 1 1,8.12,1 1 4 1,9.44,1 1 1 1,98.7,1 1 1 1,8.89,1 1 1 1,0.517,1 1 1 1,-2.616,4 1 1 1,10.48,1 1 1 1,9.76,1 1 1 1,264.36,1 1 1 1,37.96,1 1 1 1,432.92,1 1 1 1,838.4,1 1 1 1,0.89,1 2 2 2,20.87,1 2 2 2
6/10/2015 5:16,4.9,1 1 3 1,3.496,1 1 1 1,206.3,1 2 1 2,19.2,1 1 1 1,1009.547,1 1 1 1,0.92,1 1 1 1,20.43,1 1 1 1,356.4,1 1 1 1,8.12,1 1 4 1,9.73,1 1 1 1,98.6,1 1 1 1,8.88,1 1 1 1,0.503,1 1 1 1,-2.626,4 1 1 1,10.52,1 1 1 1,9.47,1 1 1 1,270.92,1 1 1 1,27.96,1 1 1 1,477.28,1 1 1 1,840.4,1 1 1 1,0.89,1 2 2 2,20.84,1 2 2 2
6/10/2015 5:31,5,1 1 3 1,3.837,1 1 1 1,209.9,1 2 1 2,19.22,1 1 1 1,1009.548,1 1 3 1,0.92,1 1 1 1,20.42,1 1 1 1,356.3,1 1 1 1,8.12,1 1 4 1,9.7,1 1 1 1,98.6,1 1 1 1,8.89,1 1 1 1,0.481,1 1 1 1,-2.64,4 1 1 1,10.5,1 1 1 1,9.17,1 1 1 1,262.64,1 1 1 1,32.16,1 1 1 1,431.32,1 1 1 1,837.6,1 1 1 1,0.89,1 2 2 2,20.83,1 2 2 2
6/10/2015 5:46,7.9,1 1 1 1,4.749,1 1 1 1,203.8,1 2 1 2,19.02,1 1 1 1,1009.543,1 1 3 1,0.92,1 1 1 1,20.4,1 1 1 1,356,1 1 1 1,8.12,1 1 4 1,9.74,1 1 1 1,98.6,1 1 1 1,8.89,1 1 1 1,0.476,1 1 1 1,-2.607,4 1 1 1,10.46,1 1 1 1,10.55,1 1 1 1,270.2,1 1 1 1,39.44,1 1 1 1,420.72,1 1 1 1,838.4,1 1 1 1,0.89,1 2 2 2,20.81,1 2 2 2
6/10/2015 6:01,8.2,1 1 1 1,5.44,1 1 1 1,209.1,1 2 1 2,18.68,1 1 1 1,1009.586,1 1 3 1,0.92,1 1 1 1,20.38,1 1 1 1,355.9,1 1 1 1,8.12,1 1 4 1,9.65,1 1 1 1,98.5,1 1 1 1,8.88,1 1 1 1,0.488,1 1 1 1,-2.575,4 1 1 1,10.47,1 1 1 1,10.38,1 1 1 1,270.64,1 1 1 1,35.6,1 1 1 1,407.84,1 1 1 1,839.2,1 1 1 1,0.89,1 2 2 2,20.79,1 2 2 2
6/10/2015 6:16,6.8,1 1 1 1,4.686,1 1 1 1,210.8,1 2 1 2,18.42,1 1 1 1,1009.274,1 1 1 1,0.92,1 1 1 1,20.37,1 1 1 1,355.9,1 1 1 1,8.12,1 1 4 1,9.9,1 1 1 1,98.4,1 1 1 1,8.87,1 1 1 1,0.486,1 1 1 1,-2.607,4 1 1 1,10.49,1 1 1 1,9.86,1 1 1 1,274.44,1 1 1 1,20.12,1 1 1 1,464.88,1 1 1 1,843.6,1 1 1 1,0.89,1 2 2 2,20.78,1 2 2 2
6/10/2015 6:31,7.9,1 1 1 1,4.811,1 1 1 1,207.5,1 2 1 2,18.41,1 1 1 1,1009.109,1 1 1 1,0.92,1 1 1 1,20.35,1 1 1 1,356,1 1 1 1,8.12,1 1 4 1,9.85,1 1 1 1,98.4,1 1 1 1,8.88,1 1 1 1,0.478,1 1 1 1,-2.592,4 1 1 1,10.55,1 1 1 1,9.84,1 1 1 1,268.52,1 1 1 1,24.12,1 1 1 1,431.92,1 1 1 1,845.2,1 1 1 1,0.89,1 2 2 2,20.77,1 2 2 2
6/10/2015 6:46,8.6,1 1 1 1,5.794,1 1 1 1,204.3,1 2 1 2,18.29,1 1 1 1,1009.054,1 1 1 1,0.92,1 1 1 1,20.34,1 1 1 1,355.9,1 1 1 1,8.12,1 1 4 1,9.7,1 1 1 1,98.3,1 1 1 1,8.87,1 1 1 1,0.496,1 1 1 1,-2.618,4 1 1 1,10.56,1 1 1 1,9.78,1 1 1 1,271.52,1 1 1 1,31.12,1 1 1 1,446.2,1 1 1 1,838.8,1 1 1 1,0.89,1 2 2 2,20.76,1 2 2 2
6/10/2015 7:01,8.9,1 1 1 1,6.557,1 1 1 1,199.5,1 2 1 2,18.17,1 1 1 1,1008.952,1 1 1 1,0.918,1 1 1 1,20.33,1 1 1 1,355.6,1 1 1 1,8.12,1 1 4 1,9.83,1 1 1 1,98.1,1 1 1 1,8.86,1 1 1 1,0.519,1 1 1 1,-2.584,4 1 1 1,10.51,1 1 1 1,10.3,1 1 1 1,261.72,1 1 1 1,38.12,1 1 1 1,426.2,1 1 1 1,841.2,1 1 1 1,0.89,1 2 2 2,20.74,1 2 2 2
6/10/2015 7:16,9,1 1 1 1,7.209,1 1 1 1,199.5,1 2 1 2,18.15,1 1 1 1,1008.87,1 1 1 1,0.913,1 1 1 1,20.3,1 1 1 1,355.4,1 1 1 1,8.12,1 1 4 1,9.89,1 1 1 1,98.1,1 1 1 1,8.86,1 1 1 1,0.496,1 1 1 1,-2.616,4 1 1 1,10.49,1 1 1 1,10.49,1 1 1 1,274.48,1 1 1 1,38.8,1 1 1 1,439.52,1 1 1 1,838,1 1 1 1,0.89,1 2 2 2,20.72,1 2 2 2
6/10/2015 7:31,10.1,1 1 1 1,7.86,1 1 1 1,208,1 2 1 2,18.23,1 1 1 1,1008.762,1 1 1 1,0.918,1 1 1 1,20.29,1 1 1 1,355,1 1 1 1,8.12,1 1 4 1,9.98,1 1 1 1,97.9,1 1 1 1,8.84,1 1 1 1,0.491,1 1 1 1,-2.607,4 1 1 1,10.42,1 1 1 1,9.95,1 1 1 1,264.72,1 1 1 1,40.76,1 1 1 1,448.32,1 1 1 1,835.2,1 1 1 1,0.89,1 2 2 2,20.7,1 2 2 2
6/10/2015 7:46,11.3,1 1 1 1,8,1 1 1 1,210.7,1 2 1 2,18.3,1 1 1 1,1008.66,1 1 1 1,0.917,1 1 1 1,20.27,1 1 1 1,354.7,1 1 1 1,8.11,1 1 1 1,10.17,1 1 1 1,97.6,1 1 1 1,8.82,1 1 1 1,0.518,1 1 1 1,-2.596,4 1 1 1,10.39,1 1 1 1,11.5,1 1 1 1,276.32,1 1 1 1,42.04,1 1 1 1,450.24,1 1 1 1,829.6,1 1 1 1,0.89,1 2 2 2,20.66,1 2 2 2
6/10/2015 8:01,10.6,1 1 1 1,7.584,1 1 1 1,210.4,1 2 1 2,18.4,1 1 1 1,1008.48,1 1 1 1,0.911,1 1 1 1,20.24,1 1 1 1,354.3,1 1 1 1,8.11,1 1 3 1,10.11,1 1 1 1,97.4,1 1 1 1,8.81,1 1 1 1,0.517,1 1 1 1,-2.562,4 1 1 1,10.31,1 1 1 1,10.59,1 1 1 1,271.36,1 1 1 1,33.44,1 1 1 1,440.48,1 1 1 1,825.6,1 1 1 1,0.89,1 2 2 2,20.65,1 2 2 2
6/10/2015 8:16,12.3,1 1 1 1,8.13,1 1 1 1,210,1 2 1 2,18.5,1 1 1 1,1008.248,1 1 1 1,0.91,1 1 1 1,20.21,1 1 1 1,354.1,1 1 1 1,8.11,1 1 3 1,10.22,1 1 1 1,97.2,1 1 1 1,8.79,1 1 1 1,0.518,1 1 1 1,-2.556,4 1 1 1,10.24,1 1 1 1,10.38,1 1 1 1,275.28,1 1 1 1,38.52,1 1 1 1,465.12,1 1 1 1,825.6,1 1 1 1,0.89,1 2 2 2,20.63,1 2 2 2
6/10/2015 8:31,10.8,1 1 1 1,8.24,1 1 1 1,202.7,1 2 1 2,18.54,1 1 1 1,1008.129,1 1 1 1,0.91,1 1 1 1,20.2,1 1 1 1,353.9,1 1 1 1,8.11,1 1 3 1,10.22,1 1 1 1,96.9,1 1 1 1,8.77,1 1 1 1,0.539,1 1 1 1,-2.576,4 1 1 1,10.19,1 1 1 1,10.2,1 1 1 1,277.8,1 1 1 1,38.6,1 1 1 1,526.8,1 1 1 1,822.8,1 1 1 1,0.89,1 2 2 2,20.61,1 2 2 2
6/10/2015 8:46,13.6,1 1 1 1,8.88,1 1 1 1,206.5,1 2 1 2,18.57,1 1 1 1,1007.927,1 1 1 1,0.907,1 1 1 1,20.19,1 1 1 1,353.9,1 1 1 1,8.1,1 1 1 1,10.11,1 1 1 1,96.8,1 1 1 1,8.76,1 1 1 1,0.54,1 1 1 1,-2.552,4 1 1 1,10.19,1 1 1 1,9.77,1 1 1 1,276.96,1 1 1 1,31.76,1 1 1 1,470.8,1 1 1 1,824.4,1 1 1 1,0.96,1 2 2 2,20.61,1 2 2 2
6/10/2015 9:01,10.3,1 1 1 1,7.484,1 1 1 1,203,1 2 1 2,18.68,1 1 1 1,1007.837,1 1 1 1,0.9,1 1 1 1,20.18,1 1 1 1,353.9,1 1 1 1,8.11,1 1 1 1,10.13,1 1 1 1,96.8,1 1 1 1,8.75,1 1 1 1,0.52,1 1 1 1,-2.56,4 1 1 1,10.18,1 1 1 1,11.03,1 1 1 1,282.16,1 1 1 1,35.36,1 1 1 1,495.52,1 1 1 1,822.4,1 1 1 1,0.89,1 2 2 2,20.59,1 2 2 2
6/10/2015 9:16,10.1,1 1 1 1,7.656,1 1 1 1,199,1 2 1 2,18.78,1 1 1 1,1007.742,1 1 1 1,0.9,1 1 1 1,20.16,1 1 1 1,353.8,1 1 1 1,8.1,1 1 1 1,10.06,1 1 1 1,96.5,1 1 1 1,8.73,1 1 1 1,0.525,1 1 1 1,-2.589,4 1 1 1,10.14,1 1 1 1,10.98,1 1 1 1,271.68,1 1 1 1,32.24,1 1 1 1,489.2,1 1 1 1,821.6,1 1 1 1,0.89,1 2 2 2,20.58,1 2 2 2
6/10/2015 9:31,11.7,1 1 1 1,7.297,1 1 1 1,202.5,1 2 1 2,18.85,1 1 1 1,1007.78,1 1 1 1,0.901,1 1 1 1,20.14,1 1 1 1,353.6,1 1 1 1,8.1,1 1 1 1,10.02,1 1 1 1,96.1,1 1 1 1,8.71,1 1 1 1,0.515,1 1 1 1,-2.566,4 1 1 1,10.1,1 1 1 1,10.43,1 1 1 1,278.32,1 1 1 1,26,1 1 1 1,484.84,1 1 1 1,815.6,1 1 1 1,0.89,1 2 2 2,20.55,1 2 2 2
6/10/2015 9:46,10.7,1 1 1 1,7.316,1 1 1 1,203.4,1 2 1 2,18.9,1 1 1 1,1007.837,1 1 3 1,0.902,1 1 1 1,20.11,1 1 1 1,353.3,1 1 1 1,8.09,1 1 1 1,10.14,1 1 1 1,95.6,1 1 1 1,8.67,1 1 1 1,0.547,1 1 1 1,-2.564,4 1 1 1,10.04,1 1 1 1,11.02,1 1 1 1,285.16,1 1 1 1,44.2,1 1 1 1,476.32,1 1 1 1,812.8,1 1 1 1,0.89,1 2 2 2,20.53,1 2 2 2
6/10/2015 10:01,8.8,1 1 1 1,7.201,1 1 1 1,205.9,1 2 1 2,18.83,1 1 1 1,1007.808,1 1 3 1,0.9,1 1 1 1,20.1,1 1 1 1,353,1 1 1 1,8.09,1 1 1 1,10.08,1 1 1 1,95.4,1 1 1 1,8.65,1 1 1 1,0.55,1 1 1 1,-2.55,4 1 1 1,10,1 1 1 1,11.24,1 1 1 1,287.64,1 1 1 1,42.08,1 1 1 1,479.44,1 1 1 1,810.4,1 1 1 1,0.89,1 2 2 2,20.51,1 2 2 2
6/10/2015 10:16,9.7,1 1 1 1,6.344,1 1 1 1,203.5,1 2 1 2,18.6,1 1 1 1,1007.813,1 1 3 1,0.9,1 1 1 1,20.08,1 1 1 1,352.7,1 1 1 1,8.09,1 1 1 1,10.06,1 1 1 1,95.2,1 1 1 1,8.63,1 1 1 1,0.55,1 1 1 1,-2.61,4 1 1 1,9.95,1 1 1 1,11.09,1 1 1 1,286.36,1 1 1 1,42.24,1 1 1 1,453.68,1 1 1 1,806.8,1 1 1 1,0.89,1 2 2 2,20.5,1 2 2 2
6/10/2015 10:31,8.3,1 1 1 1,6.118,1 1 1 1,202.7,1 2 1 2,18.48,1 1 1 1,1007.906,1 1 1 1,0.9,1 1 1 1,20.08,1 1 1 1,352.4,1 1 1 1,8.08,1 1 1 1,10.22,1 1 1 1,95,1 1 1 1,8.61,1 1 1 1,0.511,1 1 1 1,-2.585,4 1 1 1,9.89,1 1 1 1,10.95,1 1 1 1,268.68,1 1 1 1,25.04,1 1 1 1,452.48,1 1 1 1,807.2,1 1 1 1,0.89,1 2 2 2,20.49,1 2 2 2
6/10/2015 10:46,9.3,1 1 1 1,6.734,1 1 1 1,207.8,1 2 1 2,18.5,1 1 1 1,1008.01,1 1 1 1,0.903,1 1 1 1,20.07,1 1 1 1,352.1,1 1 1 1,8.08,1 1 1 1,10.44,1 1 1 1,94.7,1 1 1 1,8.59,1 1 1 1,0.511,1 1 3 1,-2.575,4 1 1 1,9.83,1 1 1 1,11.16,1 1 1 1,274.32,1 1 1 1,43.52,1 1 1 1,502.8,1 1 1 1,803.2,1 1 1 1,0.89,1 2 2 2,20.48,1 2 2 2
6/10/2015 11:01,9.7,1 1 1 1,7.65,1 1 1 1,208.6,1 2 1 2,18.67,1 1 1 1,1007.957,1 1 1 1,0.909,1 1 1 1,20.05,1 1 1 1,351.6,1 1 1 1,8.07,1 1 1 1,11.48,1 1 1 1,94.5,1 1 1 1,8.58,1 1 1 1,0.51,1 1 3 1,-2.563,4 1 1 1,9.7,1 1 1 1,13.73,1 1 1 1,275.76,1 1 1 1,41.52,1 1 1 1,479.28,1 1 1 1,783.6,1 1 1 1,0.89,1 2 2 2,20.46,1 2 2 2
