timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,NO3M_suna,NO3M_suna_flags,NO3_suna,NO3_suna_flags
5/3/2018 18:01,12.8,1 1 1 1,9.45,1 1 1 1,209.7,1 2 1 2,16.38,1 1 1 1,992.032,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,161.06,1 1 1 1,2.2559,1 1 1 1
5/3/2018 18:16,11.5,1 1 1 1,8.79,1 1 1 1,212.9,1 2 1 2,16.73,1 1 1 1,991.8296,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,157.3,1 1 1 1,2.2033,1 1 1 1
5/3/2018 19:01,9.5,1 1 1 1,6.701,1 1 1 1,234.2,1 2 1 2,16.73,1 1 1 1,991.9543,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,162.78,1 1 1 1,2.28,1 1 1 1
5/3/2018 19:16,6.4,1 1 1 1,5.167,1 1 1 1,231.9,1 2 1 2,16.28,1 1 1 1,992.0185,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,163.82,1 1 1 1,2.2945,1 1 1 1
5/3/2018 19:31,8.7,1 1 1 1,6.137,1 1 1 1,225.8,1 2 1 2,16.29,1 1 1 1,992.0358,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,163.73,1 1 1 1,2.2933,1 1 1 1
5/3/2018 19:46,7.4,1 1 1 1,6.17,1 1 1 1,228.2,1 2 1 2,16.4,1 1 1 1,991.9185,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,171.4,1 1 1 1,2.4008,1 1 1 1
5/3/2018 20:01,8.1,1 1 1 1,6.6,1 1 1 1,237.8,1 2 1 2,16.75,1 1 1 1,992.074,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,174.41,1 1 1 1,2.4429,1 1 1 1
5/3/2018 20:16,9.2,1 1 1 1,6.828,1 1 1 1,243,1 2 1 2,16.95,1 1 1 1,992.1456,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,172.43,1 1 1 1,2.4152,1 1 1 1
5/3/2018 20:31,9.6,1 1 1 1,6.204,1 1 1 1,242.9,1 2 1 2,16.95,1 1 1 1,992.248,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,175.23,1 1 1 1,2.4545,1 1 1 1
5/3/2018 20:46,8.5,1 1 1 1,6.749,1 1 1 1,245.3,1 2 1 2,17.4,1 1 1 1,992.3568,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,175.2,1 1 1 1,2.454,1 1 1 1
5/3/2018 21:01,10,1 1 1 1,7.549,1 1 1 1,242.4,1 2 1 2,17.29,1 1 1 1,992.516,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,175.23,1 1 1 1,2.4543,1 1 1 1
5/3/2018 21:46,9.5,1 1 1 1,7.363,1 1 1 1,241.3,1 2 1 2,17.29,1 1 1 1,992.7987,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,176.67,1 1 1 1,2.4745,1 1 1 1
5/3/2018 21:46,9.5,1 1 1 1,7.363,1 1 1 1,241.3,1 2 1 2,17.29,1 1 1 1,992.7987,1 1 3 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,176.67,1 1 1 1,2.4745,1 1 1 1
5/3/2018 22:01,7.3,1 1 1 1,5.84,1 1 1 1,243.1,1 2 1 2,17.18,1 1 1 1,992.7493,1 1 3 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,180.46,1 1 1 1,2.5276,1 1 1 1
5/3/2018 22:01,7.3,1 1 1 1,5.84,1 1 3 1,243.1,1 2 1 2,17.18,1 1 1 1,992.7493,1 1 3 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,180.46,1 1 1 1,2.5276,1 1 1 1
5/3/2018 22:16,7.7,1 1 1 1,5.904,1 1 3 1,246,1 2 1 2,17.3,1 1 1 1,992.6173,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,179.18,1 1 1 1,2.5097,1 1 1 1
5/3/2018 22:31,5.5,1 1 1 1,4.207,1 1 1 1,254.8,1 2 1 2,16.79,1 1 1 1,992.8209,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,174.69,1 1 1 1,2.4468,1 1 1 1
5/3/2018 22:46,5,1 1 1 1,3.696,1 1 1 1,248.6,1 2 1 2,16.28,1 1 1 1,992.8765,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,162.92,1 1 1 1,2.282,1 1 1 1
5/3/2018 22:46,5,1 1 1 1,3.696,1 1 1 1,248.6,1 2 1 2,16.28,1 1 3 1,992.8765,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,162.92,1 1 1 1,2.282,1 1 1 1
5/3/2018 23:01,7.1,1 1 1 1,5.116,1 1 1 1,258.9,1 2 1 2,16.31,1 1 3 1,992.9654,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,161.68,1 1 1 1,2.2647,1 1 1 1
5/3/2018 23:16,6.9,1 1 1 1,5.226,1 1 1 1,262.6,1 2 1 2,16.65,1 1 1 1,993.0678,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,164.37,1 1 1 1,2.3023,1 1 1 1
5/3/2018 23:16,6.9,1 1 3 1,5.226,1 1 1 1,262.6,1 2 1 2,16.65,1 1 3 1,993.0678,1 1 4 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,164.37,1 1 1 1,2.3023,1 1 1 1
5/3/2018 23:31,6.9,1 1 3 1,5.059,1 1 1 1,258.5,1 2 1 2,16.62,1 1 3 1,993.074,1 1 4 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,177.18,1 1 1 1,2.4817,1 1 1 1
5/3/2018 23:46,6.8,1 1 1 1,4.194,1 1 1 1,248.4,1 2 1 2,16.14,1 1 1 1,993.0605,1 1 4 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,178.62,1 1 1 1,2.5019,1 1 1 1
5/4/2018 0:01,5.2,1 1 1 1,3.505,1 1 1 1,248.9,1 2 1 2,16.01,1 1 1 1,993.2604,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,180.99,1 1 1 1,2.535,1 1 1 1
5/4/2018 0:16,4.4,1 1 1 1,3.031,1 1 1 1,239.9,1 2 1 2,15.84,1 1 1 1,993.5173,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,180.21,1 1 1 1,2.5242,1 1 1 1
5/4/2018 0:31,3.1,1 1 1 1,1.965,1 1 1 1,225.3,1 2 1 2,15.5,1 1 1 1,993.4777,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,181.24,1 1 1 1,2.5385,1 1 1 1
5/4/2018 0:46,3.1,1 1 1 1,2.201,1 1 1 1,196.9,1 2 1 2,15.44,1 1 1 1,993.353,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,190,1 1 1 1,2.6612,1 1 1 1
5/4/2018 1:01,3.2,1 1 1 1,2.474,1 1 1 1,190.9,1 2 1 2,15.42,1 1 1 1,993.237,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,191.87,1 1 1 1,2.6874,1 1 1 1
5/4/2018 1:16,3.5,1 1 1 1,2.5,1 1 1 1,167.5,1 2 1 2,15.27,1 1 1 1,993.0814,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,194.14,1 1 1 1,2.7192,1 1 1 1
5/4/2018 1:31,3.6,1 1 1 1,2.857,1 1 1 1,170.6,1 2 1 2,15.46,1 1 1 1,992.9283,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,193.87,1 1 1 1,2.7155,1 1 1 1
5/4/2018 1:46,4.1,1 1 1 1,3.407,1 1 1 1,187.6,1 2 1 2,15.65,1 1 1 1,992.9666,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,194.04,1 1 1 1,2.7179,1 1 1 1
5/4/2018 2:01,4.9,1 1 1 1,3.76,1 1 1 1,193,1 2 1 2,15.98,1 1 1 1,992.9839,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,194.17,1 1 1 1,2.7197,1 1 1 1
5/4/2018 2:16,4.5,1 1 1 1,3.458,1 1 1 1,197.2,1 2 1 2,15.99,1 1 1 1,993.0234,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,190.09,1 1 1 1,2.6625,1 1 1 1
5/4/2018 2:31,4.1,1 1 1 1,2.66,1 1 1 1,209.8,1 2 1 2,15.99,1 1 1 1,993.242,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,193.13,1 1 1 1,2.7051,1 1 1 1
5/4/2018 2:46,2.9,1 1 1 1,2.21,1 1 1 1,219.4,1 2 1 2,15.62,1 1 1 1,993.2864,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,190.28,1 1 1 1,2.6653,1 1 1 1
5/4/2018 3:01,4.6,1 1 1 1,3.22,1 1 1 1,204.9,1 2 1 2,15.45,1 1 1 1,993.2,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,187.65,1 1 1 1,2.6283,1 1 1 1
5/4/2018 3:16,5.4,1 1 1 1,4.152,1 1 1 1,191.2,1 2 1 2,15.73,1 1 1 1,992.8209,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,192.34,1 1 1 1,2.6941,1 1 1 1
5/4/2018 3:31,4.9,1 1 1 1,4.036,1 1 1 1,197.4,1 2 1 2,15.65,1 1 1 1,992.5641,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,195.27,1 1 1 1,2.735,1 1 1 1
5/4/2018 3:46,5.7,1 1 1 1,4.653,1 1 1 1,200.1,1 2 1 2,15.74,1 1 1 1,992.4802,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,194.9,1 1 1 1,2.7299,1 1 1 1
5/4/2018 4:01,6.5,1 1 1 1,4.789,1 1 1 1,201.5,1 2 1 2,15.92,1 1 1 1,992.3568,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,194.95,1 1 1 1,2.7306,1 1 1 1
5/4/2018 4:16,4.9,1 1 1 1,3.837,1 1 1 1,201.9,1 2 1 2,15.81,1 1 1 1,992.4036,1 1 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,NAN,NAN NAN 1 1,195.2,1 1 1 1,2.7341,1 1 1 1
