timestamp,wave_height,wave_direction,wave_period,wind_speed,wind_direction,water_temperature,conductivity,specific_conductivity,total_dissolved_solids,ph,ph_mV,oxidation_reduction_potential,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_qsu,turbidity,chlorophylla_rfu,chlorophylla,phycocyanin_rfu,phycocyanin,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,depth,turbidity_c6,phycoerythrin_c6,phycocyanin_c6,chlorophylla_c6,colored_dissolved_organic_matter_c6,depth_c6,water_temperature_c6
UTC,meter,degrees,seconds,meters per second,degrees,degrees Celsius,micorosiemens per centimeter,micorosiemens per centimeter,milligrams per liter,NAN,millivolts,millivolts,RFU,quinine sulfate units,FNU,RFU,micrograms per liter,RFU,micrograms per liter,%,milligrams per liter,meter,NTU,RFU,RFU,RFU,ppb,meter,degrees Celsius
data logger,GLCFS hindcast model,GLCFS hindcast model,GLCFS hindcast model,GLCFS hindcast model,GLCFS hindcast model,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,YSI EXO2,Turner C-6,Turner C-6,Turner C-6,Turner C-6,Turner C-6,Turner C-6,Turner C-6
5/22/2014 22:00,0.0809,59.5299,1.2181,4.1459,267.2912,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3.1325,367.7,21.71,592.2,862.8,3.4475,17.19
5/22/2014 23:00,0.0777,63.6425,1.2024,4.0824,275.8586,17.13425,301.925,355.325,230.75,8.2975,-92.85,228.85,3.95,11.8575,3.0275,0.8175,3.19,-0.49,-0.49,114,10.975,3.6265,3.1175,363.9,10.16,662.6,799,3.43,17.1175
5/23/2014 0:00,0.0755,67.8831,1.1671,4.3341,286.8209,17.06825,296.85,349.85,227.5,8.2875,-92.075,231.35,3.4475,10.3375,2.94,0.8775,3.4225,-0.4875,-0.4875,113.3,10.9225,3.62525,3.01,328.56,9.31,517,761.7,3.43,17.055
5/23/2014 1:00,0.0729,72.8111,1.1745,3.7134,284.4849,17.01325,294.05,347,225.5,8.2725,-91.325,231.6,3.1625,9.4925,3.01,0.79,3.0775,-0.515,-0.515,112.3,10.8425,3.6355,3.3,275.49,8.81,697.7,740.1,3.5,17
5/23/2014 2:00,0.0773,80.0196,1.1724,4.876,287.9918,16.971,298,351.975,228.75,8.2625,-90.925,231.575,3.6675,11,3.0925,0.7975,3.1075,-0.525,-0.525,111.675,10.7875,3.66,3.18,303.81,8.52,545.8,781.1,3.5,16.9575
5/23/2014 3:00,0.0865,84.6369,1.2276,3.9455,272.0662,16.87375,293.8,347.775,226.25,8.2375,-89.35,231,3.3225,9.9725,2.975,0.76,2.9625,-0.53,-0.53,110.2,10.6675,3.68625,3.1075,302.59,7.35,545.4,754.9,3.5,16.8625
5/23/2014 4:00,0.0851,87.2699,1.2615,3.9104,293.9999,16.735,277.325,329.275,213.75,8.23,-89.025,234.95,1.6625,4.99,2.88,0.6275,2.4225,-0.57,-0.57,109.9,10.67,3.71175,2.9575,242.17,6.77,428.2,620.2,3.53,16.7225
5/23/2014 5:00,0.0787,88.5117,1.22,3.4799,278.969,16.573,266.625,317.75,206.75,8.2275,-88.6,234.8,0.73,2.185,2.7425,0.63,2.4375,-0.5875,-0.5875,109.375,10.6575,3.7215,2.915,238.57,5.78,416.8,545.2,3.56,16.565
5/23/2014 6:00,0.0694,87.8469,1.126,3.6093,244.3076,16.50425,263.45,314.525,204.5,8.2175,-88.05,233.55,0.4875,1.46,2.755,0.5125,1.9475,-0.5925,-0.5925,108.325,10.5675,3.70025,2.935,228.26,6.01,309.83,525.7,3.53,16.495
5/23/2014 7:00,0.0711,85.9983,1.1044,4.2682,264.3856,16.418,259.6,310.475,202,8.1925,-86.6,234.725,0.165,0.4875,2.8975,0.445,1.685,-0.6025,-0.6025,107.375,10.4975,3.697,3.09,217.34,5.2,282.34,498.8,3.515,16.41
5/23/2014 8:00,0.0764,89.3969,1.1465,3.8837,297.4582,16.2845,248.475,298.1,194,8.16,-84.9,236.025,-0.8675,-2.595,2.7875,0.3475,1.2875,-0.6125,-0.6125,107.025,10.49,3.726,2.905,203.54,5.37,243.16,416.7,3.545,16.2775
5/23/2014 9:00,0.0829,100.0999,1.2244,4.4195,323.3287,16.1605,240.225,289.05,188,8.1375,-83.675,234.475,-1.46,-4.3775,2.46,0.3075,1.1225,-0.6225,-0.6225,106.525,10.4725,3.6955,2.7575,155.13,4.04,193.16,353.1,3.515,16.1475
5/23/2014 10:00,0.1089,127.024,1.3594,5.1296,350.2687,16.0625,237.1,285.925,185.75,8.135,-83.4,237.15,-1.3725,-4.115,2.345,0.2775,0.9975,-0.64,-0.64,106.175,10.46,3.66825,2.29,152.46,3.42,173.66,334.6,3.515,16.0525
5/23/2014 11:00,0.145,144.694,1.5748,4.2072,351.8024,15.975,234.925,283.9,184.25,8.135,-83.35,236.725,-1.2525,-3.765,2.5075,0.265,0.9475,-0.6425,-0.6425,105.875,10.45,3.6425,2.5225,158.49,3.85,178.6,285.05,3.4475,15.9675
5/23/2014 12:00,0.1608,154.7127,1.6829,4.9433,345.8144,15.9615,234.8,283.75,184.5,8.1375,-83.5,237.1,-1.2425,-3.7225,2.055,0.235,0.8275,-0.6275,-0.6275,105.575,10.4225,3.583,2.2425,144.12,3.63,150.48,271.29,3.43,15.95
5/23/2014 13:00,0.2084,164.7367,1.8458,5.796,343.7219,15.97375,234.275,283.075,184,8.155,-84.5,234.35,-1.155,-3.47,2.1875,0.2525,0.9075,-0.64,-0.64,105.675,10.4275,3.551,2.31,146.24,2.95,135.06,266.3,3.4125,15.965
5/23/2014 14:00,0.236,171.6732,2.035,4.8947,327.1246,15.967,232.35,280.8,182.75,8.1725,-85.375,233.425,-0.9775,-2.9375,2.145,0.25,0.89,-0.6425,-0.6425,105.95,10.46,3.56675,2.25,148.47,4.16,172.98,252.05,3.4125,15.965
5/23/2014 15:00,0.261,175.5703,2.2301,6.2942,315.9202,15.95975,227.45,274.925,178.5,8.175,-85.425,234.375,-0.6075,-1.8275,2.28,0.2825,1.0225,-0.6275,-0.6275,106.7,10.5325,3.60275,2.2625,146.55,2.88,133.73,222.04,3.465,15.9725
5/23/2014 16:00,0.2802,171.9366,2.2891,6.2555,305.6715,16.031,225.675,272.325,177.25,8.1875,-86.55,233.275,-0.415,-1.2475,1.8775,0.2825,1.025,-0.635,-0.635,108.025,10.645,3.6275,1.875,142.41,4.03,132.86,205.44,3.465,16.055
5/23/2014 17:00,0.2782,162.851,2.2524,6.555,303.8445,16.18925,227.85,273.9,178,8.225,-88.4,232.3,-0.41,-1.235,1.47,0.25,0.89,-0.6325,-0.6325,109.5,10.7575,3.6475,1.48,139.32,3.23,127.14,203.9,3.4825,16.2375
5/23/2014 18:00,0.2766,152.6384,2.2119,6.3097,296.9892,16.24075,228.75,274.725,178.5,8.235,-89.075,231.675,-0.4475,-1.34,1.3625,0.2625,0.935,-0.6475,-0.6475,110.3,10.82,3.6955,1.3475,137.12,4.07,131.67,210.48,3.545,16.275
5/23/2014 19:00,0.2654,146.526,2.1598,6.1118,314.1053,16.35175,230.925,276.6,179.75,8.26,-90.525,229,-0.5725,-1.7175,1.2275,0.32,1.1775,-0.6375,-0.6375,111.1,10.8775,3.72575,1.2925,140.69,4.27,141.64,220.94,3.545,16.415
5/23/2014 20:00,0.2673,144.2042,2.1231,6.4289,314.8296,16.396,232.975,278.775,181.25,8.2325,-88.8,232.3,-0.68,-2.0375,1.2775,0.375,1.3925,-0.6125,-0.6125,110.4,10.8,3.74125,1.4275,171.93,4.22,240.16,234.11,3.5775,16.485
5/23/2014 21:00,0.2601,143.9287,2.1073,5.5075,313.0809,16.32625,233.5,279.875,181.75,8.1825,-86.2,235.2,-0.85,-2.5525,1.4275,0.43,1.6175,-0.6,-0.6,108.4,10.6175,3.7465,1.66,207.89,5.35,242.71,241.7,3.5775,16.4025
5/23/2014 22:00,0.2282,145.5951,2.0256,5.3484,321.746,16.49525,237.55,283.625,184.5,8.25,-89.775,233.35,-1.075,-3.2225,1.4675,0.6,2.3075,-0.555,-0.555,110.525,10.7875,3.72575,1.7025,246.43,8.26,353.93,267.76,3.53,16.6675
5/23/2014 23:00,0.1867,148.4794,1.8819,4.149,308.3593,16.4655,237.425,283.625,184.25,8.1775,-85.975,237.25,-1.0825,-3.2525,1.54,0.6075,2.345,-0.5425,-0.5425,108.575,10.605,3.726,1.735,238.01,6.94,463.14,274.4,3.515,16.7475
5/24/2014 0:00,0.1467,152.6193,1.7168,4.3763,314.7734,16.414,235.725,281.975,183.25,8.1675,-85.175,233.675,-1.0225,-3.06,1.3875,0.55,2.1075,-0.5675,-0.5675,107.525,10.515,3.7325,1.5525,226.93,7.87,454.59,259.36,3.56,16.5525
5/24/2014 1:00,0.1144,157.2438,1.5028,3.3613,303.4186,16.401,236.725,283.225,184.25,8.1075,-82,234.725,-1.0975,-3.3,1.3425,0.46,1.75,-0.575,-0.575,105.825,10.3475,3.7215,1.4375,210.94,6.4,315.69,263.26,3.545,16.45
5/24/2014 2:00,0.0935,159.9303,1.435,3.3457,292.9058,17.21875,249.775,293.35,190.75,8.4475,-101.25,221.8,-1.3775,-4.1275,1.5475,0.7975,3.1075,-0.535,-0.535,117.475,11.2975,3.71,1.62,256.98,8.74,537.8,309.42,3.515,17.2475
5/24/2014 3:00,0.0855,152.3705,1.2558,4.7411,298.8327,17.09325,247.7,291.775,189.75,8.3525,-95.9,226.1,-1.43,-4.285,1.6,0.7175,2.7875,-0.5475,-0.5475,113.95,10.9875,3.705,1.58,239.15,7.29,517.7,302.07,3.515,17.16
5/24/2014 4:00,0.128,144.4006,1.4427,5.4045,320.9512,17.0915,248.025,292.15,190,8.3325,-94.775,222.6,-1.4325,-4.3,1.625,0.715,2.7725,-0.5325,-0.5325,114.3,11.0175,3.699,1.6775,253.58,7.43,554.2,302.22,3.5,17.125
5/24/2014 5:00,0.1417,144.6866,1.5833,3.8517,10.4429,17.14325,247.975,291.75,189.75,8.3675,-96.825,218.2,-1.43,-4.28,1.5575,0.6625,2.5675,-0.55,-0.55,114.75,11.0475,3.68025,1.5325,215.47,6.19,471.2,298.86,3.5,17.1925
5/24/2014 6:00,0.1261,148.0061,1.6481,3.5692,1.8737,17.1115,246.95,290.725,188.75,8.34,-95.175,223.45,-1.4225,-4.27,1.475,0.6075,2.3375,-0.585,-0.585,113.85,10.9675,3.6655,1.57,203.82,5.21,399.6,289.98,3.5,17.1425
5/24/2014 7:00,0.1047,157.8215,1.3934,3.5114,10.1519,16.805,243.75,288.975,188,8.2275,-88.975,235.625,-1.39,-4.1725,1.765,0.615,2.3675,-0.5625,-0.5625,110.9,10.7525,3.699,1.66,201.84,6.4,449.7,289.86,3.5,16.9625
5/24/2014 8:00,0.1051,166.4553,1.3718,3.3649,353.0023,16.75,243.225,288.725,187.75,8.2175,-88.125,235.375,-1.4,-4.2,1.8,0.66,2.56,-0.5725,-0.5725,109.975,10.6775,3.72225,1.615,211.85,6.05,530.6,285.06,3.545,17.0075
5/24/2014 9:00,0.12,171.6945,1.4512,3.5777,337.0683,16.438,240.125,287.075,186.5,8.0975,-81.375,239.625,-1.315,-3.9425,2.4925,0.49,1.86,-0.58,-0.58,105.1,10.27,3.69475,2.095,213.29,5.73,436.6,285.03,3.53,16.86
5/24/2014 10:00,0.1463,173.7635,1.5859,4.2241,329.3278,16.87675,244.9,289.875,188.5,8.2875,-92.275,226.55,-1.41,-4.225,1.625,0.4925,1.8775,-0.595,-0.595,111.175,10.7625,3.69725,1.6075,196.9,5.38,423.8,291.17,3.5,16.895
5/24/2014 11:00,0.1786,176.343,1.8008,4.2347,314.4844,16.89,245.6,290.625,189,8.305,-93.325,230.525,-1.4325,-4.2975,1.595,0.5225,1.9925,-0.6,-0.6,111.85,10.8275,3.737,1.5975,213.78,5.99,359.82,294.93,3.56,16.8975
5/24/2014 12:00,0.2327,162.9477,1.9901,6.9749,316.8396,16.874,245.75,290.9,189,8.295,-92.7,223.25,-1.4425,-4.33,1.6975,0.4975,1.905,-0.5925,-0.5925,112,10.8475,3.745,1.7375,252.88,7.22,306.8,298.06,3.56,16.885
5/24/2014 13:00,0.3613,155.8983,2.3993,6.685,328.2047,16.82375,245.35,290.8,189,8.28,-91.825,232.325,-1.45,-4.355,1.8525,0.4575,1.7325,-0.595,-0.595,111.2,10.7775,3.7225,1.725,219.39,6.76,279.89,302.41,3.53,16.8925
5/24/2014 14:00,0.3734,157.3108,2.4881,5.9076,328.3803,16.8955,246.575,291.7,189.25,8.325,-94.3,228.1,-1.4525,-4.35,1.635,0.5,1.91,-0.5975,-0.5975,112.825,10.92,3.7035,1.7175,224.83,6.51,283.67,304.66,3.515,16.93
5/24/2014 15:00,0.3232,161.6473,2.3513,5.5974,328.7475,16.9265,247.2,292.275,190,8.3275,-94.575,227.65,-1.45,-4.3425,1.4925,0.4875,1.865,-0.585,-0.585,113.325,10.96,3.6825,1.5525,218.8,7.52,299.37,306.68,3.5,16.9575
5/24/2014 16:00,0.2637,166.4653,2.1806,4.5757,327.978,16.96725,248.025,293,190.5,8.3475,-95.475,221.3,-1.42,-4.2575,1.4475,0.515,1.9625,-0.5925,-0.5925,114.075,11.03,3.65975,1.525,203.33,7.24,261.61,310.82,3.5,16.9825
5/24/2014 17:00,0.2082,170.3233,2.0063,4.5322,319.3371,17.02325,249.25,294.1,191.25,8.41,-99.05,227.425,-1.32,-3.965,1.5,0.6175,2.3775,-0.56,-0.56,117.325,11.325,3.65775,1.5575,244.16,8.13,303.53,320.46,3.4475,17.0375
5/24/2014 18:00,0.1652,173.0689,1.7956,4.6314,342.977,17.04225,250.85,295.775,192.25,8.4475,-101.175,232.875,-1.1725,-3.5275,1.49,0.635,2.455,-0.545,-0.545,119.575,11.535,3.676,1.495,226.25,7.34,312.2,336.37,3.4975,17.0625
5/24/2014 19:00,0.1404,174.2827,1.6081,4.3289,319.907,17.06975,253.1,298.275,194,8.5,-104.2,235.5,-0.9575,-2.8675,1.4925,0.6775,2.6175,-0.54,-0.54,122.3,11.7925,3.70725,1.5225,242.92,7.85,300.92,350.51,3.515,17.1
5/24/2014 20:00,0.134,174.1515,1.6428,4.2407,312.4442,17.05825,255.775,301.525,196,8.51,-104.7,237.7,-0.6775,-2.0275,1.4225,0.7275,2.8275,-0.5325,-0.5325,123.225,11.8825,3.73575,1.495,253.83,8.38,404.65,377.23,3.545,17.0675
5/24/2014 21:00,0.1282,174.3192,1.5962,4.2038,332.3255,17.06025,256.725,302.65,197,8.475,-102.725,235.9,-0.6,-1.795,1.445,0.6225,2.4,-0.5575,-0.5575,121.975,11.7625,3.73125,1.4525,231.16,7.96,315.84,382.8,3.545,17.1075
5/24/2014 22:00,0.1184,174.9412,1.5193,3.6018,342.3612,17.12575,257.475,303.025,197,8.525,-105.65,235.65,-0.495,-1.4825,1.42,0.705,2.7375,-0.55,-0.55,123.725,11.9225,3.74325,1.4775,230.54,6.39,321.76,386.91,3.545,17.165
5/24/2014 23:00,0.1088,174.2617,1.431,4.3144,0.4383,17.13775,256.5,301.825,196,8.5375,-106.3,235.725,-0.545,-1.6425,1.56,0.7475,2.9175,-0.535,-0.535,124.75,12.0125,3.7545,1.6175,251.68,7.9,412.03,383.44,3.56,17.175
5/25/2014 0:00,0.1058,174.6506,1.3813,4.4543,16.5088,17.10925,255.3,300.6,195.25,8.545,-106.8,235.35,-0.4775,-1.435,1.655,0.8475,3.3,-0.52,-0.52,124.65,12.0125,3.72925,1.68,268.36,8.21,534.43,389.6,3.545,17.2175
5/25/2014 1:00,0.1025,181.2747,1.5137,4.0169,92.9008,17.091,257.225,302.975,196.75,8.535,-106.175,235.25,-0.3475,-1.0425,1.725,0.8375,3.2725,-0.5175,-0.5175,124.25,11.9775,3.69725,1.66,286.96,7.79,592.8,401.25,3.515,17.15
5/25/2014 2:00,0.0702,223.1633,1.2514,3.6368,118.7983,17.0485,258.4,304.675,198,8.55,-107.125,237.175,-0.2225,-0.665,1.8275,0.825,3.23,-0.52,-0.52,125.35,12.09,3.67925,2.005,301.37,8.4,546.3,411.32,3.5,17.0975
5/25/2014 3:00,0.0707,252.6662,1.211,3.2166,131.3221,17.0395,258.05,304.3,198,8.575,-108.375,238.5,-0.2325,-0.695,1.755,0.755,2.9475,-0.555,-0.555,125.675,12.125,3.65925,1.985,276.68,7.63,604,412.93,3.4825,17.105
5/25/2014 4:00,0.0741,268.1837,1.3339,2.8161,176.2258,16.95725,254.775,301.025,195.75,8.56,-107.425,240.25,-0.49,-1.4625,1.8675,0.7725,3.0025,-0.5275,-0.5275,123.875,11.9725,3.6715,1.88,247.11,7.36,481.7,392.46,3.4825,16.9875
5/25/2014 5:00,0.0628,284.8631,1.2276,2.2756,194.0173,16.7485,252.275,299.425,194.75,8.255,-90.325,245.025,-0.655,-1.9675,3.32,0.6975,2.7075,-0.54,-0.54,112.6,10.935,3.68525,2.64,298.32,8.75,489.8,375.76,3.5,16.8425
5/25/2014 6:00,0.0531,291.3373,1.1287,2.8379,230.6961,16.76075,252,299.075,194.25,8.3,-92.95,245.2,-0.7,-2.095,3.4875,0.635,2.445,-0.56,-0.56,112.5,10.9225,3.703,3.365,244.11,7.65,660.5,379.16,3.53,16.7925
5/25/2014 7:00,0.0216,53.5737,0.5915,3.0111,291.8979,16.72325,251.55,298.75,194,8.3,-92.85,246.575,-0.6975,-2.09,3.555,0.6475,2.505,-0.5425,-0.5425,113.075,10.9875,3.7215,3.0425,248.41,7.89,497.8,383.41,3.53,16.8975
5/25/2014 8:00,0.0358,75.5652,0.7831,2.504,272.1868,16.94075,254.975,301.35,196,8.39,-97.925,242.575,-0.5325,-1.6025,2.9325,0.7075,2.75,-0.545,-0.545,115.625,11.1775,3.71925,2.7425,268.01,7.21,611.9,403.49,3.53,17.1875
5/25/2014 9:00,0.046,87.0157,0.9279,3.2864,321.9788,17.1725,259.675,305.35,198.5,8.415,-99.4,238.9,-0.245,-0.735,2.3725,0.765,2.9825,-0.525,-0.525,116.875,11.245,3.729,2.3325,274.27,8.04,498.6,417.62,3.53,17.275
5/25/2014 10:00,0.0638,117.8141,1.0825,3.3959,354.7178,17.17925,261.825,307.775,200.25,8.41,-99.15,240.7,-0.2325,-0.695,2.295,0.71,2.7575,-0.5475,-0.5475,116.775,11.235,3.739,2.3075,259.8,8.19,508.9,413.28,3.515,17.2
5/25/2014 11:00,0.0742,126.1298,1.189,2.7929,314.7646,17.13575,260.2,306.2,199,8.4,-98.55,239.85,-0.27,-0.81,2.3925,0.665,2.5725,-0.555,-0.555,116.225,11.19,3.74475,2.48,255.66,8.53,493.6,413.79,3.56,17.175
5/25/2014 12:00,0.0746,130.7748,1.1972,2.8762,346.1474,17.14975,260.1,305.95,199,8.425,-100,237.4,-0.27,-0.81,2.27,0.6575,2.54,-0.5475,-0.5475,116.45,11.21,3.7305,2.25,261.91,9.14,493.3,414.03,3.545,17.1925
5/25/2014 13:00,0.0678,138.6293,1.2763,2.2526,54.6499,17.255,262.25,307.775,200,8.46,-102,240.9,-0.115,-0.345,2.0875,0.7225,2.8025,-0.5525,-0.5525,117.625,11.3,3.715,2.3075,265.4,8.08,489.7,417.31,3.53,17.2525
5/25/2014 14:00,0.0478,158.5235,1.0711,2.6009,52.1815,17.33425,264.475,309.85,201.25,8.46,-102.1,242.45,-0.0375,-0.1175,2.0625,0.675,2.6025,-0.5625,-0.5625,118.6,11.3725,3.694,2.1175,280.3,9.33,585.4,421.52,3.5,17.38
5/25/2014 15:00,0.0434,164.173,0.9747,3.0281,10.9536,17.398,265.975,311.175,202.25,8.48,-103.225,240.625,0.005,0.0225,2.07,0.6475,2.4975,-0.555,-0.555,119.4,11.4325,3.67625,2.125,245.78,7.52,408.6,436.88,3.465,17.5575
5/25/2014 16:00,0.0295,171.281,0.8411,2.9375,209.2934,17.427,265.225,310.05,201.5,8.475,-102.95,244.025,-0.0075,-0.02,2.0775,0.69,2.665,-0.5625,-0.5625,120.25,11.5075,3.6685,2.1275,250.93,7.91,411,427.38,3.5,17.515
5/25/2014 17:00,0.0148,14.3623,0.4852,2.7175,154.2906,17.4585,266.1,310.875,202.25,8.485,-103.5,241.675,0.01,0.035,2.0525,0.6575,2.5275,-0.56,-0.56,120.675,11.545,3.6765,2.1175,243.56,8.12,444.1,426.73,3.4825,17.54
5/25/2014 18:00,0.0231,355.6855,0.6173,3.344,172.4429,17.57725,267.225,311.4,202.5,8.5,-104.425,237.5,0.1375,0.4175,2.025,0.7025,2.7325,-0.56,-0.56,122.425,11.6825,3.68225,2.11,296.6,8.44,502.2,443.75,3.4825,17.7125
5/25/2014 19:00,0.0324,337.5125,0.7376,3.7721,117.1093,17.623,268.925,313,203.25,8.51,-105.025,232.9,0.21,0.6275,2.08,0.7775,3.03,-0.525,-0.525,123.6,11.78,3.69825,2.05,329.35,9.74,568.7,445.88,3.4825,17.7425
5/25/2014 20:00,0.0382,321.602,0.8184,3.2424,104.2659,17.71175,269.775,313.4,203.75,8.5225,-105.75,227.8,0.305,0.915,2.06,0.7925,3.0975,-0.5225,-0.5225,124.725,11.8675,3.71675,2.1475,287.16,8.43,476.3,451.55,3.5,17.8175
5/25/2014 21:00,0.0471,308.0572,0.8983,4.5774,99.3693,17.7305,272.4,316.3,205.5,8.48,-103.25,230.9,0.6625,1.99,2.335,0.765,2.9775,-0.5525,-0.5525,123.325,11.7275,3.73325,2.4075,293.63,8.96,508.5,487.77,3.515,17.84
5/25/2014 22:00,0.0531,301.2564,0.9576,3.1856,100.5497,18.439,284,324.65,211,8.5675,-108.275,226.55,1.2975,3.89,2.755,0.92,3.605,-0.48,-0.48,126.9,11.8925,3.7465,2.8275,351.62,11.48,807.7,531.71,3.5,18.5725
5/25/2014 23:00,0.0512,299.1693,0.9577,3.5057,118.4077,18.9015,293.25,331.925,215.75,8.6025,-110.55,227.125,2.4075,7.2225,3.35,1.34,5.2975,-0.42,-0.42,131.5,12.21,3.7625,3.3775,414.3,15.25,885,666.92,3.53,18.9175
5/26/2014 0:00,0.0515,297.2826,0.9547,3.509,110.3165,18.79875,295.025,334.675,217.5,8.5775,-109.025,226.275,2.9175,8.7575,3.59,1.6325,6.495,-0.3825,-0.3825,130.725,12.165,3.7575,3.575,438.53,14.66,981.8,714,3.545,18.7975
5/26/2014 1:00,0.0618,297.4635,1.0495,3.9642,151.6661,18.74975,299.825,340.45,221.25,8.57,-108.675,226.525,4.0675,12.205,4.175,2.1275,8.4875,-0.2825,-0.2825,130.775,12.18,3.73125,4.3675,520.48,15.83,1306.3,815.8,3.5,18.775
5/26/2014 2:00,0.0718,302.9899,1.1629,3.4929,163.0605,18.76425,311.4,353.5,229.75,8.5825,-109.225,228.15,6.2725,18.8125,5.205,2.8975,11.6075,-0.1475,-0.1475,131.3,12.2275,3.711,5.2475,715.74,20.4,1817.6,974.5,3.4475,18.755
5/26/2014 3:00,0.0796,304.0115,1.3076,2.9327,167.9246,18.6165,310.725,353.85,230.25,8.515,-105.425,231.3,6.44,19.3175,5.51,3.0625,12.28,-0.135,-0.135,127.35,11.895,3.6825,5.6325,747.4,21.62,1852.3,986.2,3.4475,18.6375
5/26/2014 4:00,0.0843,304.2007,1.3733,3.182,167.7124,18.67825,316.875,360.375,234.25,8.5175,-105.7,233.25,7.4925,22.4825,5.9575,3.97,15.9525,-0.0775,-0.0775,126.45,11.7975,3.65675,6.035,826.9,23.57,1954.6,1074.9,3.4125,18.6825
5/26/2014 5:00,0.0868,306.1454,1.4433,3.2144,194.8891,18.65625,316.125,359.7,233.75,8.5,-104.575,235.475,7.4275,22.2825,5.91,2.9825,11.9475,-0.0825,-0.0825,125.1,11.6725,3.6385,5.935,728.6,21.61,1759,1074.1,3.4125,18.665
5/26/2014 6:00,0.0783,314.5031,1.3709,3.1798,211.5411,18.62175,312.825,356.2,231.5,8.4575,-102.25,237.55,7.0125,21.0475,5.775,3.7,14.87,-0.1225,-0.1225,123.325,11.5175,3.6395,5.7775,747.3,21.28,1675.9,1030.9,3.4125,18.615
5/26/2014 7:00,0.0667,327.9423,1.2656,2.9979,228.7301,18.53375,306.425,349.625,227.5,8.4275,-100.675,239.025,6.13,18.39,5.365,2.9625,11.88,-0.155,-0.155,121.275,11.35,3.633,5.5575,736.4,20.77,1550.6,972.1,3.4125,18.5425
5/26/2014 8:00,0.0556,352.8981,1.1553,3.3823,249.9763,18.4675,299.875,342.625,222.5,8.4075,-99.35,240.375,5.2675,15.8075,4.94,2.47,9.885,-0.2,-0.2,120.025,11.2425,3.6465,5.1675,654.1,18.16,1607.6,897.1,3.43,18.47
5/26/2014 9:00,0.0523,14.9251,1.0597,2.9875,248.4126,18.33025,290.725,333.15,216.5,8.3775,-97.475,242.8,4.0625,12.1875,4.4275,2.0675,8.2525,-0.3125,-0.3125,117.8,11.0675,3.658,4.4775,562.5,16.45,1392.1,808.7,3.4125,18.3875
5/26/2014 10:00,0.0527,38.3522,1.0341,3.4077,280.0378,18.239,281.95,323.75,210.25,8.3375,-95.425,244.425,2.8325,8.4975,3.8375,1.5925,6.3325,-0.3875,-0.3875,116.425,10.96,3.67125,3.8575,516.5,15.4,1120,703.1,3.5,18.2625
5/26/2014 11:00,0.0574,54.4413,1.0507,2.9277,262.8508,18.1575,276.075,317.55,206.5,8.35,-96.075,243.15,2.0125,6.045,3.4925,1.5775,6.27,-0.4275,-0.4275,115.625,10.9025,3.68175,3.4225,455.3,13.51,930.3,633.4,3.5,18.21
5/26/2014 12:00,0.0611,61.3206,1.068,2.8815,278.5848,18.161,268.625,308.975,200.75,8.375,-97.425,243.275,0.785,2.355,2.88,0.975,3.83,-0.4975,-0.4975,116.65,10.9975,3.6865,2.9,353.5,9.33,817.8,534.2,3.4825,18.2075
5/26/2014 13:00,0.063,65.1724,1.1488,2.5001,243.5628,18.17375,266.125,306.05,199,8.4175,-99.875,242.475,0.2675,0.805,2.595,0.87,3.4125,-0.5275,-0.5275,118.325,11.1525,3.674,2.5925,316.14,9.03,894.8,497,3.43,18.2225
5/26/2014 14:00,0.0587,67.2202,1.1477,2.6274,198.5574,18.19675,268.05,308.1,200.5,8.4875,-103.8,241.35,0.405,1.2225,2.6125,1.0575,4.1625,-0.5075,-0.5075,120.625,11.3625,3.662,2.685,305.43,9.71,759.9,513.9,3.4475,18.245
5/26/2014 15:00,0.0497,66.8386,1.056,2.7521,210.4152,18.20875,269.5,309.65,201.25,8.5125,-105.275,240.175,0.5325,1.595,2.6775,1.0175,3.995,-0.5075,-0.5075,121.7,11.4625,3.65125,2.8725,356.83,9.99,710.5,533.3,3.43,18.2625
5/26/2014 16:00,0.041,66.7185,0.9186,2.405,242.4095,18.16125,268.825,309.2,201,8.49,-103.85,240.825,0.4975,1.4875,2.7275,1.165,4.5975,-0.4625,-0.4625,121.2,11.4275,3.63925,2.7975,451.61,10,841,535.7,3.43,18.215
5/26/2014 17:00,0.0375,64.938,0.8283,3.6111,217.6377,18.164,269.275,309.725,201.25,8.4975,-104.325,238.925,0.555,1.6675,2.74,1.2275,4.8525,-0.4825,-0.4825,121.525,11.4575,3.623,2.9875,401.6,10.73,789,550.2,3.395,18.2375
5/26/2014 18:00,0.0428,53.0614,0.8739,3.6209,219.976,18.15025,272.85,313.9,204,8.4925,-104.175,239.75,1.0675,3.21,2.9925,1.56,6.1975,-0.455,-0.455,122.1,11.5125,3.62275,3.31,455.6,12.19,1038.1,599.9,3.395,18.265
