timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,NO3M_suna,NO3M_suna_flags,NO3_suna,NO3_suna_flags
8/18/2016 1:46,5.7,1 1 1 1,4.47,1 1 1 1,232,1 2 1 2,22.49,1 1 1 1,1017.203,1 1 1 1,1.15,1 1 1 1,25.99,1 1 1 1,258.8,1 1 1 1,8.86,1 1 1 1,7.359,1 1 1 1,108.4,1 1 1 1,8.79,1 1 1 1,1.464,1 1 1 1,1.033,1 1 1 1,1.848,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 2:01,5.4,1 1 1 1,4.372,1 1 1 1,231.1,1 2 1 2,22.62,1 1 1 1,1017.157,1 1 1 1,1.15,1 1 1 1,25.97,1 1 1 1,258.4,1 1 1 1,8.85,1 1 1 1,8.82,1 1 1 1,107.4,1 1 1 1,8.71,1 1 1 1,1.645,1 1 1 1,1.052,1 1 1 1,1.854,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 2:16,6.5,1 1 1 1,4.968,1 1 1 1,233.7,1 2 1 2,22.73,1 1 1 1,1017.272,1 1 1 1,1.15,1 1 1 1,25.96,1 1 1 1,259.1,1 1 1 1,8.84,1 1 1 1,8.87,1 1 1 1,106.6,1 1 1 1,8.65,1 1 1 1,2.188,1 1 1 1,1.023,1 1 1 1,1.842,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 2:31,6.9,1 1 1 1,5.374,1 1 1 1,230.4,1 2 1 2,22.66,1 1 1 1,1017.409,1 1 1 1,1.153,1 1 1 1,25.95,1 1 1 1,258.6,1 1 1 1,8.81,1 1 1 1,9.03,1 1 1 1,104.7,1 1 1 1,8.5,1 1 1 1,1.448,1 1 1 1,0.922,1 1 1 1,1.718,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 2:46,7,1 1 1 1,5.517,1 1 1 1,232.2,1 2 1 2,22.36,1 1 1 1,1017.56,1 1 1 1,1.157,1 1 1 1,25.9,1 1 1 1,257.3,1 1 1 1,8.73,1 1 1 1,6.998,1 1 1 1,100.1,1 1 1 1,8.13,1 1 1 1,1.385,1 1 1 1,0.632,1 1 1 1,1.409,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 3:01,7.8,1 1 1 1,5.968,1 1 1 1,240.1,1 2 1 2,22.15,1 1 1 1,1017.642,1 1 1 1,1.153,1 1 1 1,25.92,1 1 1 1,256.4,1 1 1 1,8.71,1 1 1 1,5.964,1 1 1 1,99.6,1 1 1 1,8.09,1 1 1 1,1.173,1 1 1 1,0.544,1 1 1 1,1.219,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 3:16,7.1,1 1 1 1,5.676,1 1 1 1,243.8,1 2 1 2,22,1 1 1 1,1017.664,1 1 1 1,1.157,1 1 1 1,25.92,1 1 1 1,256.4,1 1 1 1,8.71,1 1 1 1,5.799,1 1 1 1,99.2,1 1 1 1,8.06,1 1 1 1,1.352,1 1 1 1,0.491,1 1 1 1,1.236,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 3:31,7.7,1 1 1 1,6.009,1 1 1 1,249.6,1 2 1 2,21.96,1 1 1 1,1017.786,1 1 1 1,1.152,1 1 1 1,25.91,1 1 1 1,256.4,1 1 1 1,8.71,1 1 1 1,5.517,1 1 1 1,99,1 1 1 1,8.04,1 1 1 1,1.552,1 1 1 1,0.493,1 1 1 1,1.254,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 3:46,7.5,1 1 1 1,6.061,1 1 1 1,250,1 2 1 2,21.75,1 1 1 1,1017.808,1 1 1 1,1.159,1 1 1 1,25.89,1 1 1 1,256.5,1 1 1 1,8.7,1 1 1 1,5.545,1 1 1 1,98.7,1 1 1 1,8.02,1 1 1 1,1.67,1 1 1 1,0.471,1 1 1 1,1.261,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 4:01,8.2,1 1 1 1,6.336,1 1 1 1,254.8,1 2 1 2,21.74,1 1 1 1,1017.819,1 1 3 1,1.157,1 1 1 1,25.9,1 1 1 1,256.4,1 1 1 1,8.69,1 1 1 1,5.245,1 1 1 1,98.9,1 1 1 1,8.03,1 1 1 1,2.692,1 1 1 1,0.49,1 1 1 1,1.267,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 4:16,9.3,1 1 1 1,6.626,1 1 1 1,260.6,1 2 1 2,21.73,1 1 1 1,1017.751,1 1 3 1,1.15,1 1 1 1,25.9,1 1 1 1,256.5,1 1 1 1,8.7,1 1 1 1,4.976,1 1 1 1,98.9,1 1 1 1,8.04,1 1 1 1,1.276,1 1 1 1,0.488,1 1 1 1,1.302,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 4:31,8.3,1 1 1 1,6.372,1 1 1 1,261.6,1 2 1 2,21.51,1 1 1 1,1017.79,1 1 3 1,1.152,1 1 1 1,25.89,1 1 1 1,256.6,1 1 1 1,8.7,1 1 1 1,4.994,1 1 1 1,98.7,1 1 1 1,8.02,1 1 1 1,1.282,1 1 1 1,0.51,1 1 1 1,1.305,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 4:46,7.9,1 1 1 1,6.206,1 1 1 1,268.3,1 2 1 2,21.27,1 1 1 1,1017.752,1 1 1 1,1.157,1 1 1 1,25.9,1 1 1 1,256.5,1 1 1 1,8.7,1 1 1 1,5.025,1 1 1 1,98.9,1 1 1 1,8.04,1 1 1 1,1.335,1 1 1 1,0.456,1 1 1 1,1.28,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 5:01,7.8,1 1 1 1,6.43,1 1 1 1,268.1,1 2 1 2,21.06,1 1 1 1,1017.818,1 1 1 1,1.153,1 1 1 1,25.9,1 1 1 1,256,1 1 1 1,8.71,1 1 1 1,5.142,1 1 1 1,99.6,1 1 1 1,8.08,1 1 1 1,1.058,1 1 1 1,0.483,1 1 1 1,1.239,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 5:16,8.1,1 1 1 1,6.712,1 1 1 1,268.8,1 2 1 2,20.7,1 1 1 1,1017.88,1 1 1 1,1.157,1 1 1 1,25.89,1 1 1 1,256.2,1 1 1 1,8.71,1 1 3 1,4.351,1 1 1 1,99.3,1 1 1 1,8.06,1 1 1 1,1.204,1 1 1 1,0.473,1 1 1 1,1.23,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 5:31,8.2,1 1 1 1,6.644,1 1 1 1,268.5,1 2 1 2,20.63,1 1 1 1,1017.896,1 1 3 1,1.15,1 1 1 1,25.87,1 1 1 1,256.2,1 1 1 1,8.71,1 1 3 1,4.351,1 1 1 1,99.4,1 1 1 1,8.07,1 1 1 1,1.21,1 1 1 1,0.483,1 1 1 1,1.214,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 5:46,7.7,1 1 1 1,6.233,1 1 1 1,270.6,1 2 1 2,20.65,1 1 3 1,1017.84,1 1 3 1,1.15,1 1 1 1,25.86,1 1 1 1,256.3,1 1 1 1,8.71,1 1 3 1,4.463,1 1 1 1,99.4,1 1 1 1,8.08,1 1 1 1,2.468,1 1 1 1,0.487,1 1 1 1,1.194,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 6:01,8.3,1 1 1 1,6.492,1 1 1 1,272.1,1 2 1 2,20.64,1 1 3 1,1017.883,1 1 3 1,1.153,1 1 1 1,25.86,1 1 1 1,256.1,1 1 1 1,8.7,1 1 1 1,4.281,1 1 1 1,99,1 1 1 1,8.05,1 1 1 1,3.367,1 1 1 1,0.53,1 1 1 1,1.206,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 6:16,8.1,1 1 1 1,6.568,1 1 1 1,272.8,1 2 1 2,20.63,1 1 3 1,1017.879,1 1 3 1,1.157,1 1 1 1,25.85,1 1 1 1,255.7,1 1 1 1,8.7,1 1 1 1,4.558,1 1 1 1,98.9,1 1 1 1,8.04,1 1 1 1,1.401,1 1 1 1,0.478,1 1 1 1,1.211,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 6:31,8.3,1 1 1 1,6.871,1 1 1 1,274.7,1 2 1 2,20.47,1 1 1 1,1017.911,1 1 3 1,1.152,1 1 1 1,25.84,1 1 1 1,256.3,1 1 1 1,8.71,1 1 1 1,4.397,1 1 1 1,99.1,1 1 1 1,8.06,1 1 1 1,1.136,1 1 1 1,0.5,1 1 1 1,1.18,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 6:46,7.3,1 1 1 1,5.903,1 1 1 1,274.5,1 2 1 2,20.47,1 1 1 1,1017.908,1 1 4 1,1.159,1 1 1 1,25.84,1 1 1 1,256.2,1 1 1 1,8.71,1 1 1 1,4.44,1 1 1 1,99.4,1 1 1 1,8.09,1 1 1 1,1.197,1 1 1 1,0.469,1 1 1 1,1.166,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 7:01,7.6,1 1 1 1,5.943,1 1 1 1,278.3,1 2 1 2,20.52,1 1 1 1,1017.926,1 1 4 1,1.158,1 1 1 1,25.82,1 1 1 1,256.1,1 1 1 1,8.71,1 1 1 1,4.664,1 1 1 1,99.5,1 1 1 1,8.09,1 1 1 1,1.542,1 1 1 1,0.507,1 1 1 1,1.155,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 7:16,7.4,1 1 1 1,5.977,1 1 1 1,282,1 2 1 2,20.58,1 1 1 1,1017.932,1 1 4 1,1.159,1 1 1 1,25.82,1 1 3 1,255.8,1 1 1 1,8.7,1 1 1 1,4.609,1 1 1 1,99.4,1 1 1 1,8.09,1 1 1 1,1.641,1 1 1 1,0.504,1 1 1 1,1.16,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 7:31,6.6,1 1 1 1,5.441,1 1 1 1,273.4,1 2 1 2,20.48,1 1 1 1,1017.882,1 1 4 1,1.159,1 1 1 1,25.82,1 1 3 1,255.4,1 1 1 1,8.71,1 1 1 1,4.785,1 1 1 1,99.3,1 1 1 1,8.07,1 1 1 1,2.589,1 1 1 1,0.5,1 1 1 1,1.154,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 7:46,7.2,1 1 1 1,5.409,1 1 1 1,273.7,1 2 1 2,20.34,1 1 1 1,1017.923,1 1 4 1,1.158,1 1 1 1,25.82,1 1 3 1,255.6,1 1 1 1,8.71,1 1 3 1,4.489,1 1 1 1,99,1 1 1 1,8.06,1 1 1 1,2.031,1 1 1 1,0.506,1 1 1 1,1.173,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 8:01,7.7,1 1 1 1,5.934,1 1 1 1,276.2,1 2 1 2,20.21,1 1 1 1,1018.051,1 1 1 1,1.153,1 1 1 1,25.81,1 1 1 1,256.3,1 1 1 1,8.71,1 1 3 1,4.233,1 1 1 1,98.8,1 1 1 1,8.04,1 1 1 1,2.182,1 1 1 1,0.49,1 1 1 1,1.205,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 8:16,7.4,1 1 1 1,5.81,1 1 1 1,280.7,1 2 1 2,20.27,1 1 1 1,1018.096,1 1 3 1,1.16,1 1 1 1,25.79,1 1 1 1,256.1,1 1 1 1,8.71,1 1 3 1,4.193,1 1 1 1,98.9,1 1 1 1,8.05,1 1 1 1,1.386,1 1 1 1,0.482,1 1 1 1,1.212,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 8:31,7.1,1 1 1 1,5.401,1 1 1 1,284.9,1 2 1 2,20.42,1 1 1 1,1018.077,1 1 3 1,1.16,1 1 1 1,25.78,1 1 1 1,256.1,1 1 1 1,8.71,1 1 3 1,4.028,1 1 1 1,98.9,1 1 1 1,8.05,1 1 1 1,1.397,1 1 1 1,0.474,1 1 1 1,1.209,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 8:46,7.1,1 1 1 1,5.399,1 1 1 1,294.6,1 2 1 2,20.45,1 1 1 1,1018.094,1 1 3 1,1.16,1 1 1 1,25.78,1 1 1 1,255.9,1 1 1 1,8.7,1 1 1 1,4.06,1 1 1 1,98.8,1 1 1 1,8.04,1 1 1 1,1.057,1 1 1 1,0.515,1 1 1 1,1.191,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 9:01,6.3,1 1 1 1,5.134,1 1 1 1,296,1 2 1 2,20.51,1 1 1 1,1018.104,1 1 3 1,1.16,1 1 1 1,25.76,1 1 1 1,256,1 1 1 1,8.71,1 1 1 1,4.187,1 1 1 1,98.8,1 1 1 1,8.05,1 1 1 1,1.777,1 1 1 1,0.477,1 1 1 1,1.193,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 9:16,7.6,1 1 1 1,5.038,1 1 1 1,312.6,1 2 1 2,20.46,1 1 1 1,1018.112,1 1 3 1,1.16,1 1 1 1,25.75,1 1 1 1,256,1 1 1 1,8.7,1 1 1 1,4.212,1 1 1 1,98.6,1 1 1 1,8.03,1 1 1 1,1.483,1 1 1 1,0.491,1 1 1 1,1.225,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 9:31,6,1 1 1 1,4.848,1 1 1 1,311.9,1 2 1 2,20.5,1 1 1 1,1018.163,1 1 1 1,1.16,1 1 1 1,25.75,1 1 1 1,255.8,1 1 1 1,8.69,1 1 1 1,4.22,1 1 1 1,98,1 1 1 1,7.984,1 1 1 1,1.409,1 1 1 1,0.48,1 1 1 1,1.239,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 9:46,6.6,1 1 1 1,5.271,1 1 1 1,312.1,1 2 1 2,20.56,1 1 1 1,1018.308,1 1 1 1,1.16,1 1 1 1,25.75,1 1 1 1,255.6,1 1 1 1,8.69,1 1 1 1,4.405,1 1 1 1,97.9,1 1 1 1,7.97,1 1 1 1,1.36,1 1 1 1,0.47,1 1 1 1,1.256,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 10:01,6.6,1 1 1 1,5.134,1 1 1 1,293.5,1 2 1 2,20.59,1 1 1 1,1018.367,1 1 1 1,1.163,1 1 1 1,25.76,1 1 1 1,256.1,1 1 1 1,8.7,1 1 1 1,3.976,1 1 1 1,98,1 1 1 1,7.976,1 1 1 1,2.19,1 1 1 1,0.457,1 1 1 1,1.262,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 10:16,6.3,1 1 1 1,4.741,1 1 1 1,276.1,1 2 1 2,20.31,1 1 1 1,1018.458,1 1 1 1,1.17,1 1 1 1,25.75,1 1 1 1,256.1,1 1 1 1,8.7,1 1 1 1,4.073,1 1 1 1,98.1,1 1 1 1,7.994,1 1 1 1,2.263,1 1 1 1,0.472,1 1 1 1,1.251,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 10:31,6.5,1 1 1 1,4.656,1 1 1 1,282.7,1 2 1 2,20.07,1 1 1 1,1018.651,1 1 1 1,1.17,1 1 1 1,25.74,1 1 1 1,256,1 1 1 1,8.7,1 1 1 1,4.288,1 1 1 1,98.2,1 1 1 1,8,1 1 1 1,1.448,1 1 1 1,0.487,1 1 1 1,1.217,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 10:46,5.8,1 1 1 1,4.189,1 1 1 1,301.1,1 2 1 2,20.11,1 1 1 1,1018.672,1 1 1 1,1.17,1 1 1 1,25.74,1 1 1 1,256,1 1 1 1,8.71,1 1 1 1,4.427,1 1 1 1,98.4,1 1 1 1,8.01,1 1 1 1,0.951,1 1 1 1,0.468,1 1 1 1,1.202,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 11:01,5.9,1 1 1 1,4.217,1 1 1 1,302.5,1 2 1 2,20.3,1 1 1 1,1018.744,1 1 1 1,1.17,1 1 1 1,25.73,1 1 1 1,256.1,1 1 1 1,8.7,1 1 1 1,4.112,1 1 1 1,98.1,1 1 1 1,7.995,1 1 1 1,1.526,1 1 1 1,0.405,1 1 1 1,1.222,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 11:16,5.8,1 1 1 1,4.127,1 1 1 1,304.9,1 2 1 2,20.46,1 1 1 1,1018.807,1 1 1 1,1.17,1 1 1 1,25.73,1 1 1 1,256,1 1 1 1,8.7,1 1 1 1,4.124,1 1 1 1,98,1 1 1 1,7.986,1 1 1 1,1.265,1 1 1 1,0.424,1 1 1 1,1.221,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 11:31,5.7,1 1 1 1,3.979,1 1 1 1,294.1,1 2 1 2,20.65,1 1 1 1,1018.858,1 1 1 1,1.17,1 1 1 1,25.72,1 1 1 1,256,1 1 1 1,8.71,1 1 1 1,4.131,1 1 1 1,98.2,1 1 1 1,8,1 1 1 1,1.545,1 1 1 1,0.435,1 1 1 1,1.216,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 11:46,5,1 1 1 1,3.48,1 1 1 1,291.6,1 2 1 2,21.08,1 1 1 1,1019.062,1 1 1 1,1.17,1 1 1 1,25.73,1 1 1 1,255.9,1 1 1 1,8.71,1 1 3 1,4,1 1 1 1,98,1 1 1 1,7.982,1 1 1 1,1.327,1 1 1 1,0.436,1 1 1 1,1.222,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 12:01,4.7,1 1 1 1,3.547,1 1 1 1,302,1 2 1 2,21.39,1 1 1 1,1019.199,1 1 1 1,1.17,1 1 1 1,25.72,1 1 1 1,255.9,1 1 1 1,8.71,1 1 3 1,4.094,1 1 1 1,98.1,1 1 1 1,7.989,1 1 1 1,1.07,1 1 1 1,0.449,1 1 1 1,1.205,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 12:16,4.5,1 1 1 1,3.396,1 1 1 1,311.5,1 2 1 2,21.55,1 1 1 1,1019.251,1 1 1 1,1.17,1 1 1 1,25.71,1 1 1 1,255.8,1 1 1 1,8.71,1 1 3 1,3.974,1 1 1 1,98.3,1 1 1 1,8.01,1 1 1 1,1.863,1 1 1 1,0.428,1 1 1 1,1.206,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 12:31,3.8,1 1 1 1,3.168,1 1 1 1,314.6,1 2 1 2,21.79,1 1 1 1,1019.243,1 1 3 1,1.17,1 1 1 1,25.71,1 1 1 1,255.8,1 1 1 1,8.71,1 1 3 1,4.262,1 1 1 1,98.5,1 1 1 1,8.03,1 1 1 1,1.983,1 1 1 1,0.466,1 1 1 1,1.192,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 12:46,3.4,1 1 1 1,2.652,1 1 1 1,314.3,1 2 1 2,21.97,1 1 1 1,1019.295,1 1 3 1,1.17,1 1 1 1,25.71,1 1 1 1,255.7,1 1 1 1,8.72,1 1 1 1,4.031,1 1 1 1,98.9,1 1 1 1,8.06,1 1 1 1,1.786,1 1 1 1,0.474,1 1 1 1,1.185,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 13:01,3,1 1 1 1,2.148,1 1 1 1,329.9,1 2 1 2,22.49,1 1 1 1,1019.263,1 1 3 1,1.17,1 1 1 1,25.72,1 1 1 1,255.8,1 1 1 1,8.72,1 1 1 1,4.233,1 1 1 1,99.1,1 1 1 1,8.08,1 1 1 1,1.47,1 1 1 1,0.447,1 1 1 1,1.185,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 13:16,3,1 1 1 1,2.213,1 1 1 1,326.6,1 2 1 2,22.78,1 1 1 1,1019.148,1 1 1 1,1.17,1 1 1 1,25.73,1 1 1 1,255.6,1 1 1 1,8.73,1 1 1 1,4.173,1 1 1 1,100,1 1 1 1,8.15,1 1 1 1,1.461,1 1 1 1,0.458,1 1 1 1,1.178,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 13:31,2.6,1 1 1 1,1.699,1 1 1 1,334.5,1 2 1 2,23.46,1 1 1 1,1018.998,1 1 1 1,1.17,1 1 1 1,25.75,1 1 1 1,255.8,1 1 1 1,8.74,1 1 1 1,4.136,1 1 1 1,100.6,1 1 1 1,8.19,1 1 1 1,1.302,1 1 1 1,0.459,1 1 1 1,1.17,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 13:46,2,1 1 1 1,1.171,1 1 1 1,338.9,1 2 1 2,24.1,1 1 1 1,1019.126,1 1 1 1,1.17,1 1 1 1,25.77,1 1 1 1,255.6,1 1 1 1,8.76,1 1 1 1,3.748,1 1 1 1,101.2,1 1 1 1,8.24,1 1 1 1,1.592,1 1 1 1,0.464,1 1 1 1,1.157,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 14:01,2.3,1 1 1 1,1.336,1 1 1 1,344.3,1 2 1 2,24.52,1 1 1 1,1019.24,1 1 1 1,1.17,1 1 1 1,25.8,1 1 1 1,255.6,1 1 1 1,8.77,1 1 1 1,3.625,1 1 1 1,102.5,1 1 1 1,8.34,1 1 1 1,2.167,1 1 1 1,0.464,1 1 1 1,1.174,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 14:16,2.4,1 1 1 1,1.277,1 1 1 1,357.8,1 2 1 2,24.62,1 1 1 1,1019.22,1 1 1 1,1.17,1 1 1 1,25.83,1 1 1 1,255.5,1 1 1 1,8.77,1 1 1 1,3.249,1 1 1 1,103.6,1 1 1 1,8.43,1 1 1 1,1.876,1 1 1 1,0.444,1 1 1 1,1.179,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 14:31,2.3,1 1 1 1,0.827,1 1 1 1,28.92,1 2 1 2,24.87,1 1 1 1,1019.349,1 1 1 1,1.17,1 1 1 1,25.85,1 1 1 1,255.2,1 1 1 1,8.79,1 1 1 1,3.489,1 1 1 1,104.7,1 1 1 1,8.52,1 1 1 1,3.232,1 1 1 1,0.452,1 1 1 1,1.179,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 14:46,1,1 3 1 1,0.448,1 3 1 1,4.571,1 2 1 2,25.78,1 1 1 1,1019.456,1 1 1 1,1.172,1 1 1 1,25.85,1 1 1 1,255,1 1 1 1,8.8,1 1 1 1,3.385,1 1 1 1,105.7,1 1 1 1,8.6,1 1 1 1,1.206,1 1 1 1,0.468,1 1 1 1,1.204,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 15:01,0.9,1 3 1 1,0.393,1 3 1 1,32.85,1 2 1 2,26.17,1 1 1 1,1019.47,1 1 1 1,1.177,1 1 1 1,25.86,1 1 1 1,255,1 1 1 1,8.8,1 1 1 1,3.108,1 1 1 1,106,1 1 1 1,8.62,1 1 1 1,1.909,1 1 1 1,0.465,1 1 1 1,1.227,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 15:16,1.3,1 3 1 1,0.682,1 3 1 1,133.3,1 2 1 2,25.97,1 1 1 1,1019.24,1 1 1 1,1.17,1 1 1 1,25.91,1 1 1 1,254.9,1 1 1 1,8.83,1 1 1 1,3.609,1 1 1 1,108.9,1 1 1 1,8.84,1 1 1 1,3.739,1 1 1 1,0.463,1 1 1 1,1.222,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 15:31,1.2,1 3 1 1,0.624,1 3 1 1,192.7,1 2 1 2,25.24,1 1 1 1,1019.143,1 1 1 1,1.17,1 1 1 1,25.92,1 1 1 1,254.8,1 1 1 1,8.83,1 1 1 1,3.507,1 1 1 1,108.7,1 1 1 1,8.82,1 1 1 1,3.649,1 1 1 1,0.449,1 1 1 1,1.207,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 15:46,2,1 1 1 1,1.138,1 1 1 1,190.6,1 2 1 2,25.05,1 1 1 1,1019.157,1 1 1 1,1.17,1 1 1 1,25.98,1 1 1 1,254.7,1 1 1 1,8.84,1 1 1 1,3.561,1 1 1 1,110.3,1 1 1 1,8.94,1 1 1 1,1.066,1 1 1 1,0.403,1 1 1 1,1.163,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 16:01,2.1,1 1 1 1,1.163,1 1 1 1,161.5,1 2 1 2,24.98,1 1 1 1,1019.177,1 1 1 1,1.17,1 1 1 1,26.05,1 1 1 1,254.9,1 1 1 1,8.88,1 1 1 1,3.248,1 1 1 1,113.7,1 1 1 1,9.21,1 1 1 1,1.342,1 1 1 1,0.441,1 1 1 1,1.171,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 16:16,1.9,1 1 1 1,1.148,1 1 1 1,132.8,1 2 1 2,25.27,1 1 1 1,1019.031,1 1 1 1,1.17,1 1 1 1,26.15,1 1 1 1,255.4,1 1 1 1,8.88,1 1 1 1,2.814,1 1 1 1,115,1 1 1 1,9.3,1 1 1 1,1.09,1 1 1 1,0.422,1 1 1 1,1.154,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 16:31,2.3,1 1 1 1,1.327,1 1 1 1,131.6,1 2 1 2,25.38,1 1 1 1,1019.061,1 1 1 1,1.17,1 1 1 1,26.26,1 1 1 1,254.7,1 1 1 1,8.91,1 1 1 1,2.918,1 1 1 1,117.7,1 1 1 1,9.5,1 1 1 1,1.514,1 1 1 1,0.424,1 1 3 1,1.134,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 16:46,2.5,1 1 1 1,1.753,1 1 1 1,117.4,1 2 1 2,25.24,1 1 1 1,1018.907,1 1 1 1,1.17,1 1 1 1,26.21,1 1 1 1,254.5,1 1 1 1,8.92,1 1 1 1,2.857,1 1 1 1,118.6,1 1 1 1,9.58,1 1 1 1,2.164,1 1 1 1,0.426,1 1 3 1,1.153,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
8/18/2016 17:01,2.8,1 1 1 1,1.926,1 1 1 1,109.4,1 2 1 2,24.99,1 1 1 1,1018.818,1 1 1 1,1.17,1 1 1 1,26.35,1 1 1 1,254.4,1 1 1 1,8.94,1 1 1 1,2.927,1 1 1 1,120.7,1 1 1 1,9.73,1 1 1 1,3.163,1 1 1 1,0.422,1 1 3 1,1.121,1 1 1 1,-6.44,4 3 4 1,-0.0902,4 3 4 1
