timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags
9/1/2015 4:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.66,1 1 1 1,227.1,1 1 1 1,9.34,1 1 4 1,14.12,1 1 1 1,149.1,1 1 1 1,12.63,1 1 1 1,1.096,1 1 1 1,1.924,1 1 1 1,5.546,1 1 1 1
9/1/2015 5:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.991,1 1 1 1,23.64,1 1 1 1,227.3,1 1 1 1,9.34,1 1 4 1,14.81,1 1 1 1,148.6,1 1 1 1,12.58,1 1 1 1,1.121,1 1 1 1,1.929,1 1 1 1,5.627,1 1 1 1
9/1/2015 5:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.991,1 1 1 1,23.64,1 1 1 1,227.5,1 1 1 1,9.34,1 1 4 1,13.95,1 1 1 1,148.2,1 1 1 1,12.55,1 1 1 1,1.133,1 1 1 1,1.776,1 1 1 1,5.694,1 1 1 1
9/1/2015 5:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.993,1 1 1 1,23.63,1 1 1 1,227.8,1 1 1 1,9.34,1 1 4 1,13.43,1 1 1 1,147.5,1 1 1 1,12.49,1 1 1 1,1.112,1 1 1 1,1.778,1 1 1 1,5.76,1 1 1 1
9/1/2015 5:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.998,1 1 1 1,23.59,1 1 1 1,228.3,1 1 1 1,9.33,1 1 1 1,13.71,1 1 1 1,146.1,1 1 1 1,12.39,1 1 1 1,1.081,1 1 1 1,1.783,1 1 1 1,5.886,1 1 1 1
9/1/2015 6:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.997,1 1 1 1,23.58,1 1 1 1,228.6,1 1 1 1,9.32,1 1 1 1,13.11,1 1 1 1,145.5,1 1 1 1,12.34,1 1 1 1,1.228,1 1 1 1,1.722,1 1 1 1,5.989,1 1 1 1
9/1/2015 6:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.57,1 1 1 1,229.1,1 1 1 1,9.33,1 1 1 1,12.1,1 1 1 1,144.8,1 1 1 1,12.28,1 1 1 1,1.236,1 1 1 1,1.761,1 1 1 1,6.126,1 1 1 1
9/1/2015 6:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.53,1 1 1 1,229.7,1 1 1 1,9.31,1 1 1 1,11.74,1 1 1 1,143.8,1 1 1 1,12.21,1 1 1 1,1.225,1 1 1 1,1.698,1 1 1 1,6.246,1 1 1 1
9/1/2015 6:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.46,1 1 1 1,230.1,1 1 1 1,9.3,1 1 1 1,11.88,1 1 1 1,141.5,1 1 1 1,12.02,1 1 1 1,1.208,1 1 1 1,1.546,1 1 1 1,6.359,1 1 1 1
9/1/2015 7:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.44,1 1 1 1,230.5,1 1 1 1,9.29,1 1 1 1,12.75,1 1 1 1,139.7,1 1 1 1,11.87,1 1 1 1,1.202,1 1 1 1,1.43,1 1 1 1,6.51,1 1 1 1
9/1/2015 7:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.37,1 1 1 1,230.8,1 1 1 1,9.28,1 1 1 1,10.97,1 1 1 1,138.1,1 1 1 1,11.76,1 1 1 1,1.201,1 1 1 1,1.446,1 1 1 1,6.548,1 1 1 1
9/1/2015 7:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.35,1 1 1 1,231.1,1 1 1 1,9.28,1 1 1 1,11.28,1 1 1 1,136.8,1 1 1 1,11.65,1 1 1 1,1.193,1 1 1 1,1.419,1 1 1 1,6.697,1 1 1 1
9/1/2015 7:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.992,1 1 1 1,23.33,1 1 1 1,231.4,1 1 1 1,9.28,1 1 1 1,10.92,1 1 1 1,136,1 1 1 1,11.59,1 1 1 1,1.168,1 1 1 1,1.223,1 1 1 1,6.81,1 1 1 1
9/1/2015 8:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.997,1 1 1 1,23.3,1 1 1 1,231.7,1 1 1 1,9.27,1 1 1 1,10.05,1 1 1 1,134.6,1 1 1 1,11.47,1 1 1 1,1.202,1 1 1 1,1.143,1 1 1 1,6.85,1 1 1 1
9/1/2015 8:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.991,1 1 1 1,23.28,1 1 1 1,231.9,1 1 1 1,9.26,1 1 1 1,10.34,1 1 1 1,133.3,1 1 1 1,11.37,1 1 1 1,1.249,1 1 1 1,1.123,1 1 1 1,6.942,1 1 1 1
9/1/2015 8:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.28,1 1 1 1,232.3,1 1 1 1,9.26,1 1 1 1,10.04,1 1 1 1,132.8,1 1 1 1,11.32,1 1 1 1,1.179,1 1 1 1,1.058,1 1 1 1,7.054,1 1 1 1
9/1/2015 8:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.27,1 1 1 1,232.4,1 1 1 1,9.27,1 1 1 1,9.49,1 1 1 1,132.2,1 1 1 1,11.27,1 1 1 1,1.199,1 1 1 1,1.098,1 1 1 1,7.133,1 1 1 1
9/1/2015 9:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.26,1 1 1 1,232.6,1 1 1 1,9.26,1 1 1 1,9.37,1 1 1 1,131.3,1 1 1 1,11.2,1 1 1 1,1.199,1 1 1 1,1.125,1 1 1 1,7.166,1 1 1 1
9/1/2015 9:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.25,1 1 1 1,232.7,1 1 1 1,9.26,1 1 3 1,10.13,1 1 1 1,130.6,1 1 1 1,11.14,1 1 1 1,1.311,1 1 1 1,1.121,1 1 1 1,7.218,1 1 1 1
9/1/2015 9:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.24,1 1 1 1,232.8,1 1 1 1,9.26,1 1 3 1,10.04,1 1 1 1,130.2,1 1 1 1,11.11,1 1 1 1,1.274,1 1 1 1,1.143,1 1 1 1,7.232,1 1 1 1
9/1/2015 9:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.99,1 1 1 1,23.24,1 1 1 1,232.9,1 1 1 1,9.26,1 1 3 1,9.84,1 1 1 1,129.8,1 1 1 1,11.08,1 1 1 1,1.146,1 1 1 1,1.034,1 1 1 1,7.237,1 1 1 1
9/1/2015 10:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,0.992,1 1 1 1,23.24,1 1 1 1,232.8,1 1 1 1,9.25,1 1 1 1,9.42,1 1 1 1,129,1 1 1 1,11.01,1 1 1 1,1,1 1 1 1,1.011,1 1 1 1,7.213,1 1 1 1
9/1/2015 10:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.25,1 1 1 1,232.7,1 1 1 1,9.25,1 1 3 1,8.73,1 1 1 1,128.5,1 1 1 1,10.96,1 1 1 1,1.239,1 1 1 1,0.958,1 1 1 1,7.2,1 1 1 1
9/1/2015 10:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.24,1 1 1 1,232.7,1 1 1 1,9.25,1 1 3 1,10.09,1 1 1 1,127.9,1 1 1 1,10.91,1 1 1 1,1.258,1 1 1 1,0.977,1 1 1 1,7.166,1 1 1 1
9/1/2015 10:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.25,1 1 1 1,232.7,1 1 1 1,9.25,1 1 3 1,9.44,1 1 1 1,127.6,1 1 1 1,10.89,1 1 1 1,1.292,1 1 1 1,1.089,1 1 1 1,7.167,1 1 1 1
9/1/2015 11:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.27,1 1 1 1,232.5,1 1 1 1,9.24,1 1 1 1,9.36,1 1 1 1,127.3,1 1 1 1,10.86,1 1 1 1,1.313,1 1 1 1,0.869,1 1 1 1,7.102,1 1 1 1
9/1/2015 11:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.28,1 1 1 1,232.4,1 1 1 1,9.24,1 1 1 1,9.9,1 1 1 1,127.2,1 1 1 1,10.85,1 1 1 1,1.294,1 1 1 1,0.826,1 1 1 1,7.051,1 1 1 1
9/1/2015 11:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.28,1 1 1 1,232.3,1 1 1 1,9.24,1 1 1 1,8.71,1 1 1 1,126.7,1 1 1 1,10.8,1 1 1 1,1.22,1 1 1 1,0.881,1 1 1 1,6.972,1 1 1 1
9/1/2015 11:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.27,1 1 1 1,232.1,1 1 1 1,9.23,1 1 1 1,8.24,1 1 1 1,125.9,1 1 1 1,10.73,1 1 1 1,1.234,1 1 1 1,0.925,1 1 1 1,6.901,1 1 1 1
9/1/2015 12:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.24,1 1 1 1,231.7,1 1 1 1,9.22,1 1 1 1,8.56,1 1 1 1,125,1 1 1 1,10.66,1 1 1 1,1.342,1 1 1 1,0.759,1 1 1 1,6.761,1 1 1 1
9/1/2015 12:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.23,1 1 1 1,231.9,1 1 1 1,9.22,1 1 1 1,8.02,1 1 1 1,124.2,1 1 1 1,10.6,1 1 1 1,1.456,1 1 1 1,0.917,1 1 1 1,6.709,1 1 1 1
9/1/2015 12:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.002,1 1 1 1,23.22,1 1 1 1,233.1,1 1 1 1,9.21,1 1 1 1,7.95,1 1 1 1,123.8,1 1 1 1,10.58,1 1 1 1,1.298,1 1 1 1,1.006,1 1 1 1,6.634,1 1 1 1
9/1/2015 12:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.007,1 1 1 1,23.21,1 1 1 1,231.2,1 1 1 1,9.21,1 1 3 1,8.86,1 1 1 1,123.4,1 1 1 1,10.54,1 1 1 1,1.206,1 1 1 1,1.057,1 1 1 1,6.567,1 1 1 1
9/1/2015 13:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.21,1 1 1 1,231.2,1 1 1 1,9.21,1 1 3 1,8.52,1 1 1 1,123.6,1 1 1 1,10.56,1 1 1 1,1.126,1 1 1 1,1.052,1 1 1 1,6.594,1 1 1 1
9/1/2015 13:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.22,1 1 1 1,231.5,1 1 1 1,9.21,1 1 3 1,8.79,1 1 1 1,124,1 1 1 1,10.58,1 1 1 1,1.421,1 1 1 1,1.117,1 1 1 1,6.562,1 1 1 1
9/1/2015 13:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.24,1 1 1 1,231.6,1 1 1 1,9.22,1 1 1 1,8.7,1 1 1 1,124.5,1 1 1 1,10.62,1 1 1 1,1.476,1 1 1 1,1.244,1 1 1 1,6.526,1 1 1 1
9/1/2015 13:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1,1 1 1 1,23.25,1 1 1 1,231.2,1 1 1 1,9.22,1 1 1 1,9.12,1 1 1 1,124.7,1 1 1 1,10.64,1 1 1 1,1.376,1 1 1 1,1.144,1 1 1 1,6.42,1 1 1 1
9/1/2015 14:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.003,1 1 1 1,23.28,1 1 1 1,230.7,1 1 1 1,9.22,1 1 1 1,9.14,1 1 1 1,125.1,1 1 1 1,10.67,1 1 1 1,1.545,1 1 1 1,1.148,1 1 1 1,6.315,1 1 1 1
9/1/2015 14:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.009,1 1 1 1,23.33,1 1 1 1,230.8,1 1 1 1,9.23,1 1 1 1,8.84,1 1 1 1,126,1 1 1 1,10.73,1 1 1 1,1.686,1 1 1 1,1.216,1 1 1 1,6.224,1 1 1 1
9/1/2015 14:31,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.01,1 1 1 1,23.33,1 1 1 1,230.5,1 1 1 1,9.23,1 1 1 1,8.72,1 1 1 1,126.9,1 1 1 1,10.81,1 1 1 1,2.312,1 1 1 1,1.397,1 1 1 1,6.159,1 1 1 1
9/1/2015 14:46,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.01,1 1 1 1,23.34,1 1 1 1,230.1,1 1 1 1,9.24,1 1 1 1,8.21,1 1 1 1,128,1 1 1 1,10.91,1 1 1 1,3.098,1 1 1 1,1.536,1 1 1 1,6.102,1 1 1 1
9/1/2015 15:01,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 1,NAN,4 3 4 1,1.01,1 1 1 1,23.41,1 1 1 1,229.6,1 1 1 1,9.25,1 1 1 1,8.78,1 1 1 1,129.6,1 1 1 1,11.03,1 1 1 1,3.098,1 1 1 1,1.424,1 1 1 1,6.039,1 1 1 1
9/1/2015 15:16,NAN,1 3 4 1,NAN,1 3 4 1,NAN,1 2 4 2,NAN,1 3 4 4,NAN,4 3 4 4,1.01,1 1 1 1,23.42,1 1 1 1,229.4,1 1 1 1,9.27,1 1 1 1,8.85,1 1 1 1,131.4,1 1 1 1,11.18,1 1 1 1,3.048,1 1 1 1,1.464,1 1 1 1,6.041,1 1 1 1
9/1/2015 15:31,2.3,1 1 1 1,0.312,1 3 1 1,190.3,1 2 1 2,6.016,1 1 1 3,260.4533,4 3 1 3,1.005,1 1 1 1,23.37,1 1 1 1,229.3,1 1 1 1,9.27,1 1 1 1,8.71,1 1 1 1,132.4,1 1 1 1,11.28,1 1 1 1,3.719,1 1 1 1,1.365,1 1 1 1,6.093,1 1 1 1
9/1/2015 15:46,2.4,1 1 1 1,1.414,1 1 1 1,190,1 2 1 2,23.62,1 1 1 1,1019.39,1 1 1 1,1.002,1 1 1 1,23.38,1 1 1 1,229.5,1 1 1 1,9.26,1 1 1 1,8.72,1 1 1 1,131.1,1 1 1 1,11.16,1 1 1 1,2.38,1 1 1 1,1.172,1 1 1 1,6.119,1 1 1 1
9/1/2015 16:01,2,1 1 1 1,1.663,1 1 1 1,207.6,1 2 1 2,23.78,1 1 1 1,1019.185,1 1 1 1,1.008,1 1 1 1,23.53,1 1 1 1,229.6,1 1 1 1,9.27,1 1 1 1,8.59,1 1 1 1,131.8,1 1 1 1,11.19,1 1 1 1,2.605,1 1 1 1,1.422,1 1 1 1,5.986,1 1 1 1
9/1/2015 16:16,2.4,1 1 1 1,1.801,1 1 1 1,210.2,1 2 1 2,23.94,1 1 1 1,1019.116,1 1 1 1,1.007,1 1 1 1,23.48,1 1 1 1,228.7,1 1 1 1,9.32,1 1 1 1,9.42,1 1 1 1,136.9,1 1 1 1,11.63,1 1 1 1,4.038,1 1 1 1,1.712,1 1 1 1,5.972,1 1 1 1
9/1/2015 16:31,2.1,1 1 1 1,1.39,1 1 1 1,214.4,1 2 1 2,24.31,1 1 1 1,1018.827,1 1 1 1,1.001,1 1 1 1,23.53,1 1 1 1,228.3,1 1 1 1,9.33,1 1 1 1,9.36,1 1 1 1,139.7,1 1 1 1,11.86,1 1 1 1,3.616,1 1 1 1,1.601,1 1 1 1,5.982,1 1 1 1
9/1/2015 16:46,1.3,1 3 1 1,0.791,1 1 1 1,229.6,1 2 1 2,25.17,1 1 1 1,1018.858,1 1 1 1,1,1 1 1 1,23.61,1 1 1 1,228.5,1 1 1 1,9.32,1 1 1 1,9.58,1 1 1 1,139.1,1 1 1 1,11.79,1 1 1 1,3.005,1 1 1 1,1.601,1 1 1 1,5.953,1 1 1 1
9/1/2015 17:01,1.2,1 3 1 1,0.724,1 3 1 1,243.1,1 2 1 2,26.48,1 1 1 1,1018.672,1 1 1 1,1,1 1 1 1,23.51,1 1 1 1,228,1 1 1 1,9.35,1 1 1 1,8.93,1 1 1 1,142.9,1 1 1 1,12.13,1 1 1 1,3.576,1 1 1 1,1.742,1 1 1 1,6.064,1 1 1 1
9/1/2015 17:16,1.5,1 3 1 1,0.991,1 1 1 1,222.6,1 2 1 2,26.49,1 1 1 1,1018.677,1 1 1 1,1,1 1 1 1,23.48,1 1 1 1,227.8,1 1 1 1,9.35,1 1 1 1,9.36,1 1 1 1,144.6,1 1 1 1,12.29,1 1 1 1,3.584,1 1 1 1,1.465,1 1 1 1,6.112,1 1 1 1
9/1/2015 17:31,1.1,1 3 1 1,0.738,1 3 1 1,242.8,1 2 1 2,26.91,1 1 1 1,1018.822,1 1 1 1,1,1 1 1 1,23.46,1 1 1 1,227.4,1 1 1 1,9.35,1 1 1 1,9.73,1 1 1 1,144.4,1 1 1 1,12.27,1 1 1 1,3.308,1 1 1 1,1.32,1 1 1 1,6.128,1 1 1 1
9/1/2015 17:46,1.1,1 3 1 1,0.75,1 3 1 1,278,1 2 1 2,27.99,1 3 1 1,1018.69,1 1 1 1,1,1 1 1 1,23.45,1 1 1 1,226.9,1 1 1 1,9.34,1 1 1 1,9.54,1 1 1 1,144.9,1 1 1 1,12.32,1 1 1 1,3.043,1 1 1 1,1.4,1 1 1 1,6.15,1 1 1 1
9/1/2015 18:01,0.9,1 3 1 1,0.423,1 3 1 1,287.2,1 2 1 2,28.51,1 3 1 1,1018.261,1 1 1 1,1,1 1 1 1,23.58,1 1 1 1,227,1 1 1 1,9.38,1 1 1 1,9.15,1 1 1 1,149.1,1 1 1 1,12.65,1 1 1 1,3.622,1 1 1 1,1.607,1 1 1 1,6.071,1 1 1 1
9/1/2015 18:16,1,1 3 1 1,0.38,1 3 1 1,336.6,1 2 1 2,28.07,1 3 1 1,1018.036,1 1 1 1,0.998,1 1 1 1,23.71,1 1 1 1,227.4,1 1 1 1,9.38,1 1 1 1,9.1,1 1 1 1,151.2,1 1 1 1,12.79,1 1 1 1,4.348,1 1 1 1,1.603,1 1 1 1,5.955,1 1 1 1
9/1/2015 18:31,1.6,1 1 1 1,0.817,1 1 1 1,131.4,1 2 1 2,27.49,1 1 1 1,1017.598,1 1 1 1,0.991,1 1 1 1,23.76,1 1 1 1,227.3,1 1 1 1,9.42,1 1 1 1,9.63,1 1 1 1,154.8,1 1 1 1,13.08,1 1 1 1,3.793,1 1 1 1,1.685,1 1 1 1,5.99,1 1 1 1
9/1/2015 18:46,2.4,1 1 1 1,1.596,1 1 1 1,158,1 2 1 2,26.82,1 1 1 1,1017.366,1 1 1 1,0.99,1 1 1 1,23.8,1 1 1 1,228.8,1 1 1 1,9.44,1 1 1 1,9.77,1 1 1 1,159.5,1 1 1 1,13.47,1 1 1 1,3.548,1 1 1 1,1.773,1 1 1 1,6.014,1 1 1 1
9/1/2015 19:01,2.7,1 1 1 1,2.037,1 1 1 1,152.8,1 2 1 2,26.33,1 1 1 1,1017.562,1 1 1 1,0.99,1 1 1 1,23.85,1 1 1 1,227.8,1 1 1 1,9.45,1 1 1 1,9.58,1 1 1 1,162.3,1 1 1 1,13.69,1 1 1 1,3.642,1 1 1 1,1.78,1 1 1 1,6.006,1 1 1 1
9/1/2015 19:16,2.5,1 1 1 1,1.803,1 1 1 1,140.2,1 2 1 2,26.12,1 1 1 1,1017.67,1 1 1 1,0.99,1 1 1 1,23.88,1 1 1 1,226.8,1 1 1 1,9.45,1 1 1 1,9.27,1 1 1 1,164.2,1 1 1 1,13.85,1 1 1 1,3.31,1 1 1 1,1.617,1 1 1 1,6.031,1 1 1 1
9/1/2015 19:31,3.1,1 1 1 1,2.347,1 1 1 1,146.2,1 2 1 2,26.09,1 1 1 1,1017.41,1 1 1 1,0.99,1 1 1 1,24.02,1 1 1 1,227.1,1 1 1 1,9.46,1 1 1 1,10.28,1 1 1 1,167.2,1 1 1 1,14.06,1 1 1 1,3.52,1 1 1 1,1.64,1 1 1 1,5.987,1 1 1 1
9/1/2015 19:46,3.3,1 1 1 1,2.651,1 1 1 1,142.5,1 2 1 2,25.81,1 1 1 1,1017.26,1 1 1 1,0.99,1 1 1 1,24.14,1 1 1 1,228.3,1 1 1 1,9.47,1 1 1 1,9.87,1 1 1 1,169.1,1 1 1 1,14.19,1 1 1 1,3.542,1 1 1 1,1.656,1 1 1 1,5.983,1 1 1 1
9/1/2015 20:01,3.5,1 1 1 1,2.861,1 1 1 1,142.5,1 2 1 2,25.55,1 1 1 1,1016.682,1 1 1 1,0.99,1 1 1 1,24.14,1 1 1 1,227.4,1 1 1 1,9.48,1 1 1 1,10.21,1 1 1 1,170,1 1 1 1,14.26,1 1 1 1,3.307,1 1 1 1,1.567,1 1 1 1,6.063,1 1 1 1
9/1/2015 20:16,4,1 1 1 1,3.024,1 1 1 1,136.6,1 2 1 2,25.1,1 1 1 1,1016.79,1 1 1 1,0.99,1 1 1 1,24.49,1 1 1 1,227.9,1 1 1 1,9.46,1 1 1 1,9.47,1 1 1 1,170.4,1 1 1 1,14.2,1 1 1 1,3.18,1 1 1 1,1.64,1 1 1 1,5.928,1 1 1 1
9/1/2015 20:31,3.2,1 1 1 1,2.558,1 1 1 1,132.7,1 2 1 2,24.91,1 1 1 1,1016.888,1 1 1 1,0.989,1 1 1 1,25.06,1 1 1 1,228.3,1 1 1 1,9.45,1 1 1 1,9.22,1 1 1 1,172,1 1 1 1,14.18,1 1 1 1,3.417,1 1 1 1,1.722,1 1 1 1,5.74,1 1 1 1
9/1/2015 20:46,3.7,1 1 1 1,2.757,1 1 1 1,144.9,1 2 1 2,24.79,1 1 1 1,1016.814,1 1 1 1,0.987,1 1 1 1,25.15,1 1 1 1,229.6,1 1 1 1,9.46,1 1 1 1,10.45,1 1 1 1,174.5,1 1 1 1,14.38,1 1 1 1,3.761,1 1 1 1,1.838,1 1 1 1,5.792,1 1 1 1
9/1/2015 21:01,3,1 1 1 1,2.259,1 1 1 1,135,1 2 1 2,24.7,1 1 1 1,1016.9,1 1 1 1,0.983,1 1 1 1,25.26,1 1 1 1,229,1 1 1 1,9.47,1 1 1 1,9.61,1 1 1 1,175.3,1 1 1 1,14.41,1 1 1 1,3.718,1 1 1 1,1.712,1 1 1 1,5.736,1 1 1 1
9/1/2015 21:16,3.7,1 1 1 1,2.79,1 1 1 1,134.7,1 2 1 2,24.6,1 1 1 1,1016.953,1 1 1 1,0.987,1 1 1 1,25.41,1 1 1 1,227.9,1 1 1 1,9.46,1 1 1 1,9.42,1 1 1 1,175.3,1 1 1 1,14.37,1 1 1 1,3.56,1 1 1 1,1.644,1 1 1 1,5.672,1 1 1 1
9/1/2015 21:31,3.5,1 1 1 1,2.957,1 1 1 1,139.7,1 2 1 2,24.54,1 1 1 1,1016.728,1 1 1 1,0.98,1 1 1 1,25.4,1 1 1 1,228.2,1 1 1 1,9.46,1 1 1 1,8.9,1 1 1 1,175.7,1 1 1 1,14.41,1 1 1 1,3.428,1 1 1 1,1.589,1 1 1 1,5.667,1 1 1 1
9/1/2015 21:46,3.5,1 1 1 1,2.591,1 1 1 1,146.2,1 2 1 2,24.62,1 1 1 1,1016.818,1 1 1 1,0.98,1 1 1 1,25.33,1 1 1 1,229.2,1 1 1 1,9.45,1 1 1 1,9.56,1 1 1 1,174.2,1 1 1 1,14.3,1 1 1 1,3.083,1 1 1 1,1.631,1 1 1 1,5.745,1 1 1 1
9/1/2015 22:01,3.4,1 1 1 1,2.581,1 1 1 1,153.8,1 2 1 2,24.71,1 1 1 1,1017.039,1 1 1 1,0.98,1 1 1 1,25.37,1 1 1 1,228.2,1 1 1 1,9.45,1 1 1 1,9.56,1 1 1 1,173.3,1 1 1 1,14.22,1 1 1 1,2.89,1 1 1 1,1.523,1 1 1 1,5.783,1 1 1 1
9/1/2015 22:16,3.4,1 1 1 1,2.669,1 1 1 1,154.1,1 2 1 2,24.71,1 1 1 1,1017.013,1 1 1 1,0.98,1 1 1 1,25.45,1 1 1 1,230.4,1 1 1 1,9.46,1 1 1 1,10.36,1 1 1 1,173.5,1 1 1 1,14.21,1 1 1 1,2.575,1 1 1 1,1.402,1 1 1 1,5.785,1 1 1 1
9/1/2015 22:31,3.2,1 1 1 1,2.409,1 1 1 1,160.6,1 2 1 2,24.47,1 1 1 1,1016.343,1 1 1 1,0.98,1 1 1 1,25.36,1 1 1 1,228.8,1 1 1 1,9.45,1 1 1 1,9.09,1 1 1 1,172.5,1 1 1 1,14.15,1 1 1 1,2.233,1 1 1 1,1.419,1 1 1 1,5.883,1 1 1 1
