timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidity_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temperature_c6,water_temperature_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,NAN,millivolts,NTU,NAN,%,milligrams per liter,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meter,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
9/26/2015 4:31,12.5,1 1 1 1,8.79,1 1 1 1,96.4,1 2 1 2,17.72,1 1 1 1,1024.959,1 1 1 1,1.073,1 1 1 1,20.85,1 1 1 1,257.1,1 1 1 1,8.91,1 1 1 1,9.42,1 1 1 1,97.6,1 1 1 1,8.72,1 1 1 1,1.029,1 1 1 1,0.669,1 1 1 1,8.96,1 1 1 1,39.24,1 1 1 1,428.04,1 1 1 1,1183.2,1 1 1 1,358.8,1 1 1 1,45.52,1 1 1 1,1.23,1 2 2 2,19.66,1 2 2 2
9/26/2015 4:46,11.5,1 1 1 1,8.51,1 1 1 1,98.7,1 2 1 2,17.52,1 1 1 1,1025.223,1 1 1 1,1.073,1 1 1 1,20.84,1 1 1 1,257.3,1 1 1 1,8.9,1 1 1 1,9.82,1 1 1 1,97.4,1 1 1 1,8.7,1 1 1 1,1.065,1 1 1 1,0.695,1 1 1 1,8.99,1 1 1 1,39.57,1 1 1 1,426.72,1 1 1 1,1142.8,1 1 1 1,378.4,1 1 1 1,43.36,1 1 1 1,1.1,1 2 2 2,19.66,1 2 2 2
9/26/2015 5:01,11.3,1 1 1 1,8.38,1 1 1 1,97.7,1 2 1 2,17.59,1 1 1 1,1025.2,1 1 1 1,1.081,1 1 1 1,20.84,1 1 1 1,257.8,1 1 1 1,8.9,1 1 1 1,10.72,1 1 1 1,97.1,1 1 1 1,8.67,1 1 1 1,0.952,1 1 1 1,0.72,1 1 1 1,9.12,1 1 1 1,49.53,1 1 1 1,287.28,1 1 1 1,1001.6,1 1 1 1,338.4,1 1 1 1,45.24,1 1 1 1,1.37,1 2 2 2,19.65,1 2 2 2
9/26/2015 5:16,12.2,1 1 1 1,8.98,1 1 1 1,94.4,1 2 1 2,17.56,1 1 1 1,1024.9,1 1 1 1,1.083,1 1 1 1,20.83,1 1 1 1,258.3,1 1 1 1,8.9,1 1 1 1,11.2,1 1 1 1,96.7,1 1 1 1,8.64,1 1 1 1,1.055,1 1 1 1,0.75,1 1 1 1,9.2,1 1 1 1,49.18,1 1 1 1,336.12,1 1 1 1,1120.4,1 1 1 1,310.04,1 1 1 1,45.68,1 1 1 1,1.23,1 2 2 2,19.65,1 2 2 2
9/26/2015 5:31,10.8,1 1 1 1,8.22,1 1 1 1,94.3,1 2 1 2,17.52,1 1 3 1,1024.238,1 1 1 1,1.085,1 1 1 1,20.83,1 1 1 1,258.6,1 1 1 1,8.89,1 1 1 1,12.11,1 1 1 1,96.4,1 1 1 1,8.62,1 1 1 1,1.069,1 1 1 1,0.759,1 1 1 1,9.2,1 1 1 1,39.75,1 1 1 1,368,1 1 1 1,988,1 1 1 1,337.84,1 1 1 1,46.24,1 1 1 1,1.16,1 2 2 2,19.64,1 2 2 2
9/26/2015 5:46,11.2,1 1 1 1,8.09,1 1 1 1,96.3,1 2 1 2,17.53,1 1 3 1,1024.647,1 1 1 1,1.078,1 1 1 1,20.82,1 1 1 1,258.7,1 1 1 1,8.89,1 1 1 1,12.68,1 1 1 1,96.2,1 1 1 1,8.6,1 1 1 1,1.026,1 1 1 1,0.778,1 1 1 1,9.25,1 1 1 1,39.38,1 1 1 1,227.8,1 1 1 1,988.8,1 1 1 1,351.6,1 1 1 1,47.12,1 1 1 1,1.31,1 2 2 2,19.64,1 2 2 2
9/26/2015 6:01,11.1,1 1 1 1,7.984,1 1 1 1,92.7,1 2 1 2,17.53,1 1 3 1,1025.241,1 1 1 1,1.094,1 1 1 1,20.82,1 1 1 1,258.9,1 1 1 1,8.89,1 1 1 1,12.67,1 1 1 1,96.1,1 1 1 1,8.59,1 1 1 1,1.024,1 1 1 1,0.805,1 1 1 1,9.28,1 1 1 1,42.9,1 1 1 1,334.6,1 1 1 1,1138.4,1 1 1 1,372,1 1 1 1,48.32,1 1 1 1,1.23,1 2 2 2,19.64,1 2 2 2
9/26/2015 6:16,10.3,1 1 1 1,8.25,1 1 1 1,92.1,1 2 1 2,17.5,1 1 3 1,1025.471,1 1 1 1,1.082,1 1 1 1,20.81,1 1 1 1,259.5,1 1 1 1,8.88,1 1 1 1,13.4,1 1 1 1,95.9,1 1 1 1,8.58,1 1 1 1,1.053,1 1 1 1,0.798,1 1 1 1,9.28,1 1 1 1,44.7,1 1 1 1,314.28,1 1 1 1,942.4,1 1 1 1,347.2,1 1 1 1,47.04,1 1 1 1,1.31,1 2 2 2,19.62,1 2 2 2
9/26/2015 6:31,10.4,1 1 1 1,8.01,1 1 1 1,93.5,1 2 1 2,17.47,1 1 1 1,1025.333,1 1 1 1,1.083,1 1 1 1,20.8,1 1 1 1,261.3,1 1 1 1,8.88,1 1 4 1,13.79,1 1 1 1,95.8,1 1 1 1,8.57,1 1 1 1,1.044,1 1 1 1,0.799,1 1 1 1,9.35,1 1 1 1,36.09,1 1 1 1,414.04,1 1 1 1,1164.4,1 1 1 1,373.2,1 1 1 1,44.76,1 1 1 1,1.1,1 2 2 2,19.61,1 2 2 2
9/26/2015 6:46,10.6,1 1 1 1,7.989,1 1 1 1,90.9,1 2 1 2,17.4,1 1 1 1,1025.497,1 1 1 1,1.087,1 1 1 1,20.8,1 1 1 1,261.6,1 1 1 1,8.88,1 1 4 1,13.92,1 1 1 1,95.8,1 1 1 1,8.57,1 1 1 1,1.041,1 1 1 1,0.832,1 1 1 1,9.37,1 1 1 1,40.14,1 1 1 1,280.4,1 1 1 1,979.6,1 1 1 1,344,1 1 1 1,46.04,1 1 1 1,1.31,1 2 2 2,19.61,1 2 2 2
9/26/2015 7:01,10.3,1 1 1 1,7.967,1 1 1 1,94.8,1 2 1 2,17.39,1 1 1 1,1025.381,1 1 1 1,1.077,1 1 1 1,20.79,1 1 1 1,260.5,1 1 1 1,8.88,1 1 4 1,13.65,1 1 1 1,95.7,1 1 1 1,8.56,1 1 1 1,1.094,1 1 1 1,0.852,1 1 1 1,9.4,1 1 1 1,46.64,1 1 1 1,375.32,1 1 1 1,1184,1 1 1 1,352.44,1 1 1 1,49.36,1 1 1 1,1.23,1 2 2 2,19.61,1 2 2 2
9/26/2015 7:16,11.3,1 1 1 1,8.16,1 1 1 1,94.7,1 2 1 2,17.31,1 1 1 1,1024.897,1 1 1 1,1.086,1 1 1 1,20.78,1 1 1 1,263.8,1 1 1 1,8.88,1 1 4 1,13.89,1 1 1 1,95.6,1 1 1 1,8.55,1 1 1 1,1.048,1 1 1 1,0.836,1 1 1 1,9.42,1 1 1 1,41.31,1 1 1 1,361.48,1 1 1 1,1076.8,1 1 1 1,366,1 1 1 1,45.68,1 1 1 1,1.23,1 2 2 2,19.61,1 2 2 2
9/26/2015 7:31,10.1,1 1 1 1,7.876,1 1 1 1,95.1,1 2 1 2,17.4,1 1 1 1,1025.318,1 1 1 1,1.073,1 1 1 1,20.79,1 1 1 1,264.6,1 1 1 1,8.88,1 1 4 1,14.31,1 1 1 1,95.3,1 1 1 1,8.52,1 1 1 1,0.994,1 1 1 1,0.847,1 1 1 1,9.45,1 1 1 1,41.47,1 1 1 1,396.04,1 1 1 1,1132,1 1 1 1,317.88,1 1 1 1,51.08,1 1 1 1,1.16,1 2 2 2,19.6,1 2 2 2
9/26/2015 7:46,11.1,1 1 1 1,7.967,1 1 1 1,96.6,1 2 1 2,17.43,1 1 1 1,1025.042,1 1 1 1,1.08,1 1 1 1,20.78,1 1 1 1,264.2,1 1 1 1,8.87,1 1 1 1,13.96,1 1 1 1,95.2,1 1 1 1,8.52,1 1 1 1,1.013,1 1 1 1,0.813,1 1 1 1,9.43,1 1 1 1,37.52,1 1 1 1,363.52,1 1 1 1,955.2,1 1 1 1,356.4,1 1 1 1,46.08,1 1 1 1,1.23,1 2 2 2,19.6,1 2 2 2
9/26/2015 8:01,10,1 1 1 1,8.13,1 1 1 1,98.1,1 2 1 2,17.43,1 1 3 1,1025.084,1 1 1 1,1.078,1 1 1 1,20.78,1 1 3 1,263.7,1 1 1 1,8.88,1 1 1 1,13.88,1 1 1 1,95.4,1 1 1 1,8.53,1 1 1 1,1.005,1 1 1 1,0.82,1 1 1 1,9.36,1 1 1 1,44.99,1 1 1 1,311.52,1 1 1 1,1024.8,1 1 1 1,360.8,1 1 1 1,47.72,1 1 1 1,0.89,1 2 2 2,19.6,1 2 2 2
9/26/2015 8:16,11,1 1 1 1,7.906,1 1 1 1,100.9,1 2 1 2,17.49,1 1 3 1,1025.12,1 1 1 1,1.074,1 1 1 1,20.78,1 1 3 1,263.6,1 1 1 1,8.88,1 1 3 1,13.94,1 1 1 1,95.4,1 1 1 1,8.54,1 1 1 1,1.042,1 1 1 1,0.813,1 1 1 1,9.29,1 1 1 1,38.65,1 1 1 1,329.56,1 1 1 1,1171.2,1 1 1 1,352.8,1 1 1 1,46.36,1 1 1 1,1.23,1 2 2 2,19.6,1 2 2 2
9/26/2015 8:31,10.9,1 1 1 1,7.72,1 1 1 1,100.6,1 2 1 2,17.46,1 1 3 1,1025,1 1 1 1,1.072,1 1 1 1,20.78,1 1 3 1,262.9,1 1 1 1,8.88,1 1 3 1,13.85,1 1 1 1,95.6,1 1 1 1,8.56,1 1 1 1,1.118,1 1 1 1,0.813,1 1 1 1,9.17,1 1 1 1,49.4,1 1 1 1,319.68,1 1 1 1,1120,1 1 1 1,366,1 1 1 1,45.36,1 1 1 1,1.37,1 2 2 2,19.6,1 2 2 2
9/26/2015 8:46,10.8,1 1 1 1,7.863,1 1 1 1,101.7,1 2 1 2,17.53,1 1 1 1,1025.117,1 1 1 1,1.075,1 1 1 1,20.78,1 1 3 1,261.3,1 1 1 1,8.88,1 1 3 1,13.95,1 1 1 1,95.8,1 1 1 1,8.57,1 1 1 1,1.151,1 1 1 1,0.79,1 1 1 1,9.05,1 1 1 1,34.7,1 1 1 1,347.16,1 1 1 1,1150,1 1 1 1,311,1 1 1 1,42.96,1 1 1 1,1.16,1 2 2 2,19.6,1 2 2 2
9/26/2015 9:01,10.4,1 1 1 1,7.924,1 1 1 1,103.1,1 2 1 2,17.61,1 1 1 1,1025.23,1 1 1 1,1.09,1 1 1 1,20.77,1 1 1 1,261.2,1 1 1 1,8.88,1 1 3 1,12.9,1 1 1 1,95.9,1 1 1 1,8.58,1 1 1 1,1.046,1 1 1 1,0.774,1 1 1 1,9.07,1 1 1 1,35.91,1 1 1 1,322.84,1 1 1 1,1138.4,1 1 1 1,354.8,1 1 1 1,41.16,1 1 1 1,1.23,1 2 2 2,19.59,1 2 2 2
9/26/2015 9:16,9.8,1 1 1 1,7.864,1 1 1 1,101.3,1 2 1 2,17.74,1 1 1 1,1025.262,1 1 3 1,1.096,1 1 1 1,20.77,1 1 3 1,261.1,1 1 1 1,8.89,1 1 1 1,12.83,1 1 1 1,96,1 1 1 1,8.59,1 1 1 1,1.051,1 1 1 1,0.797,1 1 1 1,8.99,1 1 1 1,33.98,1 1 1 1,410.16,1 1 1 1,1023.6,1 1 1 1,370.4,1 1 1 1,46.8,1 1 1 1,1.31,1 2 2 2,19.59,1 2 2 2
9/26/2015 9:31,9.8,1 1 1 1,7.147,1 1 1 1,104.5,1 2 1 2,17.86,1 1 1 1,1025.259,1 1 3 1,1.09,1 1 1 1,20.77,1 1 3 1,260,1 1 1 1,8.89,1 1 1 1,12.38,1 1 1 1,96.1,1 1 1 1,8.6,1 1 1 1,1.088,1 1 1 1,0.762,1 1 1 1,8.93,1 1 1 1,37.77,1 1 1 1,337.4,1 1 1 1,1074.8,1 1 1 1,379.2,1 1 1 1,45.08,1 1 1 1,1.23,1 2 2 2,19.58,1 2 2 2
9/26/2015 9:46,10.5,1 1 1 1,7.451,1 1 1 1,108.4,1 2 1 2,17.87,1 1 1 1,1025.228,1 1 3 1,1.086,1 1 1 1,20.77,1 1 3 1,260.2,1 1 1 1,8.88,1 1 1 1,12.89,1 1 1 1,95.9,1 1 1 1,8.58,1 1 1 1,1.081,1 1 1 1,0.744,1 1 1 1,8.96,1 1 1 1,36.07,1 1 1 1,322.12,1 1 1 1,1123.6,1 1 1 1,379.6,1 1 1 1,45.36,1 1 1 1,1.31,1 2 2 2,19.58,1 2 2 2
9/26/2015 10:01,10.1,1 1 1 1,6.867,1 1 1 1,107.7,1 2 1 2,18.04,1 1 1 1,1025.337,1 1 1 1,1.076,1 1 1 1,20.76,1 1 1 1,261.3,1 1 1 1,8.88,1 1 3 1,12.69,1 1 1 1,95.9,1 1 1 1,8.59,1 1 1 1,0.983,1 1 1 1,0.754,1 1 1 1,8.93,1 1 1 1,35.09,1 1 1 1,453.56,1 1 1 1,1190,1 1 1 1,460.4,1 1 1 1,44.8,1 1 1 1,1.16,1 2 2 2,19.59,1 2 2 2
9/26/2015 10:16,9.4,1 1 1 1,6.703,1 1 1 1,112.5,1 2 1 2,18.37,1 1 1 1,1025.475,1 1 1 1,1.09,1 1 1 1,20.77,1 1 1 1,260.5,1 1 1 1,8.88,1 1 3 1,13.19,1 1 1 1,95.8,1 1 1 1,8.58,1 1 1 1,0.996,1 1 1 1,0.773,1 1 1 1,8.87,1 1 1 1,43.98,1 1 1 1,311.2,1 1 1 1,1090,1 1 1 1,354.4,1 1 1 1,43.16,1 1 1 1,1.1,1 2 2 2,19.57,1 2 2 2
9/26/2015 10:31,9.4,1 1 1 1,6.929,1 1 1 1,115.1,1 2 1 2,18.43,1 1 1 1,1025.53,1 1 1 1,1.089,1 1 1 1,20.75,1 1 1 1,261,1 1 1 1,8.88,1 1 3 1,12.93,1 1 1 1,95.7,1 1 1 1,8.56,1 1 1 1,1.038,1 1 1 1,0.772,1 1 1 1,8.93,1 1 1 1,43.51,1 1 1 1,332.12,1 1 1 1,1123.2,1 1 1 1,371.6,1 1 1 1,49.8,1 1 1 1,1.16,1 2 2 2,19.56,1 2 2 2
9/26/2015 10:46,8.9,1 1 1 1,7.059,1 1 3 1,116.6,1 2 1 2,18.35,1 1 1 1,1025.667,1 1 1 1,1.084,1 1 1 1,20.74,1 1 1 1,261.6,1 1 1 1,8.87,1 1 1 1,12.94,1 1 1 1,95.3,1 1 1 1,8.53,1 1 1 1,1.072,1 1 1 1,0.783,1 1 1 1,9.14,1 1 1 1,48.61,1 1 1 1,360.44,1 1 1 1,1108.4,1 1 1 1,392.8,1 1 1 1,45.84,1 1 1 1,1.1,1 2 2 2,19.55,1 2 2 2
9/26/2015 11:01,10.9,1 1 1 1,7.011,1 1 3 1,109.9,1 2 1 2,18.07,1 1 1 1,1025.42,1 1 1 1,1.087,1 1 1 1,20.72,1 1 1 1,264.2,1 1 1 1,8.86,1 1 1 1,12.84,1 1 1 1,94.5,1 1 1 1,8.46,1 1 1 1,1.061,1 1 1 1,0.829,1 1 1 1,9.47,1 1 1 1,44.05,1 1 1 1,380.12,1 1 1 1,1144.8,1 1 1 1,376.56,1 1 1 1,44.56,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
9/26/2015 11:16,10,1 1 1 1,6.981,1 1 3 1,112.7,1 2 1 2,17.39,1 1 1 1,1024.21,1 1 1 3,1.082,1 1 1 1,20.71,1 1 1 1,265.3,1 1 1 1,8.85,1 1 1 1,12.81,1 1 1 1,94,1 1 1 1,8.43,1 1 1 1,0.99,1 1 1 1,0.85,1 1 1 1,9.71,1 1 1 1,43.86,1 1 1 1,339.24,1 1 1 1,1158,1 1 1 1,636.4,1 1 1 1,44.32,1 1 1 1,1.23,1 2 2 2,19.54,1 2 2 2
9/26/2015 11:31,8.4,1 1 1 1,6.653,1 1 1 1,109.8,1 2 1 2,17.7,1 1 1 1,1025.351,1 1 1 1,1.087,1 1 1 1,20.71,1 1 1 1,265,1 1 1 1,8.85,1 1 3 1,12.38,1 1 1 1,94,1 1 1 1,8.42,1 1 1 1,0.952,1 1 1 1,0.839,1 1 1 1,9.66,1 1 1 1,36.11,1 1 1 1,418.12,1 1 1 1,1070.4,1 1 1 1,355.6,1 1 1 1,47.44,1 1 1 1,1.23,1 2 2 2,19.53,1 2 2 2
9/26/2015 11:46,9.3,1 1 1 1,6.538,1 1 1 1,112.9,1 2 1 2,18.08,1 1 1 1,1026.077,1 1 1 1,1.093,1 1 1 1,20.71,1 1 1 1,265,1 1 1 1,8.85,1 1 3 1,12.5,1 1 1 1,94.1,1 1 1 1,8.43,1 1 1 1,0.909,1 1 1 1,0.834,1 1 1 1,9.61,1 1 1 1,35.89,1 1 1 1,338.16,1 1 1 1,1140.8,1 1 1 1,357.6,1 1 1 1,47.4,1 1 1 1,1.23,1 2 2 2,19.53,1 2 2 2
9/26/2015 12:01,8.8,1 1 1 1,6.813,1 1 1 1,113.2,1 2 1 2,18.47,1 1 1 1,1026.194,1 1 1 1,1.083,1 1 1 1,20.7,1 1 1 1,264.9,1 1 1 1,8.85,1 1 3 1,12.59,1 1 1 1,93.9,1 1 1 1,8.42,1 1 1 1,0.943,1 1 1 1,0.857,1 1 1 1,9.66,1 1 1 1,40.1,1 1 1 1,273.08,1 1 1 1,1059.6,1 1 1 1,369.6,1 1 1 1,42.6,1 1 1 1,1.31,1 2 2 2,19.52,1 2 2 2
9/26/2015 12:16,8.9,1 1 1 1,6.663,1 1 1 1,115.4,1 2 1 2,18.53,1 1 1 1,1026.381,1 1 1 1,1.089,1 1 1 1,20.7,1 1 1 1,265.6,1 1 1 1,8.84,1 1 1 1,12.6,1 1 1 1,93.8,1 1 1 1,8.4,1 1 1 1,0.948,1 1 1 1,0.874,1 1 1 1,9.72,1 1 1 1,50.2,1 1 1 1,232.12,1 1 1 1,1046.8,1 1 1 1,361.6,1 1 1 1,45.4,1 1 1 1,1.31,1 2 2 2,19.52,1 2 2 2
9/26/2015 12:31,8.5,1 1 1 1,6.286,1 1 1 1,115.9,1 2 1 2,18.6,1 1 1 1,1026.48,1 1 1 1,1.083,1 1 1 1,20.69,1 1 1 1,265.8,1 1 1 1,8.84,1 1 1 1,12.07,1 1 1 1,93.9,1 1 1 1,8.42,1 1 1 1,0.9,1 1 1 1,0.874,1 1 1 1,9.73,1 1 1 1,39.28,1 1 1 1,416.52,1 1 1 1,1068.8,1 1 1 1,365.2,1 1 1 1,45.32,1 1 1 1,1.23,1 2 2 2,19.51,1 2 2 2
9/26/2015 12:46,9.1,1 1 1 1,6.47,1 1 1 1,114.9,1 2 1 2,18.74,1 1 1 1,1026.484,1 1 1 1,1.09,1 1 1 1,20.69,1 1 1 1,264.8,1 1 1 1,8.84,1 1 1 1,12.11,1 1 1 1,94.1,1 1 1 1,8.43,1 1 1 1,0.942,1 1 1 1,0.889,1 1 1 1,9.73,1 1 1 1,43.39,1 1 1 1,365.24,1 1 1 1,1097.2,1 1 1 1,364.8,1 1 1 1,44.08,1 1 1 1,1.1,1 2 2 2,19.51,1 2 2 2
9/26/2015 13:01,9,1 1 1 1,6.244,1 1 1 1,112.9,1 2 1 2,18.92,1 1 1 1,1026.624,1 1 1 1,1.093,1 1 1 1,20.69,1 1 1 1,263.2,1 1 1 1,8.85,1 1 1 1,11.99,1 1 1 1,94.1,1 1 1 1,8.43,1 1 1 1,0.955,1 1 1 1,0.884,1 1 1 1,9.72,1 1 1 1,39.36,1 1 1 1,331.92,1 1 1 1,1080,1 1 1 1,341.08,1 1 1 1,46.36,1 1 1 1,1.16,1 2 2 2,19.52,1 2 2 2
9/26/2015 13:16,8.8,1 1 1 1,6.156,1 1 1 1,110.5,1 2 1 2,19,1 1 1 1,1026.635,1 1 1 1,1.099,1 1 1 1,20.7,1 1 1 1,263.2,1 1 1 1,8.86,1 1 1 1,11.27,1 1 1 1,94.7,1 1 1 1,8.49,1 1 1 1,0.967,1 1 1 1,0.875,1 1 1 1,9.54,1 1 1 1,33.33,1 1 1 1,373.8,1 1 1 1,1227.6,1 1 1 1,383.2,1 1 1 1,44.24,1 1 1 1,1.23,1 2 2 2,19.53,1 2 2 2
9/26/2015 13:31,8.5,1 1 1 1,6.116,1 1 1 1,104.9,1 2 1 2,18.88,1 1 1 1,1026.63,1 1 1 1,1.099,1 1 1 1,20.71,1 1 1 1,264.1,1 1 1 1,8.86,1 1 1 1,11.85,1 1 1 1,94.8,1 1 1 1,8.5,1 1 1 1,0.904,1 1 1 1,0.875,1 1 1 1,9.45,1 1 1 1,39.22,1 1 1 1,261.32,1 1 1 1,1042.8,1 1 1 1,369.2,1 1 1 1,42.76,1 1 1 1,1.31,1 2 2 2,19.54,1 2 2 2
9/26/2015 13:46,8.2,1 1 1 1,6.292,1 1 1 1,99.6,1 2 1 2,18.69,1 1 1 1,1026.693,1 1 1 1,1.099,1 1 1 1,20.72,1 1 1 1,262.9,1 1 1 1,8.87,1 1 1 1,11.24,1 1 1 1,95.7,1 1 1 1,8.57,1 1 1 1,0.859,1 1 1 1,0.826,1 1 1 1,9.16,1 1 1 1,43.55,1 1 1 1,254,1 1 1 1,991.6,1 1 1 1,354,1 1 1 1,44.48,1 1 1 1,1.44,1 2 2 2,19.54,1 2 2 2
9/26/2015 14:01,7.8,1 1 1 1,6.012,1 1 1 1,96,1 2 1 2,18.59,1 1 1 1,1026.809,1 1 1 1,1.099,1 1 1 1,20.72,1 1 1 1,263.2,1 1 1 1,8.87,1 1 1 1,11.06,1 1 1 1,95.7,1 1 1 1,8.57,1 1 1 1,0.917,1 1 1 1,0.821,1 1 1 1,9.22,1 1 1 1,44.7,1 1 1 1,482.16,1 1 1 1,974,1 1 1 1,335.76,1 1 1 1,44.96,1 1 1 1,1.23,1 2 2 2,19.53,1 2 2 2
9/26/2015 14:16,8.7,1 1 1 1,6.32,1 1 1 1,101.7,1 2 1 2,18.57,1 1 1 1,1026.968,1 1 1 1,1.102,1 1 1 1,20.71,1 1 1 1,264.5,1 1 1 1,8.86,1 1 1 1,11.43,1 1 1 1,95.1,1 1 1 1,8.52,1 1 1 1,0.891,1 1 1 1,0.87,1 1 1 1,9.59,1 1 1 1,39.04,1 1 1 1,323.56,1 1 1 1,1060.4,1 1 1 1,359.6,1 1 1 1,44.24,1 1 1 1,1.23,1 2 2 2,19.53,1 2 2 2
9/26/2015 14:31,8.6,1 1 1 1,6.421,1 1 1 1,104.7,1 2 1 2,18.5,1 1 1 1,1026.97,1 1 1 1,1.108,1 1 1 1,20.7,1 1 1 1,265.1,1 1 1 1,8.85,1 1 1 1,11.3,1 1 1 1,94.6,1 1 1 1,8.48,1 1 1 1,0.989,1 1 1 1,0.932,1 1 1 1,9.92,1 1 1 1,44.92,1 1 1 1,305.96,1 1 1 1,1108.8,1 1 1 1,379.2,1 1 1 1,48.2,1 1 1 1,1.23,1 2 2 2,19.52,1 2 2 2
9/26/2015 14:46,8.7,1 1 1 1,6.583,1 1 1 1,105.8,1 2 1 2,18.54,1 1 1 1,1027.017,1 1 1 1,1.103,1 1 1 1,20.7,1 1 1 1,267,1 1 1 1,8.84,1 1 1 1,11.36,1 1 1 1,94.3,1 1 1 1,8.45,1 1 1 1,0.944,1 1 1 1,0.962,1 1 1 1,10.12,1 1 1 1,37.85,1 1 1 1,353,1 1 1 1,1012,1 1 1 1,392.8,1 1 1 1,43.4,1 1 1 1,1.23,1 2 2 2,19.52,1 2 2 2
9/26/2015 15:01,9.7,1 1 1 1,7.054,1 1 1 1,108.2,1 2 1 2,18.59,1 1 1 1,1027.082,1 1 1 1,1.109,1 1 1 1,20.71,1 1 1 1,266.9,1 1 1 1,8.84,1 1 1 1,11.76,1 1 1 1,94.3,1 1 1 1,8.44,1 1 1 1,0.952,1 1 1 1,0.955,1 1 1 1,10.13,1 1 1 1,37.81,1 1 1 1,305.96,1 1 1 1,1036,1 1 1 1,373.2,1 1 1 1,45.08,1 1 1 1,1.23,1 2 2 2,19.54,1 2 2 2
9/26/2015 15:16,9.6,1 1 1 1,7.356,1 1 1 1,105.7,1 2 1 2,18.6,1 1 1 1,1027.03,1 1 1 1,1.102,1 1 1 1,20.72,1 1 1 1,266.6,1 1 1 1,8.85,1 1 1 1,10.67,1 1 1 1,95.3,1 1 1 1,8.53,1 1 1 1,0.937,1 1 1 1,0.906,1 1 1 1,10.03,1 1 1 1,34.99,1 1 1 1,354.24,1 1 1 1,1004.4,1 1 1 1,368.8,1 1 1 1,43.28,1 1 1 1,1.23,1 2 2 2,19.55,1 2 2 2
9/26/2015 15:31,9.7,1 1 1 1,7.173,1 1 1 1,109.3,1 2 1 2,18.65,1 1 1 1,1027.115,1 1 1 1,1.101,1 1 1 1,20.73,1 1 1 1,265.9,1 1 1 1,8.86,1 1 1 1,10.59,1 1 1 1,95.5,1 1 1 1,8.55,1 1 1 1,0.977,1 1 1 1,0.918,1 1 1 1,9.91,1 1 1 1,52.82,1 1 1 1,422.4,1 1 1 1,1112.8,1 1 1 1,414.8,1 1 1 1,43.04,1 1 1 1,1.23,1 2 2 2,19.56,1 2 2 2
9/26/2015 15:46,10,1 1 1 1,6.984,1 1 1 1,107,1 2 1 2,18.79,1 1 1 1,1027.122,1 1 1 1,1.097,1 1 1 1,20.74,1 1 1 1,265.3,1 1 1 1,8.86,1 1 1 1,10.56,1 1 1 1,95.7,1 1 1 1,8.57,1 1 1 1,1.059,1 1 1 1,0.884,1 1 1 1,9.77,1 1 1 1,35.64,1 1 1 1,286.16,1 1 1 1,894.4,1 1 1 1,379.2,1 1 1 1,42.8,1 1 1 1,1.1,1 2 2 2,19.59,1 2 2 2
9/26/2015 16:01,9.3,1 1 1 1,7.096,1 1 3 1,98.1,1 2 1 2,18.82,1 1 1 1,1027.066,1 1 1 1,1.107,1 1 1 1,20.76,1 1 1 1,264.7,1 1 1 1,8.87,1 1 1 1,10.19,1 1 1 1,96.3,1 1 1 1,8.62,1 1 1 1,0.983,1 1 1 1,0.848,1 1 1 1,9.65,1 1 1 1,38.95,1 1 1 1,299.32,1 1 1 1,1116.4,1 1 1 1,436.8,1 1 1 1,40.76,1 1 1 1,1.16,1 2 2 2,19.6,1 2 2 2
