timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidity_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temperature_c6,water_temperature_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,NAN,millivolts,NTU,NAN,%,milligrams per liter,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meter,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
6/12/2015 15:31,2.5,1 1 1 1,1.654,1 1 1 1,64.06,1 2 1 2,19.85,1 1 1 1,1009.452,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.71,1 1 1 1,206.64,1 1 1 1,16.64,1 1 1 1,550.4,1 1 1 1,135.28,1 1 1 1,1.16,1 2 2 2,19.84,1 2 2 2
6/12/2015 15:46,2.1,1 1 1 1,1.249,1 1 1 1,23.55,1 2 1 2,20.52,1 1 1 1,1009.74,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.6,1 1 1 1,177.36,1 1 1 1,25.04,1 1 1 1,454.24,1 1 1 1,135.12,1 1 1 1,1.1,1 2 2 2,19.76,1 2 2 2
6/12/2015 16:01,3.1,1 1 1 1,1.852,1 1 1 1,338.8,1 2 1 2,20.56,1 1 1 1,1009.855,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.53,1 1 1 1,221.6,1 1 1 1,21.64,1 1 1 1,717.6,1 1 1 1,141.76,1 1 1 1,1.1,1 2 2 2,19.9,1 2 2 2
6/12/2015 16:16,3.5,1 1 1 1,1.661,1 1 1 1,344.4,1 2 1 2,20.04,1 1 1 1,1010.054,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.69,1 1 1 1,204.08,1 1 1 1,20.64,1 1 1 1,604,1 1 1 1,144.04,1 1 1 1,1.16,1 2 2 2,19.92,1 2 2 2
6/12/2015 16:31,4.4,1 1 1 1,1.838,1 1 1 3,265.3,1 2 1 2,20.64,1 1 1 1,1010.137,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.32,1 1 1 1,227.52,1 1 1 1,22.92,1 1 1 1,797.2,1 1 1 1,136.08,1 1 1 1,1.1,1 2 2 2,20,1 2 2 2
6/12/2015 16:46,8,1 1 1 1,5.808,1 1 1 1,257,1 2 1 2,21.85,1 1 1 1,1010.118,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.36,1 1 1 1,190.48,1 1 1 1,18.04,1 1 1 1,473.6,1 1 1 1,137.2,1 1 1 1,1.1,1 2 2 2,19.9,1 2 2 2
6/12/2015 17:01,8.7,1 1 1 1,7.06,1 1 1 1,250.1,1 2 1 2,22.21,1 1 1 1,1009.944,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.28,1 1 1 1,186.44,1 1 1 1,22.52,1 1 1 1,557.6,1 1 1 1,136.8,1 1 1 1,1.16,1 2 2 2,19.97,1 2 2 2
6/12/2015 17:16,7.6,1 1 1 1,5.52,1 1 1 1,244.3,1 2 1 2,22.05,1 1 1 1,1009.885,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.2,1 1 1 1,219.36,1 1 1 1,28.92,1 1 1 1,631.2,1 1 1 1,137.68,1 1 1 1,1.03,1 2 2 2,19.99,1 2 2 2
6/12/2015 17:31,7.2,1 1 1 1,5.741,1 1 1 1,252.9,1 2 1 2,22.17,1 1 1 1,1009.752,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.15,1 1 1 1,195.92,1 1 1 1,19.64,1 1 1 1,515.6,1 1 1 1,130,1 1 1 1,1.1,1 2 2 2,20.02,1 2 2 2
6/12/2015 17:46,8.5,1 1 1 1,6.649,1 1 1 1,257.2,1 2 1 2,22.24,1 1 1 1,1009.71,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.11,1 1 1 1,212.96,1 1 1 1,20.76,1 1 1 1,683.6,1 1 1 1,128.84,1 1 1 1,1.1,1 2 2 2,19.97,1 2 2 2
6/12/2015 18:01,8.2,1 1 1 1,6.523,1 1 1 1,254.6,1 2 1 2,22.04,1 1 1 1,1009.834,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.29,1 1 1 1,198.52,1 1 1 1,19.24,1 1 1 1,508.08,1 1 1 1,141.72,1 1 1 1,1.24,1 2 2 2,19.89,1 2 2 2
6/12/2015 18:16,7.6,1 1 1 1,6.036,1 1 1 1,257.1,1 2 1 2,22.01,1 1 1 1,1009.961,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.17,1 1 1 1,188.32,1 1 1 1,16.6,1 1 1 1,506.4,1 1 1 1,139.6,1 1 1 1,1.16,1 2 2 2,19.88,1 2 2 2
6/12/2015 18:31,11.6,1 1 1 1,7.002,1 1 1 1,268.2,1 2 1 2,21.92,1 1 1 1,1010.089,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.2,1 1 1 1,197.84,1 1 1 1,22.44,1 1 1 1,618.8,1 1 1 1,135.44,1 1 1 1,1.24,1 2 2 2,19.89,1 2 2 2
6/12/2015 18:46,11.3,1 1 1 1,7.069,1 1 1 1,278.2,1 2 1 2,21.97,1 1 1 1,1010.132,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.3,1 1 1 1,180.12,1 1 1 1,32,1 1 1 1,437.16,1 1 1 1,148.04,1 1 1 1,1.16,1 2 2 2,19.81,1 2 2 2
6/12/2015 19:01,7,1 1 1 1,5.578,1 1 1 1,270.2,1 2 1 2,21.81,1 1 1 1,1010.303,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.29,1 1 1 1,159.16,1 1 1 1,21.32,1 1 1 1,307.36,1 1 1 1,143.96,1 1 1 1,1.24,1 2 2 2,19.79,1 2 2 2
6/12/2015 19:16,6.1,1 1 1 1,4.959,1 1 1 1,261.8,1 2 1 2,21.62,1 1 1 1,1010.397,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.43,1 1 1 1,181.2,1 1 1 1,33,1 1 1 1,518.72,1 1 1 1,137.68,1 1 1 1,1.16,1 2 2 2,19.77,1 2 2 2
6/12/2015 19:31,6.1,1 1 1 1,4.783,1 1 1 1,249,1 2 1 2,21.54,1 1 1 1,1010.453,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.27,1 1 1 1,183.4,1 1 1 1,36.04,1 1 1 1,492.8,1 1 1 1,143.8,1 1 1 1,1.16,1 2 2 2,19.77,1 2 2 2
6/12/2015 19:46,5.1,1 1 1 1,3.297,1 1 1 1,253.7,1 2 1 2,21.52,1 1 1 1,1010.271,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.37,1 1 1 1,187.8,1 1 1 1,36.88,1 1 1 1,536.8,1 1 1 1,140.52,1 1 1 1,1.24,1 2 2 2,19.79,1 2 2 2
6/12/2015 20:01,6.5,1 1 1 1,4.382,1 1 1 1,268,1 2 1 2,21.93,1 1 1 1,1010.263,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.22,1 1 1 1,171.12,1 1 1 1,34.4,1 1 1 1,387.4,1 1 1 1,144.12,1 1 1 1,1.1,1 2 2 2,19.85,1 2 2 2
6/12/2015 20:16,6.8,1 1 1 1,5.256,1 1 1 1,266.9,1 2 1 2,22.06,1 1 1 1,1010.392,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.33,1 1 1 1,149.24,1 1 1 1,24.84,1 1 1 1,291.4,1 1 1 1,139.32,1 1 1 1,1.16,1 2 2 2,19.85,1 2 2 2
6/12/2015 20:31,7.1,1 1 1 1,5.178,1 1 1 1,254.8,1 2 1 2,22.09,1 1 1 1,1010.519,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.22,1 1 1 1,157.24,1 1 1 1,17.2,1 1 1 1,295.12,1 1 1 1,145.8,1 1 1 1,1.1,1 2 2 2,19.92,1 2 2 2
6/12/2015 20:46,5.9,1 1 1 1,4.346,1 1 1 1,254.1,1 2 1 2,22.16,1 1 1 1,1010.364,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.31,1 1 1 1,164.84,1 1 1 1,26.76,1 1 1 1,396.92,1 1 1 1,144.24,1 1 1 1,1.16,1 2 2 2,19.9,1 2 2 2
6/12/2015 21:01,5.5,1 1 1 1,4.404,1 1 1 1,246.9,1 2 1 2,22.06,1 1 1 1,1010.278,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.27,1 1 1 1,183.68,1 1 1 1,28.16,1 1 1 1,500.8,1 1 1 1,141.44,1 1 1 1,1.1,1 2 2 2,19.95,1 2 2 2
6/12/2015 21:16,5.1,1 1 1 1,3.296,1 1 1 1,251,1 2 1 2,22,1 1 1 1,1010.226,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.13,1 1 1 1,174.88,1 1 1 1,26.48,1 1 1 1,365.36,1 1 1 1,140.8,1 1 1 1,1.16,1 2 2 2,20.02,1 2 2 2
6/12/2015 21:31,3.9,1 1 1 1,2.43,1 1 1 1,247.1,1 2 1 2,21.8,1 1 1 1,1010.25,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.14,1 1 1 1,165.92,1 1 1 1,30.24,1 1 1 1,419.56,1 1 1 1,145.68,1 1 1 1,1.1,1 2 2 2,20.01,1 2 2 2
6/12/2015 21:46,4.2,1 1 1 1,2.473,1 1 1 1,255.6,1 2 1 2,21.93,1 1 1 1,1010.242,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.97,1 1 1 1,162.92,1 1 1 1,18.32,1 1 1 1,421.52,1 1 1 1,143.6,1 1 1 1,1.1,1 2 2 2,20.05,1 2 2 2
6/12/2015 22:01,3.6,1 1 1 1,2.306,1 1 1 1,263.9,1 2 1 2,22.31,1 1 1 1,1010.38,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2,1 1 1 1,201.88,1 1 1 1,33.48,1 1 1 1,706.8,1 1 1 1,141.88,1 1 1 1,1.16,1 2 2 2,20.09,1 2 2 2
6/12/2015 22:16,2.3,1 1 1 1,1.439,1 1 1 1,260.1,1 2 1 2,22.1,1 1 1 1,1010.488,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.05,1 1 1 1,236.4,1 1 1 1,33.32,1 1 1 1,941.2,1 1 1 1,134.84,1 1 1 1,1.03,1 2 2 2,20.14,1 2 2 2
6/12/2015 22:31,2.5,1 1 1 1,1.147,1 1 1 1,282.9,1 2 1 2,21.93,1 1 1 1,1010.724,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.92,1 1 1 1,249.6,1 1 1 1,31.32,1 1 1 1,1019.6,1 1 1 1,142.48,1 1 1 1,1.16,1 2 2 2,20.16,1 2 2 2
6/12/2015 22:46,3.7,1 1 1 1,2.316,1 1 1 1,299.1,1 2 1 2,21.79,1 1 1 1,1010.731,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.99,1 1 1 1,223.96,1 1 1 1,23.44,1 1 1 1,1005.2,1 1 1 1,136.36,1 1 1 1,1.16,1 2 2 2,20.15,1 2 2 2
6/12/2015 23:01,3.8,1 1 1 1,2.893,1 1 1 1,302.8,1 2 1 2,21.48,1 1 1 1,1011.05,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.79,1 1 1 1,207.12,1 1 1 1,19.76,1 1 1 1,817.2,1 1 1 1,142.48,1 1 1 1,1.1,1 2 2 2,20.13,1 2 2 2
6/12/2015 23:16,3.9,1 1 1 1,3.066,1 1 1 1,309,1 2 1 2,21.65,1 1 1 1,1011.173,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.94,1 1 1 1,185.96,1 1 1 1,30.76,1 1 1 1,707.2,1 1 1 1,138.6,1 1 1 1,1.16,1 2 2 2,20.12,1 2 2 2
6/12/2015 23:31,5.2,1 1 1 1,3.807,1 1 1 1,344.9,1 2 1 2,21.44,1 1 1 1,1011.431,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.84,1 1 1 1,195.44,1 1 1 1,34.76,1 1 1 1,757.6,1 1 1 1,140.96,1 1 1 1,1.16,1 2 2 2,20.12,1 2 2 2
6/12/2015 23:46,4.2,1 1 1 1,3.473,1 1 1 1,359,1 2 1 2,21.29,1 1 1 1,1011.751,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.71,1 1 1 1,267.24,1 1 1 1,17.64,1 1 1 1,731.2,1 1 1 1,146.16,1 1 1 1,1.16,1 2 2 2,20.1,1 2 2 2
6/13/2015 0:01,5.6,1 1 1 1,4.079,1 1 1 1,26.45,1 2 1 2,20.65,1 1 1 1,1012.114,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.06,1 1 1 1,181.6,1 1 1 1,19.8,1 1 1 1,684.8,1 1 1 1,146.12,1 1 1 1,1.1,1 2 2 2,20.08,1 2 2 2
6/13/2015 0:16,8.8,1 1 1 1,6.5,1 1 1 1,26.65,1 2 1 2,20.12,1 1 1 1,1012.298,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.92,1 1 1 1,177.28,1 1 1 1,27.04,1 1 1 1,660,1 1 1 1,145.32,1 1 1 1,1.16,1 2 2 2,20.07,1 2 2 2
6/13/2015 0:31,9.2,1 1 1 1,7.229,1 1 1 1,26.35,1 2 1 2,19.61,1 1 1 1,1012.417,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.94,1 1 1 1,178.72,1 1 1 1,24.72,1 1 1 1,666,1 1 1 1,143.08,1 1 1 1,1.16,1 2 2 2,20.04,1 2 2 2
6/13/2015 0:46,8.8,1 1 1 1,7.169,1 1 1 1,30.61,1 2 1 2,19.04,1 1 1 1,1012.578,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.96,1 1 1 1,175.32,1 1 1 1,21.92,1 1 1 1,654.4,1 1 1 1,147.08,1 1 1 1,1.1,1 2 2 2,19.97,1 2 2 2
6/13/2015 1:01,9.2,1 1 1 1,6.721,1 1 1 1,38.65,1 2 1 2,18.83,1 1 1 1,1012.64,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.05,1 1 1 1,172.16,1 1 1 1,20.04,1 1 1 1,576,1 1 1 1,150.68,1 1 1 1,1.16,1 2 2 2,19.9,1 2 2 2
6/13/2015 1:16,11.5,1 1 1 1,7.797,1 1 1 1,30.88,1 2 1 2,18.69,1 1 1 3,1012.602,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.17,1 1 1 1,168.44,1 1 1 1,18.36,1 1 1 1,580.8,1 1 1 1,146.52,1 1 1 1,1.1,1 2 2 2,19.88,1 2 2 2
6/13/2015 1:31,12.6,1 1 1 1,9.46,1 1 1 1,45.65,1 2 1 2,16.86,1 1 1 1,1012.571,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.17,1 1 1 1,161.4,1 1 1 1,15.12,1 1 1 1,488.8,1 1 1 1,149.2,1 1 1 1,1.16,1 2 2 2,19.82,1 2 2 2
6/13/2015 1:46,14.4,1 1 1 1,10.19,1 1 1 1,41.67,1 2 1 2,15.47,1 1 1 1,1012.828,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.08,1 1 1 1,163.32,1 1 1 1,37.8,1 1 1 1,516.8,1 1 1 1,144.32,1 1 1 1,1.03,1 2 2 2,19.78,1 2 2 2
6/13/2015 2:01,17,1 1 1 1,10.15,1 1 1 1,45.68,1 2 1 2,14.88,1 1 1 1,1013.041,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.27,1 1 1 1,164.56,1 1 1 1,25.8,1 1 1 1,449.96,1 1 1 1,149.56,1 1 1 1,1.1,1 2 2 2,19.72,1 2 2 2
6/13/2015 2:16,13.8,1 1 1 1,8.29,1 1 1 1,41.48,1 2 1 2,14.73,1 1 1 1,1013.781,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.19,1 1 1 1,161.04,1 1 1 1,19.2,1 1 1 1,442.44,1 1 1 1,146.64,1 1 1 1,1.1,1 2 2 2,19.66,1 2 2 2
6/13/2015 2:31,12.9,1 1 1 1,8.95,1 1 1 1,44.52,1 2 1 2,14.75,1 1 1 1,1014,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.37,1 1 1 1,160,1 1 1 1,20,1 1 1 1,431.76,1 1 1 1,148.6,1 1 1 1,1.16,1 2 2 2,19.64,1 2 2 2
6/13/2015 2:46,10.9,1 1 1 1,7.911,1 1 1 1,56.61,1 2 1 2,15.06,1 1 1 1,1014.174,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.32,1 1 1 1,156.76,1 1 1 1,17.8,1 1 1 1,386.44,1 1 1 1,152.16,1 1 1 1,1.16,1 2 2 2,19.62,1 2 2 2
6/13/2015 3:01,10,1 1 1 1,8.15,1 1 1 1,54.56,1 2 1 2,14.96,1 1 1 1,1014.235,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.41,1 1 1 1,154.24,1 1 1 1,37.96,1 1 1 1,397.88,1 1 1 1,147.84,1 1 1 1,1.16,1 2 2 2,19.61,1 2 2 2
6/13/2015 3:16,9.9,1 1 1 1,7.298,1 1 1 1,52.82,1 2 1 2,14.58,1 1 1 1,1014.409,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.31,1 1 1 1,159.44,1 1 1 1,17.76,1 1 1 1,374.88,1 1 1 1,147.44,1 1 1 1,1.03,1 2 2 2,19.6,1 2 2 2
6/13/2015 3:31,11.7,1 1 1 1,6.54,1 1 1 1,55.83,1 2 1 2,14.24,1 1 1 1,1014.666,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.51,1 1 1 1,158.52,1 1 1 1,28.6,1 1 1 1,408.88,1 1 1 1,152.24,1 1 1 1,1.1,1 2 2 2,19.59,1 2 2 2
6/13/2015 3:46,10.8,1 1 1 1,5.8,1 1 1 1,60.32,1 2 1 2,14.23,1 1 1 1,1014.611,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.67,1 1 1 1,161.96,1 1 1 1,27.36,1 1 1 1,368.48,1 1 1 1,148.56,1 1 1 1,1.16,1 2 2 2,19.58,1 2 2 2
6/13/2015 4:01,9.1,1 1 1 1,5.6,1 1 1 1,54.91,1 2 1 2,14.13,1 1 1 1,1014.848,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.77,1 1 1 1,162.32,1 1 1 1,28.2,1 1 1 1,353.4,1 1 1 1,149.92,1 1 1 1,1.24,1 2 2 2,19.57,1 2 2 2
6/13/2015 4:16,8.7,1 1 1 1,6.281,1 1 1 1,73.17,1 2 1 2,14.19,1 1 1 1,1014.584,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.79,1 1 1 1,158.48,1 1 1 1,26.84,1 1 1 1,350.4,1 1 1 1,147.6,1 1 1 1,1.3,1 2 2 2,19.57,1 2 2 2
6/13/2015 4:31,9.8,1 1 1 1,6.791,1 1 1 1,79.25,1 2 1 2,14.28,1 1 1 1,1014.712,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.56,1 1 1 1,162.96,1 1 1 1,20.96,1 1 1 1,461.2,1 1 1 1,152.36,1 1 1 1,1.1,1 2 2 2,19.57,1 2 2 2
6/13/2015 4:46,13.2,1 1 1 1,6.284,1 1 1 1,53.02,1 2 1 2,14.52,1 1 1 1,1015.217,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.75,1 1 1 1,158.28,1 1 1 1,17.48,1 1 1 1,330.36,1 1 1 1,148.28,1 1 1 1,1.03,1 2 2 2,19.56,1 2 2 2
6/13/2015 5:01,11.9,1 1 1 1,7.87,1 1 1 1,43.8,1 2 1 2,14.13,1 1 1 1,1015.298,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.72,1 1 1 1,158.64,1 1 1 1,25.48,1 1 1 1,364.72,1 1 1 1,153.04,1 1 1 1,1.1,1 2 2 2,19.55,1 2 2 2
