timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,depth,depth_flags,turbidity,turbidity_flags,chlorophylla,chlorophylla_flags,turbidity_c6,turbidity_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temperature_c6,water_temperature_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,meters,NAN,NTU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meter,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI 6600v2,NAN,YSI 6600v2,NAN,YSI 6600v2,NAN,YSI 6600v2,NAN,YSI 6600v2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
8/4/2014 17:16,5,1 1 1 1,3.772,1 1 1 1,305.2,1 2 1 2,23.41,1 1 1 1,998.5277,1 1 1 1,23.01,1 1 1 1,278.1,1 1 1 1,0.93,1 1 1 1,9.42,1 1 1 1,1.494,1 1 1 1,12.06,1 1 1 1,779.6,1 1 1 1,119.32,1 1 1 1,948.4,1 1 1 1,645.2,1 1 1 1,0.62,1 2 2 2,23.42,1 2 2 2
8/4/2014 17:31,4.3,1 1 1 1,3.517,1 1 1 1,310.3,1 2 1 2,23.78,1 1 1 1,998.5911,1 1 1 1,23.05,1 1 1 1,277.9,1 1 1 1,0.93,1 1 1 1,7.049,1 1 1 1,1.527,1 1 1 1,13.96,1 1 1 1,1020.4,1 1 1 1,99.56,1 1 1 1,1121.6,1 1 1 1,644.8,1 1 1 1,0.69,1 2 2 2,23.47,1 2 2 2
8/4/2014 17:46,3.5,1 1 1 1,2.42,1 1 1 1,305.7,1 2 1 2,24.62,1 1 1 1,998.5577,1 1 1 1,23.23,1 1 1 1,275.2,1 1 1 1,0.929,1 1 1 1,14.26,1 1 1 1,1.54,1 1 1 1,25.17,1 1 1 1,1215.2,1 1 1 1,268.68,1 1 1 1,772,1 1 1 1,621.2,1 1 1 1,0.69,1 2 2 2,23.79,1 2 2 2
8/4/2014 18:01,3.5,1 1 1 1,2.164,1 1 1 1,296.4,1 2 1 2,24.81,1 1 1 1,998.5277,1 1 1 1,23.35,1 1 1 1,272.5,1 1 1 1,0.929,1 1 1 1,15.84,1 1 1 1,1.586,1 1 1 1,27.38,1 1 1 1,1790.8,1 1 1 1,179.08,1 1 1 1,797.2,1 1 1 1,624.8,1 1 1 1,0.69,1 2 2 2,23.85,1 2 2 2
8/4/2014 18:16,2.5,1 1 1 1,1.504,1 1 1 1,266.6,1 2 1 2,24.81,1 1 1 1,998.66,1 1 1 1,23.37,1 1 1 1,272.5,1 1 1 1,0.931,1 1 1 1,14.76,1 1 1 1,1.581,1 1 1 1,22.69,1 1 1 1,1166.8,1 1 1 1,176.2,1 1 1 1,849.2,1 1 1 1,622,1 1 1 1,0.69,1 2 2 2,23.94,1 2 2 2
8/4/2014 18:31,2.7,1 1 1 1,1.839,1 1 1 1,225.4,1 2 1 2,26.09,1 1 1 1,998.56,1 1 1 1,23.49,1 1 1 1,274.2,1 1 1 1,0.931,1 1 1 1,13.25,1 1 1 1,1.514,1 1 1 1,13.94,1 1 1 1,1117.2,1 1 1 1,154,1 1 1 1,664.8,1 1 1 1,622.8,1 1 1 1,0.69,1 2 2 2,24.07,1 2 2 2
8/4/2014 18:46,4.2,1 1 1 1,3.046,1 1 1 1,186.4,1 2 1 2,26.82,1 1 1 3,998.3777,1 1 1 1,23.62,1 1 1 1,275.8,1 1 1 1,0.93,1 1 1 1,12.19,1 1 1 1,1.433,1 1 1 1,14.29,1 1 1 1,999.2,1 1 1 1,165.28,1 1 1 1,594.8,1 1 1 1,616.4,1 1 1 1,0.62,1 2 2 2,24.12,1 2 2 2
8/4/2014 19:01,4.1,1 1 1 1,3.5,1 1 1 1,184.1,1 2 1 2,25.55,1 1 1 1,998.421,1 1 1 1,23.7,1 1 1 1,276.3,1 1 1 1,0.929,1 1 1 1,13.14,1 1 1 1,1.399,1 1 1 1,20.44,1 1 1 1,1010.4,1 1 1 1,122.92,1 1 1 1,722,1 1 1 1,614,1 1 1 1,0.69,1 2 2 2,24.25,1 2 2 2
8/4/2014 19:16,4.3,1 1 1 1,3.441,1 1 1 1,179.9,1 2 1 2,25.19,1 1 1 1,998.5233,1 1 1 1,23.66,1 1 1 1,276.3,1 1 1 1,0.929,1 1 1 1,12.56,1 1 1 1,1.532,1 1 1 1,20.24,1 1 1 1,928,1 1 1 1,112.64,1 1 1 1,836.4,1 1 1 1,617.6,1 1 1 1,0.62,1 2 2 2,24.49,1 2 2 2
8/4/2014 19:31,4.6,1 1 1 1,3.756,1 1 1 1,171.4,1 2 1 2,24.91,1 1 1 1,998.6122,1 1 1 1,23.65,1 1 1 1,272.8,1 1 1 1,0.931,1 1 1 1,11.34,1 1 1 1,1.604,1 1 1 1,20.07,1 1 1 1,937.2,1 1 1 1,164.6,1 1 1 1,621.2,1 1 1 1,609.2,1 1 1 1,0.62,1 2 2 2,24.49,1 2 2 2
8/4/2014 19:46,4.3,1 1 1 1,3.644,1 1 1 1,171.9,1 2 1 2,24.8,1 1 1 1,998.7188,1 1 1 1,23.64,1 1 1 1,271.5,1 1 1 1,0.93,1 1 1 1,11.18,1 1 1 1,1.546,1 1 1 1,19.24,1 1 1 1,1106.8,1 1 1 1,210.44,1 1 1 1,735.2,1 1 1 1,610,1 1 1 1,0.69,1 2 2 2,24.49,1 2 2 2
8/4/2014 20:01,4.2,1 1 3 1,3.507,1 1 1 1,159,1 2 1 2,24.89,1 1 1 1,998.6455,1 1 1 1,23.62,1 1 1 1,272.5,1 1 1 1,0.929,1 1 1 1,11.54,1 1 1 1,1.536,1 1 1 1,21.38,1 1 1 1,1041.6,1 1 1 1,231.92,1 1 1 1,728,1 1 1 1,602.8,1 1 1 1,0.69,1 2 2 2,24.62,1 2 2 2
8/4/2014 20:16,4.2,1 1 3 1,3.753,1 1 1 1,156.2,1 2 1 2,24.92,1 1 1 1,998.4799,1 1 1 1,23.93,1 1 1 1,274.9,1 1 1 1,0.927,1 1 1 1,12.38,1 1 1 1,1.512,1 1 1 1,22.45,1 1 1 1,956.8,1 1 1 1,151.2,1 1 1 1,668.4,1 1 1 1,588.4,1 1 1 1,0.62,1 2 2 2,24.83,1 2 2 2
8/4/2014 20:31,4.2,1 1 3 1,3.509,1 1 1 1,155.8,1 2 1 2,25.16,1 1 1 1,998.4589,1 1 1 1,24.42,1 1 1 1,275,1 1 1 1,0.926,1 1 1 1,15.67,1 1 1 1,1.481,1 1 1 1,23.53,1 1 1 1,1048.8,1 1 1 1,155.48,1 1 1 1,975.2,1 1 1 1,595.2,1 1 1 1,0.62,1 2 2 2,24.96,1 2 2 2
8/4/2014 20:46,5,1 1 1 1,4.009,1 1 1 1,152,1 2 1 2,25.22,1 1 1 1,998.4422,1 1 1 1,24.57,1 1 1 1,274,1 1 1 1,0.926,1 1 1 1,17.04,1 1 1 1,1.567,1 1 1 1,26.93,1 1 1 1,1920,1 1 1 1,239.6,1 1 1 1,941.6,1 1 1 1,573.2,1 1 1 1,0.69,1 2 2 2,25.2,1 2 2 2
8/4/2014 21:01,4.9,1 1 1 1,4.009,1 1 1 1,152.3,1 2 1 2,25.39,1 1 1 1,998.3522,1 1 1 1,24.68,1 1 1 1,274,1 1 1 1,0.924,1 1 1 1,18.21,1 1 1 1,1.504,1 1 1 1,28.85,1 1 1 1,1090.4,1 1 1 1,196,1 1 1 1,704.4,1 1 1 1,574.4,1 1 1 1,0.62,1 2 2 2,25.17,1 2 2 2
8/4/2014 21:16,4.7,1 1 1 1,3.827,1 1 1 1,149.8,1 2 1 2,25.73,1 1 1 1,998.3244,1 1 1 1,24.77,1 1 1 1,274.4,1 1 1 1,0.924,1 1 1 1,18.81,1 1 1 1,1.466,1 1 1 1,25.64,1 1 1 1,971.2,1 1 1 1,184.4,1 1 1 1,552.8,1 1 1 1,571.2,1 1 1 1,0.62,1 2 2 2,25.36,1 2 2 2
8/4/2014 21:31,4.7,1 1 1 1,3.85,1 1 1 1,137.8,1 2 1 2,25.94,1 1 1 1,998.1422,1 1 1 1,24.87,1 1 1 1,273.5,1 1 1 1,0.923,1 1 1 1,19.25,1 1 1 1,1.498,1 1 1 1,24.56,1 1 1 1,1224.8,1 1 1 1,181.04,1 1 1 1,759.6,1 1 1 1,580.4,1 1 1 1,0.62,1 2 2 2,25.25,1 2 2 2
8/4/2014 21:46,4.6,1 1 1 1,3.762,1 1 1 1,135.7,1 2 1 2,26.14,1 1 1 1,997.9188,1 1 1 1,24.87,1 1 1 1,272.7,1 1 1 1,0.922,1 1 1 1,19.29,1 1 1 1,1.511,1 1 1 1,32.52,1 1 1 1,1136,1 1 1 1,192.28,1 1 1 1,849.2,1 1 1 1,574.4,1 1 1 1,0.62,1 2 2 2,25.46,1 2 2 2
8/4/2014 22:01,4.8,1 1 1 1,4.087,1 1 1 1,129.7,1 2 1 2,26.17,1 1 1 1,997.7911,1 1 1 1,24.85,1 1 1 1,270.6,1 1 1 1,0.921,1 1 1 1,17.91,1 1 1 1,1.561,1 1 1 1,37.11,1 1 1 1,877.6,1 1 1 1,181.16,1 1 1 1,617.2,1 1 1 1,580,1 1 1 1,0.62,1 2 2 2,25.33,1 2 2 2
8/4/2014 22:16,5.1,1 1 1 1,4.237,1 1 1 1,125.8,1 2 1 2,26.33,1 1 1 1,997.6655,1 1 1 1,24.88,1 1 1 1,269.3,1 1 1 1,0.92,1 1 1 1,15.92,1 1 1 1,1.414,1 1 1 1,24.85,1 1 1 1,868.4,1 1 1 1,116.64,1 1 1 1,624.8,1 1 1 1,570.8,1 1 1 1,0.55,1 2 2 2,25.4,1 2 2 2
8/4/2014 22:31,5.6,1 1 1 1,4.406,1 1 1 1,125.2,1 2 1 2,26.29,1 1 1 1,997.52,1 1 1 1,24.81,1 1 1 1,270.7,1 1 1 1,0.923,1 1 1 1,12.68,1 1 1 1,1.301,1 1 1 1,14.8,1 1 1 1,917.6,1 1 1 1,98.04,1 1 1 1,736,1 1 1 1,569.2,1 1 1 1,0.69,1 2 2 2,25.27,1 2 2 2
8/4/2014 22:46,5.7,1 1 1 1,4.179,1 1 1 1,126.5,1 2 1 2,26.4,1 1 1 1,997.2922,1 1 1 1,24.67,1 1 1 1,273.3,1 1 1 1,0.921,1 1 1 1,12.5,1 1 1 1,1.281,1 1 1 1,18.3,1 1 1 1,820.4,1 1 1 1,153.48,1 1 1 1,530.4,1 1 1 1,577.6,1 1 1 1,0.62,1 2 2 2,25.27,1 2 2 2
8/4/2014 23:01,5.6,1 1 1 1,4.126,1 1 1 1,128.6,1 2 1 2,26.45,1 1 1 1,997.1188,1 1 1 1,24.73,1 1 1 1,273,1 1 1 1,0.922,1 1 1 1,9.64,1 1 1 1,1.291,1 1 1 1,14.15,1 1 1 1,760.4,1 1 1 1,101.68,1 1 1 1,663.6,1 1 1 1,572.8,1 1 1 1,0.62,1 2 2 2,25.18,1 2 2 2
8/4/2014 23:16,6.7,1 1 1 1,4.617,1 1 1 1,139.5,1 2 1 2,26.08,1 1 1 1,996.9499,1 1 1 1,24.66,1 1 1 1,272.2,1 1 1 1,0.923,1 1 1 1,8.56,1 1 1 1,1.343,1 1 1 1,18.7,1 1 1 1,743.2,1 1 1 1,96.72,1 1 1 1,672,1 1 1 1,578,1 1 1 1,0.69,1 2 2 2,24.97,1 2 2 2
8/4/2014 23:31,5.9,1 1 1 1,4.149,1 1 1 1,154.6,1 2 1 2,26.02,1 1 1 1,996.7533,1 1 1 1,24.51,1 1 1 1,272.6,1 1 1 1,0.922,1 1 1 1,8.17,1 1 1 1,1.322,1 1 1 1,18.72,1 1 1 1,1059.2,1 1 1 1,114.72,1 1 1 1,648.8,1 1 1 1,584.8,1 1 1 1,0.55,1 2 2 2,24.86,1 2 2 2
8/4/2014 23:46,7.2,1 1 1 1,4.959,1 1 1 1,170.9,1 2 1 2,25.69,1 1 1 1,996.4844,1 1 1 1,24.46,1 1 1 1,272.1,1 1 1 1,0.925,1 1 1 1,8.52,1 1 1 1,1.392,1 1 1 1,15.25,1 1 1 1,804.4,1 1 1 1,93.2,1 1 1 1,655.6,1 1 1 1,588,1 1 1 1,0.55,1 2 2 2,24.73,1 2 2 2
8/5/2014 0:01,9.7,1 1 1 1,6.472,1 1 1 3,179.8,1 2 1 2,24.2,1 1 1 1,996.51,1 1 1 1,24.06,1 1 1 1,272.7,1 1 1 1,0.928,1 1 1 1,6.148,1 1 1 1,1.323,1 1 1 1,16.31,1 1 1 1,719.2,1 1 1 1,96.36,1 1 1 1,707.6,1 1 1 1,608.8,1 1 1 1,0.62,1 2 2 2,24.38,1 2 2 2
8/5/2014 1:16,6.4,1 1 1 1,4.427,1 1 1 1,175.7,1 2 1 2,24.31,1 1 1 1,996.4655,1 1 1 1,23.76,1 1 1 1,274,1 1 1 1,0.911,1 1 1 1,6.293,1 1 1 1,1.356,1 1 1 1,14.47,1 1 1 1,664,1 1 1 1,74.84,1 1 1 1,680,1 1 1 1,625.6,1 1 1 1,0.55,1 2 2 2,24.15,1 2 2 2
8/5/2014 1:31,5.1,1 1 1 1,3.764,1 1 1 1,178.2,1 2 1 2,24.57,1 1 1 1,996.5811,1 1 1 1,23.74,1 1 1 1,273,1 1 1 1,0.911,1 1 1 1,6.127,1 1 1 1,1.347,1 1 1 1,15.42,1 1 1 1,820,1 1 1 1,98.36,1 1 1 1,884.8,1 1 1 1,622.4,1 1 1 1,0.55,1 2 2 2,24.13,1 2 2 2
8/5/2014 1:46,4.5,1 1 1 1,3.308,1 1 1 1,188.6,1 2 1 2,24.96,1 1 1 1,996.4911,1 1 1 1,23.76,1 1 1 1,271.6,1 1 1 1,0.91,1 1 1 1,6.273,1 1 1 1,1.362,1 1 1 1,13.97,1 1 1 1,754.4,1 1 1 1,100,1 1 1 1,691.6,1 1 1 1,626.8,1 1 1 1,0.62,1 2 2 2,24.18,1 2 2 2
8/5/2014 2:01,4.1,1 1 1 1,3.079,1 1 1 1,198.8,1 2 1 2,25.2,1 1 1 1,996.6677,1 1 1 1,23.76,1 1 1 1,271.1,1 1 1 1,0.913,1 1 1 1,6.318,1 1 1 1,1.387,1 1 1 1,16.29,1 1 1 1,588,1 1 1 1,93.88,1 1 1 1,1198.8,1 1 1 1,629.6,1 1 1 1,0.62,1 2 2 2,24.15,1 2 2 2
8/5/2014 2:16,3.6,1 1 1 1,2.286,1 1 1 1,208.3,1 2 1 2,25.46,1 1 1 1,996.8544,1 1 1 1,23.77,1 1 1 1,271,1 1 1 1,0.912,1 1 1 1,7.173,1 1 1 1,1.38,1 1 1 1,12.68,1 1 1 1,744.8,1 1 1 1,137.84,1 1 1 1,731.2,1 1 1 1,628.4,1 1 1 1,0.69,1 2 2 2,24.16,1 2 2 2
8/5/2014 2:31,2.6,1 1 1 1,1.462,1 1 1 1,225.7,1 2 1 2,25.62,1 1 1 1,996.8288,1 1 1 1,23.78,1 1 1 1,271,1 1 1 1,0.916,1 1 1 1,6.55,1 1 1 1,1.366,1 1 1 1,19.94,1 1 1 1,721.6,1 1 1 1,88.52,1 1 1 1,797.2,1 1 1 1,627.2,1 1 1 1,0.62,1 2 2 2,24.18,1 2 2 2
8/5/2014 2:46,3.2,1 1 1 1,1.73,1 1 1 1,5.184,1 2 1 2,25.24,1 1 1 1,996.8588,1 1 1 1,23.8,1 1 1 1,270.4,1 1 1 1,0.916,1 1 1 1,6.657,1 1 1 1,1.353,1 1 1 1,13.62,1 1 1 1,848,1 1 1 1,165.72,1 1 1 1,902.8,1 1 1 1,631.6,1 1 1 1,0.62,1 2 2 2,24.19,1 2 2 2
8/5/2014 3:01,3,1 1 1 1,1.36,1 1 1 1,359.6,1 2 1 2,25.37,1 1 1 1,996.9333,1 1 1 1,23.86,1 1 1 1,269.6,1 1 1 1,0.916,1 1 1 1,6.472,1 1 1 1,1.339,1 1 1 1,24.55,1 1 1 1,739.6,1 1 1 1,97.36,1 1 1 1,757.2,1 1 1 1,629.2,1 1 1 1,0.55,1 2 2 2,24.31,1 2 2 2
8/5/2014 3:16,2.6,1 1 1 1,1.663,1 1 1 1,90.3,1 2 1 2,25.75,1 1 1 1,996.7033,1 1 1 1,23.96,1 1 1 1,268.5,1 1 1 1,0.913,1 1 1 1,7.051,1 1 1 1,1.321,1 1 1 1,15.55,1 1 1 1,860.4,1 1 1 1,106.96,1 1 1 1,777.2,1 1 1 1,637.6,1 1 1 1,0.62,1 2 2 2,24.37,1 2 2 2
8/5/2014 3:31,2.8,1 1 1 1,1.414,1 1 1 1,78.53,1 2 1 2,25.69,1 1 1 1,996.6555,1 1 1 1,24.05,1 1 1 1,268,1 1 1 1,0.912,1 1 1 1,6.776,1 1 1 1,1.334,1 1 1 1,15.29,1 1 1 1,673.6,1 1 1 1,104.04,1 1 1 1,723.6,1 1 1 1,638.4,1 1 1 1,0.62,1 2 2 2,24.48,1 2 2 2
8/5/2014 3:46,1.4,1 3 1 1,0.844,1 1 1 1,183.9,1 2 1 2,26.18,1 1 1 1,996.6388,1 1 1 1,24.14,1 1 1 1,267.7,1 1 1 1,0.912,1 1 1 1,7.953,1 1 1 1,1.316,1 1 1 1,17.26,1 1 1 1,747.2,1 1 1 1,109.04,1 1 1 1,793.6,1 1 1 1,636,1 1 1 1,0.55,1 2 2 2,24.58,1 2 2 2
8/5/2014 4:01,3.8,1 1 1 1,2.047,1 1 1 1,265.7,1 2 1 2,25.93,1 1 1 1,996.6378,1 1 1 1,24.23,1 1 1 1,267,1 1 1 1,0.915,1 1 1 1,7.761,1 1 1 1,1.291,1 1 1 1,16,1 1 1 1,700,1 1 1 1,91,1 1 1 1,632,1 1 1 1,638.4,1 1 1 1,0.62,1 2 2 2,24.63,1 2 2 2
8/5/2014 4:16,3.7,1 1 1 1,2.862,1 1 1 1,303.9,1 2 1 2,25.18,1 1 1 1,996.7744,1 1 1 1,24.23,1 1 1 1,267,1 1 1 1,0.918,1 1 1 1,8.75,1 1 1 1,1.253,1 1 1 1,21.9,1 1 1 1,719.6,1 1 1 1,92.04,1 1 1 1,998,1 1 1 1,644.8,1 1 1 1,0.62,1 2 2 2,24.61,1 2 2 2
8/5/2014 4:31,4.7,1 1 1 1,2.706,1 1 1 1,329.7,1 2 1 2,25.02,1 1 1 1,996.8344,1 1 1 1,24.2,1 1 1 1,267.8,1 1 1 1,0.918,1 1 1 1,8.48,1 1 1 1,1.251,1 1 1 1,20.28,1 1 1 1,753.6,1 1 1 1,87.8,1 1 1 1,1151.2,1 1 1 1,648.8,1 1 1 1,0.62,1 2 2 2,24.6,1 2 2 2
8/5/2014 4:46,4.9,1 1 1 1,3.898,1 1 1 1,335.2,1 2 1 2,25.17,1 1 1 1,996.77,1 1 1 1,24.18,1 1 1 1,268,1 1 1 1,0.909,1 1 1 1,8.56,1 1 1 1,1.256,1 1 1 1,16.73,1 1 1 1,855.6,1 1 1 1,125.36,1 1 1 1,806,1 1 1 1,650.8,1 1 1 1,0.62,1 2 2 2,24.56,1 2 2 2
8/5/2014 5:01,3.9,1 1 1 1,2.817,1 1 1 1,341.3,1 2 1 2,25.25,1 1 1 1,996.6999,1 1 1 1,24.15,1 1 1 1,268,1 1 1 1,0.91,1 1 1 1,8.24,1 1 1 1,1.244,1 1 1 1,12.01,1 1 1 1,590.8,1 1 1 1,95.96,1 1 1 1,827.6,1 1 1 1,648.4,1 1 1 1,0.69,1 2 2 2,24.54,1 2 2 2
8/5/2014 5:16,3.5,1 1 1 1,2.919,1 1 1 1,344.1,1 2 1 2,25.25,1 1 1 1,996.7054,1 1 1 1,24.13,1 1 1 1,268,1 1 1 1,0.91,1 1 1 1,8.2,1 1 1 1,1.213,1 1 1 1,17.39,1 1 1 1,645.6,1 1 1 1,103.16,1 1 1 1,745.2,1 1 1 1,650.4,1 1 1 1,0.62,1 2 2 2,24.52,1 2 2 2
8/5/2014 5:31,2.6,1 1 1 1,1.92,1 1 1 1,332.2,1 2 1 2,25.36,1 1 1 1,996.81,1 1 1 1,24.13,1 1 1 1,268.5,1 1 1 1,0.911,1 1 1 1,7.824,1 1 1 1,1.266,1 1 1 1,15.87,1 1 1 1,598.4,1 1 1 1,100.52,1 1 1 1,669.6,1 1 1 1,650,1 1 1 1,0.62,1 2 2 2,24.52,1 2 2 2
8/5/2014 5:46,2.2,1 1 1 1,1.317,1 1 1 1,325.9,1 2 1 2,25.46,1 1 1 1,996.81,1 1 1 1,24.12,1 1 1 1,268.9,1 1 1 1,0.912,1 1 1 1,8.09,1 1 1 1,1.219,1 1 1 1,18.44,1 1 1 1,644.4,1 1 1 1,114,1 1 1 1,825.2,1 1 1 1,652,1 1 1 1,0.62,1 2 2 2,24.51,1 2 2 2
8/5/2014 6:01,1.4,1 3 1 1,0.812,1 1 1 1,9.3,1 2 1 2,25.63,1 1 1 1,996.9111,1 1 1 1,24.12,1 1 1 1,268.9,1 1 1 1,0.913,1 1 1 1,7.899,1 1 1 1,1.201,1 1 1 1,20.72,1 1 1 1,692.8,1 1 1 1,105.68,1 1 1 1,730.8,1 1 1 1,651.6,1 1 1 1,0.62,1 2 2 2,24.5,1 2 2 2
8/5/2014 6:16,3.8,1 1 1 1,2.36,1 1 1 1,2.269,1 2 1 2,25.51,1 1 1 1,997.0878,1 1 1 1,24.12,1 1 1 1,268.9,1 1 1 1,0.915,1 1 1 1,7.979,1 1 1 1,1.219,1 1 1 1,18.98,1 1 1 1,755.6,1 1 1 1,116.56,1 1 1 1,767.6,1 1 1 1,652.4,1 1 1 1,0.62,1 2 2 2,24.5,1 2 2 2
8/5/2014 6:31,4.6,1 1 1 1,3.247,1 1 1 1,356.3,1 2 1 2,24.85,1 1 1 1,997.1788,1 1 1 1,24.11,1 1 1 1,268.8,1 1 1 1,0.916,1 1 1 1,8.81,1 1 1 1,1.231,1 1 1 1,13.2,1 1 1 1,770.4,1 1 1 1,73.16,1 1 1 1,1097.2,1 1 1 1,652.8,1 1 1 1,0.62,1 2 2 2,24.49,1 2 2 2
8/5/2014 6:46,3.5,1 1 1 1,2.51,1 1 1 1,355.3,1 2 1 2,24.6,1 1 1 1,997.1544,1 1 3 1,24.1,1 1 1 1,269,1 1 1 1,0.915,1 1 1 1,8.32,1 1 1 1,1.26,1 1 1 1,16.47,1 1 1 1,656.8,1 1 1 1,81.64,1 1 1 1,786,1 1 1 1,654.8,1 1 1 1,0.62,1 2 2 2,24.49,1 2 2 2
8/5/2014 7:01,3.9,1 1 1 1,3.203,1 1 1 1,341.4,1 2 1 2,24.31,1 1 1 1,997.1755,1 1 3 1,24.08,1 1 1 1,268.8,1 1 1 1,0.916,1 1 1 1,9.32,1 1 1 1,1.24,1 1 1 1,19.57,1 1 1 1,630.4,1 1 1 1,80.96,1 1 1 1,665.6,1 1 1 1,654.4,1 1 1 1,0.62,1 2 2 2,24.48,1 2 2 2
8/5/2014 7:16,3.8,1 1 1 1,2.834,1 1 1 1,349.7,1 2 1 2,24.2,1 1 1 1,997.1889,1 1 3 1,24.07,1 1 1 1,268.8,1 1 1 1,0.915,1 1 1 1,8.42,1 1 1 1,1.211,1 1 1 1,18.86,1 1 1 1,1052.8,1 1 1 1,81.96,1 1 1 1,746.4,1 1 1 1,653.6,1 1 1 1,0.62,1 2 2 2,24.47,1 2 2 2
8/5/2014 7:31,2.8,1 1 1 1,1.856,1 1 1 1,354.2,1 2 1 2,24.25,1 1 1 1,997.0255,1 1 1 1,24.06,1 1 1 1,268.9,1 1 1 1,0.914,1 1 1 1,8.42,1 1 1 1,1.258,1 1 1 1,15.85,1 1 1 1,710.4,1 1 1 1,137.84,1 1 1 1,691.6,1 1 1 1,652.8,1 1 1 1,0.62,1 2 2 2,24.44,1 2 2 2
8/5/2014 7:46,1.9,1 1 1 1,1.153,1 1 1 1,349.1,1 2 1 2,24.28,1 1 1 1,996.8199,1 1 1 1,24.05,1 1 1 1,268.9,1 1 1 1,0.912,1 1 1 1,8.43,1 1 1 1,1.234,1 1 1 1,20.35,1 1 1 1,1153.6,1 1 1 1,133.76,1 1 1 1,548.8,1 1 1 1,651.2,1 1 1 1,0.62,1 2 2 2,24.44,1 2 2 2
8/5/2014 8:01,2.7,1 1 1 1,1.849,1 1 1 1,332,1 2 1 2,24.13,1 1 1 1,996.8366,1 1 1 1,24.05,1 1 1 1,268.8,1 1 1 1,0.912,1 1 1 1,7.968,1 1 1 1,1.281,1 1 1 1,12.67,1 1 1 1,767.6,1 1 1 1,101.32,1 1 1 1,795.2,1 1 1 1,654.4,1 1 1 1,0.62,1 2 2 2,24.44,1 2 2 2
8/5/2014 8:16,3.5,1 1 1 1,2.563,1 1 1 1,320.8,1 2 1 2,23.81,1 1 1 1,996.7089,1 1 1 1,24.04,1 1 1 1,268.8,1 1 1 1,0.912,1 1 1 1,8.05,1 1 1 1,1.233,1 1 1 1,16.24,1 1 1 1,866,1 1 1 1,107.6,1 1 1 1,511.6,1 1 1 1,648.8,1 1 1 1,0.62,1 2 2 2,24.41,1 2 2 2
8/5/2014 8:31,3.3,1 1 1 1,1.709,1 1 1 1,309.9,1 2 1 2,23.4,1 1 1 1,996.7299,1 1 1 1,24.03,1 1 1 1,268.8,1 1 1 1,0.912,1 1 1 1,8.08,1 1 1 1,1.234,1 1 1 1,16.89,1 1 1 1,700.8,1 1 1 1,177.24,1 1 1 1,572.8,1 1 1 1,653.2,1 1 1 1,0.62,1 2 2 2,24.4,1 2 2 2
8/5/2014 8:46,2.7,1 1 1 1,1.667,1 1 1 1,308.9,1 2 1 2,23.16,1 1 1 1,996.6766,1 1 1 1,24.02,1 1 1 1,270.4,1 1 1 1,0.911,1 1 1 1,8.9,1 1 1 1,1.237,1 1 1 1,17.27,1 1 1 1,700.8,1 1 1 1,75.84,1 1 1 1,853.6,1 1 1 1,650.4,1 1 1 1,0.62,1 2 2 2,24.42,1 2 2 2
8/5/2014 9:01,1.5,1 3 1 1,0.672,1 3 1 1,319.2,1 2 1 2,23.38,1 1 1 1,996.6378,1 1 1 1,24.02,1 1 1 1,271,1 1 1 1,0.911,1 1 1 1,8.71,1 1 1 1,1.224,1 1 1 1,13.57,1 1 1 1,584.4,1 1 1 1,103.48,1 1 1 1,806.8,1 1 1 1,650.8,1 1 1 1,0.62,1 2 2 2,24.41,1 2 2 2
8/5/2014 9:16,1.3,1 3 1 1,0.611,1 3 1 1,303.2,1 2 1 2,23.41,1 1 1 1,996.5822,1 1 1 1,24.02,1 1 1 1,271.1,1 1 1 1,0.91,1 1 1 1,7.921,1 1 1 1,1.221,1 1 1 1,18.04,1 1 1 1,676.8,1 1 1 1,82.8,1 1 1 1,632.8,1 1 1 1,650.8,1 1 1 1,0.55,1 2 2 2,24.4,1 2 2 2
