"Ohio Algal Toxin Results from Lake Erie, State Park Beaches, Inland Lakes, and Public Water Supplies - 10/6/2018 to Present",,,,,,,,,,,,,,
"(Data analyzed by Ohio EPA Division of Environmental Services, independent Public Water System Labs, and commercial labs. Sampling and analysis protocols follow the Ohio EPA Total Microcystins – ADDA by ELISA Analytical Methodology, effective January 1, 2015.)

To filter on the columns, highlight the header row. From the top menu, select Data and then click Filter.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"*Lab Qualifier Explanation  
ND=Not Detected (Not detected means that the result is below the reporting limit.)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Date: 10/5/2020 6:00:07 AM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Site,Site ID,Site Type,Collect Date/Time,,Sample ID,Parameter,,Result,Units,Qual.*,Program,Lab,Lat,Long
BARBERTON WTP-TP-LT2001-Raw,7758601-LT2001,PWS Plant Intake Site,9/30/2020,14:45,20100102-01,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.056511,-81.613794
Barberton WTP,7758601-EP001,PWS Finished Water Site,9/30/2020,14:35,20100102-02,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.056511,-81.613794
WARREN WTP-TP-LT2001-Raw,7859141-LT2001,PWS Plant Intake Site,9/30/2020,10:15,20100101-01,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.291369,-80.760567
Warren WTP,7859141-EP001,PWS Finished Water Site,9/30/2020,10:00,20100101-02,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.291369,-80.760567
Fostoria WTP,7458088-EP001,PWS Finished Water Site,9/30/2020,08:15,20100103-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,41.1604,-83.427406
FOSTORIA CITY-TP-LT2001-Raw,7458088-LT2001,PWS Plant Intake Site,9/30/2020,07:50,20100103-01,Saxitoxin,,0.0275,ug/L,,HAB-NWDO,DES,41.1604,-83.427406
Van Wert WTP,8159424-EP001,PWS Finished Water Site,9/29/2020,15:00,20093005-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,40.849431,-84.58105
VAN WERT CITY-TP-LT2001-Raw,8159424-LT2001,PWS Plant Intake Site,9/29/2020,15:00,20093005-01,Saxitoxin,,0.0352,ug/L,,HAB-NWDO,DES,40.849431,-84.58105
Paulding Village WTP-TP-LT2002-Raw,6362361-LT2002,PWS Plant Intake Site,9/23/2020,08:15,20092405-01,Saxitoxin,,0.0517,ug/L,,HAB-NWDO,DES,41.124555,-84.592027
Paulding WTP,6362361-EP002,PWS Finished Water Site,9/23/2020,08:00,20092405-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,41.124555,-84.592027
MAYSVILLE REGIONAL WATER DISTRICT-TP-LT2001-Raw,6056818-LT2001,PWS Plant Intake Site,9/22/2020,10:30,20092302-01,Saxitoxin,,ND,ug/L,,HAB-SEDO,DES,39.864169,-82.110761
UPPER SANDUSKY STU 2-TP-LT2001-Raw,8862381-LT2001,PWS Plant Intake Site,9/22/2020,08:00,20092301-01,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,40.824297,-83.27096
OREGON CITY-TP-LT2001-Raw,4855844-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456809,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
Toledo WTP,4855847-EP001,PWS Finished Water Site,9/22/2020,00:00,2456280,Microcystins,,ND,ug/L,,,TOLEDO WTP LABORATORY-B,41.663144,-83.475681
Toledo WTP,4855847-EP001,PWS Finished Water Site,9/22/2020,00:00,2456280,Microcystins,,ND,ug/L,,,TOLEDO WTP LABORATORY-B,41.663144,-83.475681
TOLEDO WTP-TP-LT2001-Raw,4855847-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456279,Microcystins,,ND,ug/L,,,TOLEDO WTP LABORATORY-B,41.663144,-83.475681
TOLEDO WTP-TP-LT2001-Raw,4855847-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456279,Microcystins,,ND,ug/L,,,TOLEDO WTP LABORATORY-B,41.663144,-83.475681
Celina WTP,5456396-EP001,PWS Finished Water Site,9/22/2020,00:00,2456806,Microcystins,,ND,ug/L,,,CELINA WTP LABORATORY-B,40.542231,-84.573033
Celina WTP,5456396-EP001,PWS Finished Water Site,9/22/2020,00:00,2456806,Microcystins,,ND,ug/L,,,CELINA WTP LABORATORY-B,40.542231,-84.573033
CELINA CITY-TP-LT2001-Raw,5456396-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456805,Microcystins,,52.7,ug/L,,,CELINA WTP LABORATORY-B,40.542231,-84.573033
CELINA CITY-TP-LT2001-Raw,5456396-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456805,Microcystins,,52.7,ug/L,,,CELINA WTP LABORATORY-B,40.542231,-84.573033
Ottawa County WTP,6256925-EP001,PWS Finished Water Site,9/22/2020,00:00,2456825,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
Ottawa County WTP,6256925-EP001,PWS Finished Water Site,9/22/2020,00:00,2456825,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
OTTAWA COUNTY REGIONAL WATER DISTRICT-TP-LT2001-Raw,6256925-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456824,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
OTTAWA COUNTY REGIONAL WATER DISTRICT-TP-LT2001-Raw,6256925-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456824,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
Carroll Water & Sewer WTP,6256927-EP001,PWS Finished Water Site,9/22/2020,00:00,2456819,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
Carroll Water & Sewer WTP,6256927-EP001,PWS Finished Water Site,9/22/2020,00:00,2456819,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
CARROLL WATER AND SEWER-TP-LT2001-Raw,6256927-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456818,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
CARROLL WATER AND SEWER-TP-LT2001-Raw,6256927-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456818,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
OREGON CITY-TP-LT2001-Raw,4855844-LT2001,PWS Plant Intake Site,9/22/2020,00:00,2456809,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
Oregon WTP,4855844-EP001,PWS Finished Water Site,9/22/2020,00:00,2456810,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
Oregon WTP,4855844-EP001,PWS Finished Water Site,9/22/2020,00:00,2456810,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,9/21/2020,15:15,20092207-01,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,41.689305,-82.817555
LIMA CITY-TP-LT2001-Raw,252634-LT2001,PWS Plant Intake Site,9/21/2020,10:25,20092209-01,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,40.743614,-84.087319
SEBRING WTP-TP-LT2001-Raw,5056015-LT2001,PWS Plant Intake Site,9/21/2020,10:15,20092211-01,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,40.884092,-81.031592
Sebring WTP,5056015-EP001,PWS Finished Water Site,9/21/2020,10:15,20092211-02,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,40.884092,-81.031592
Lima WTP,252634-EP001,PWS Finished Water Site,9/21/2020,10:05,20092209-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,40.743614,-84.087319
FOSTORIA CITY-TP-LT2001-Raw,7458088-LT2001,PWS Plant Intake Site,9/21/2020,07:50,20092208-01,Saxitoxin,,0.0385,ug/L,,HAB-NWDO,DES,41.1604,-83.427406
VAN WERT CITY-TP-LT2001-Raw,8159424-LT2001,PWS Plant Intake Site,9/21/2020,07:20,20092210-01,Saxitoxin,,0.0253,ug/L,,HAB-NWDO,DES,40.849431,-84.58105
Fostoria WTP,7458088-EP001,PWS Finished Water Site,9/21/2020,07:20,20092208-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,41.1604,-83.427406
COLUMBUS HAP CREMEAN WTP-TP-LT2002-Raw,2554077-LT2002,PWS Plant Intake Site,9/21/2020,00:00,2456563,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,40.059717,-82.891942
COLUMBUS HAP CREMEAN WTP-TP-LT2002-Raw,2554077-LT2002,PWS Plant Intake Site,9/21/2020,00:00,2456563,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,40.059717,-82.891942
Columbus Hap Cremean WTP,2554077-EP002,PWS Finished Water Site,9/21/2020,00:00,2456564,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,40.059717,-82.891942
Columbus Hap Cremean WTP,2554077-EP002,PWS Finished Water Site,9/21/2020,00:00,2456564,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,40.059717,-82.891942
Columbus Dublin Road WTP LT2-Raw,2554076-LT2001,PWS Plant Intake Site,9/21/2020,00:00,2456565,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,39.970947,-83.034094
Columbus Dublin Road WTP LT2-Raw,2554076-LT2001,PWS Plant Intake Site,9/21/2020,00:00,2456565,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,39.970947,-83.034094
Columbus Dublin Road WTP,2554076-EP001,PWS Finished Water Site,9/21/2020,00:00,2456566,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,39.970947,-83.034094
Columbus Dublin Road WTP,2554076-EP001,PWS Finished Water Site,9/21/2020,00:00,2456566,Microcystins,,ND,ug/L,,,COLUMBUS WATER QUALITY LABORATORY-C,39.970947,-83.034094
FINDLAY CITY-TP-LT2001-Raw,3254797-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456813,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.041511,-83.641794
CARROLL WATER AND SEWER-TP-LT2001-Raw,6256927-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456816,Microcystins,,0.321,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
McComb WTP LT2001,3254799-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456814,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.107689,-83.783731
McComb WTP LT2001,3254799-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456814,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.107689,-83.783731
Oregon WTP,4855844-EP001,PWS Finished Water Site,9/18/2020,00:00,2456808,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
Oregon WTP,4855844-EP001,PWS Finished Water Site,9/18/2020,00:00,2456808,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
OREGON CITY-TP-LT2001-Raw,4855844-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456807,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
OREGON CITY-TP-LT2001-Raw,4855844-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456807,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.669067,-83.371497
BOWLING GREEN CITY-TP-LT2001-Raw,8759903-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456815,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.476431,-83.738136
BOWLING GREEN CITY-TP-LT2001-Raw,8759903-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456815,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.476431,-83.738136
North Baltimore WTP-LT2001-Raw,8759912-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456812,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.174717,-83.675392
North Baltimore WTP-LT2001-Raw,8759912-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456812,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.174717,-83.675392
CLYDE CITY-TP-LT2001-Raw,7257900-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456811,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.292703,-82.976947
CLYDE CITY-TP-LT2001-Raw,7257900-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456811,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.292703,-82.976947
Marblehead WTP,6256904-EP001,PWS Finished Water Site,9/18/2020,00:00,2456821,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.541253,-82.72695
Marblehead WTP,6256904-EP001,PWS Finished Water Site,9/18/2020,00:00,2456821,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.541253,-82.72695
MARBLEHEAD VILLAGE-TP-LT2001-Raw,6256904-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456820,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.541253,-82.72695
MARBLEHEAD VILLAGE-TP-LT2001-Raw,6256904-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456820,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.541253,-82.72695
Ottawa County WTP,6256925-EP001,PWS Finished Water Site,9/18/2020,00:00,2456823,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
Ottawa County WTP,6256925-EP001,PWS Finished Water Site,9/18/2020,00:00,2456823,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
OTTAWA COUNTY REGIONAL WATER DISTRICT-TP-LT2001-Raw,6256925-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456822,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
OTTAWA COUNTY REGIONAL WATER DISTRICT-TP-LT2001-Raw,6256925-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456822,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.504856,-82.959894
Carroll Water & Sewer WTP,6256927-EP001,PWS Finished Water Site,9/18/2020,00:00,2456817,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
Carroll Water & Sewer WTP,6256927-EP001,PWS Finished Water Site,9/18/2020,00:00,2456817,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
CARROLL WATER AND SEWER-TP-LT2001-Raw,6256927-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456816,Microcystins,,0.321,ug/L,,,OREGON WTP LABORATORY-B,41.601753,-83.128272
FINDLAY CITY-TP-LT2001-Raw,3254797-LT2001,PWS Plant Intake Site,9/18/2020,00:00,2456813,Microcystins,,ND,ug/L,,,OREGON WTP LABORATORY-B,41.041511,-83.641794
Greenville WTP,1953749-EP001,PWS Finished Water Site,9/17/2020,00:00,2457399,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.102683,-84.650094
Greenville WTP,1953749-EP001,PWS Finished Water Site,9/17/2020,00:00,2457399,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.102683,-84.650094
GREENVILLE WTP-TP-LT2001-Raw,1953749-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2457398,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.102683,-84.650094
GREENVILLE WTP-TP-LT2001-Raw,1953749-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2457398,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.102683,-84.650094
HILLSBORO WTP-TP-LT2001-Raw,3655023-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2454357,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.233906,-83.609497
Aqua Ohio - Preble Co.,6857562-EP001,PWS Finished Water Site,9/17/2020,00:00,2457393,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.588517,-83.12133
WILMINGTON WATER DEPARTMENT-TP-LT2001-Raw,1453383-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2454358,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.446822,-83.821161
WILMINGTON WATER DEPARTMENT-TP-LT2001-Raw,1453383-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2454358,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.446822,-83.821161
DELTA VILLAGE 2 FOR MEM FILT RO PLANT-TP-LT2001-Raw,2662105-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2457397,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,41.587744,-84.012125
DELTA VILLAGE 2 FOR MEM FILT RO PLANT-TP-LT2001-Raw,2662105-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2457397,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,41.587744,-84.012125
Aqua Ohio - Preble Co.,6857562-EP001,PWS Finished Water Site,9/17/2020,00:00,2457393,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.588517,-83.12133
HILLSBORO WTP-TP-LT2001-Raw,3655023-LT2001,PWS Plant Intake Site,9/17/2020,00:00,2454357,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.233906,-83.609497
Newton Falls WTP,7859131-EP001,PWS Finished Water Site,9/16/2020,13:20,20091707-02,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.183319,-80.973097
NEWTON FALLS PWS-TP-LT2001-Raw,7859131-LT2001,PWS Plant Intake Site,9/16/2020,13:15,20091707-01,Saxitoxin,,ND,ug/L,,HAB-NEDO,DES,41.183319,-80.973097
Paulding Village WTP-TP-LT2002-Raw,6362361-LT2002,PWS Plant Intake Site,9/16/2020,09:45,20091706-01,Saxitoxin,,0.0693,ug/L,,HAB-NWDO,DES,41.124555,-84.592027
Paulding WTP,6362361-EP002,PWS Finished Water Site,9/16/2020,09:30,20091706-02,Saxitoxin,,ND,ug/L,,HAB-NWDO,DES,41.124555,-84.592027
Westerville WTP,2554102-EP001,PWS Finished Water Site,9/16/2020,08:20,20091601-02,Saxitoxin,,ND,ug/L,,HAB-CDO,DES,40.126419,-82.943744
WESTERVILLE WTP-TP-LT2001-Raw,2554102-LT2001,PWS Plant Intake Site,9/16/2020,08:15,20091601-01,Saxitoxin,,ND,ug/L,,HAB-CDO,DES,40.126419,-82.943744
EAST LIVERPOOL WTP-TP-LT2001-Raw,1553398-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457374,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.639592,-80.523494
BUCKEYE WATER DISTRICT-OHIO RIVER-TP-LT2001-Raw,1562275-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457375,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.644786,-80.677028
BUCKEYE WATER DISTRICT-OHIO RIVER-TP-LT2001-Raw,1562275-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457375,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.644786,-80.677028
BUCYRUS CITY-TP-LT2002-Raw,1762226-LT2002,PWS Plant Intake Site,9/16/2020,00:00,2457365,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.830075,-82.93932
BUCYRUS CITY-TP-LT2002-Raw,1762226-LT2002,PWS Plant Intake Site,9/16/2020,00:00,2457365,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.830075,-82.93932
WTP-NORTH WELLSTON-TP-LT2001-Raw,4055286-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457367,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.138289,-82.517047
STEUBENVILLE CITY-TP-LT2001-Raw,4155322-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457389,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.375958,-80.628222
STEUBENVILLE CITY-TP-LT2001-Raw,4155322-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457389,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.375958,-80.628222
TORONTO-TP-LT2001-Raw,4155325-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457376,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.4664,-80.598114
TORONTO-TP-LT2001-Raw,4155325-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457376,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.4664,-80.598114
IRONTON WTP-TP-LT2001-Raw,4455501-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457384,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.532339,-82.685481
IRONTON WTP-TP-LT2001-Raw,4455501-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457384,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.532339,-82.685481
Aqua Ohio - Lawrence Co.,4455502-EP001,PWS Finished Water Site,9/16/2020,00:00,2457385,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.4225,-82.476389
Aqua Ohio - Lawrence Co.,4455502-EP001,PWS Finished Water Site,9/16/2020,00:00,2457385,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.4225,-82.476389
NEWARK WTP-TP-LT2001-Raw,4555529-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457386,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.087497,-82.412814
NEWARK WTP-TP-LT2001-Raw,4555529-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457386,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.087497,-82.412814
SEBRING WTP-TP-LT2001-Raw,5056015-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457388,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.884092,-81.031592
SEBRING WTP-TP-LT2001-Raw,5056015-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457388,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.884092,-81.031592
WTP - JACKSON-TP-LT2001-Raw,4055282-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457368,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.056053,-82.680933
WTP-NORTH WELLSTON-TP-LT2001-Raw,4055286-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457367,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.138289,-82.517047
WTP-PORTSMOUTH-TP-LT2001-Raw,7358057-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457383,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.754661,-82.917339
Maysville WTP,6056818-EP001,PWS Finished Water Site,9/16/2020,00:00,2456013,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.864169,-82.110761
Maysville WTP,6056818-EP001,PWS Finished Water Site,9/16/2020,00:00,2456013,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.864169,-82.110761
MAYSVILLE REGIONAL WATER DISTRICT-TP-LT2001-Raw,6056818-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2456014,Microcystins,,1.05,ug/L,,,ALLOWAY MARION LABORATORY-B,39.864169,-82.110761
MAYSVILLE REGIONAL WATER DISTRICT-TP-LT2001-Raw,6056818-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2456014,Microcystins,,1.05,ug/L,,,ALLOWAY MARION LABORATORY-B,39.864169,-82.110761
NEW CONCORD WTP-TP-LT2001-Raw,6056819-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2456499,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.992225,-81.743792
NEW CONCORD WTP-TP-LT2001-Raw,6056819-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2456499,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.992225,-81.743792
WTP-PORTSMOUTH-TP-LT2001-Raw,7358057-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457383,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,38.754661,-82.917339
Alliance WTP,7658271-EP001,PWS Finished Water Site,9/16/2020,00:00,2457373,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.953714,-81.118483
Alliance WTP,7658271-EP001,PWS Finished Water Site,9/16/2020,00:00,2457373,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.953714,-81.118483
ALLIANCE CITY-TP-LT2001-Raw,7658271-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457372,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.953714,-81.118483
ALLIANCE CITY-TP-LT2001-Raw,7658271-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457372,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.953714,-81.118483
BARBERTON WTP-TP-LT2001-Raw,7758601-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2453246,Microcystins,,ND,ug/L,,,ENVIROSCIENCE INC LABORATORY,41.056511,-81.613794
BARBERTON WTP-TP-LT2001-Raw,7758601-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2453246,Microcystins,,ND,ug/L,,,ENVIROSCIENCE INC LABORATORY,41.056511,-81.613794
MARYSVILLE WTP-TP-LT2001-Raw,8059372-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457387,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.240553,-83.366853
EAST LIVERPOOL WTP-TP-LT2001-Raw,1553398-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457374,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.639592,-80.523494
BLANCHESTER WTP-TP-LT2002-Raw,1461746-LT2002,PWS Plant Intake Site,9/16/2020,00:00,2454356,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.29013,-83.979457
BLANCHESTER WTP-TP-LT2002-Raw,1461746-LT2002,PWS Plant Intake Site,9/16/2020,00:00,2454356,Microcystins,,ND,ug/L,,,WILMINGTON WTP LABORATORY-B,39.29013,-83.979457
WTP - JACKSON-TP-LT2001-Raw,4055282-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457368,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,39.056053,-82.680933
MARYSVILLE WTP-TP-LT2001-Raw,8059372-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2457387,Microcystins,,ND,ug/L,,,ALLOWAY MARION LABORATORY-B,40.240553,-83.366853
Bellevue WTP LT2-Raw,3955235-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2452874,Microcystins,,ND,ug/L,,,ERIE COUNTY HEALTH DEPARTMENT LAB,41.270367,-82.828181
Bellevue WTP LT2-Raw,3955235-LT2001,PWS Plant Intake Site,9/16/2020,00:00,2452874,Microcystins,,ND,ug/L,,,ERIE COUNTY HEALTH DEPARTMENT LAB,41.270367,-82.828181
